Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
117 ; Frau ; Dr. ; Sabine ; Stumpf ; 5.5.1933 ; Merheimer Str. 43 ; 06667 ; Gröbitz ; 03443 / 28759851 ; 0151 / 1730384 ; 03443 / 80894510 ; sabine.stumpf@mail.xyz ; ja
118 ; Frau ; Dr. ; Chantal ; Fechner ; 13.2.1992 ; Dorbaumstr. 139 ; 07745 ; Jena ; 03641 / 72798603 ; 0156 / 6456516 ; 03641 / 17860816 ; chantal.fechner@mail.xyz ; ja
119 ; Herr ; Dr. ; Joshua ; Häussler ; 8.3.1978 ; Ulmenweg 57 ; 92447 ; Zangenstein ; 09675 / 29153792 ; 0174 / 9703461 ; 09675 / 6781635 ; j.haeussler@mail.xyz ; ja
120 ; Frau ; Dr. ; Melina ; Baldwin ; 16.3.1939 ; Soetenkamp 155 ; 40883 ; Ratingen ; 02102 / 73355461 ; 0168 / 3895704 ; 02102 / 82896970 ; melina.baldwin@mail.xyz ; ja
121 ; Herr ; Prof. ; Jonathan ; Moll ; 3.2.1920 ; Am Hörsterfriedhof 40 ; 26939 ; Ovelgönne ; 04480 / 87039656 ; 0158 / 5990677 ; 04480 / 93682828 ; jonathan.moll@mail.xyz ; ja
122 ; Herr ; Dr. ; Philipp ; Silva ; 21.4.1922 ; Ulmenweg 58 ; 89312 ; Günzburg ; 08221 / 38762187 ; 0154 / 6092984 ; 08221 / 58115134 ; philipp.silva@mail.xyz ; ja
123 ; Herr ; Prof. ; Nicholas ; Fels ; 6.12.1953 ; Marderweg 114 ; 66892 ; Bruchmühlbach-Miesau ; 06372 / 94902836 ; 0158 / 1939232 ; 06372 / 279012 ; nicholas.fels@mail.xyz ; ja
124 ; Herr ; Prof. ; Tristan ; Hetzel ; 17.5.1971 ; Dortmunder Str. 31 ; 91613 ; Marktbergel ; 09843 / 66193445 ; 0154 / 4905250 ; 09843 / 27778451 ; tristan.hetzel@mail.xyz ; ja
125 ; Frau ; Dr. ; Leonie ; Wilde ; 26.10.1941 ; Am Oedingteich 162 ; 56753 ; Naunheim ; 02654 / 91755681 ; 0168 / 2305217 ; 02654 / 19163499 ; l.wilde@mail.xyz ; ja
126 ; Herr ; Dr. ; Leander ; Schüssler ; 15.3.1962 ; Methweg 99 ; 87480 ; Weitnau ; 08375 / 1506831 ; 0164 / 3757920 ; 08375 / 67010762 ; leander.schuessler@mail.xyz ; ja
127 ; Frau ; Dr. ; Carolina ; Gonzalez ; 17.6.1941 ; Zur Wiese 108 ; 99898 ; Finsterbergen ; 03623 / 27419731 ; 0175 / 6946370 ; 03623 / 53789476 ; c.gonzalez@mail.xyz ; ja
128 ; Herr ; Dr. ; Thomas ; Alber ; 23.12.1961 ; Olpener Str. 50 ; 13509 ; Tegel ; 030 / 74571008 ; 0166 / 5049195 ; 030 / 42202656 ; thomas.alber@mail.xyz ; ja
129 ; Herr ; Dr. ; Kilian ; Pusch ; 28.8.1939 ; Geiststr. 198 ; 18435 ; Stralsund ; 03831 / 28306350 ; 0174 / 8044685 ; 03831 / 23823726 ; kilian.pusch@mail.xyz ; ja
130 ; Herr ; Dr. ; Till ; Rowe ; 7.11.1945 ; Westenkamp 64 ; 97340 ; Martinsheim ; 09332 / 97105173 ; 0150 / 2108850 ; 09332 / 57590561 ; t.rowe@mail.xyz ; ja
131 ; Frau ; Prof. ; Kaya ; Lee ; 28.5.1950 ; Immelmannstr. 29 ; 84100 ; Wolfsbach ; 08707 / 75716691 ; 0161 / 8217210 ; 08707 / 7054952 ; kaya.lee@mail.xyz ; ja
132 ; Frau ; Dr. ; Stella ; Raiba ; 27.1.1959 ; Hillscheider Weg 121 ; 18258 ; Wiendorf ; 03844 / 59386862 ; 0166 / 2847880 ; 03844 / 20306571 ; s.raiba@mail.xyz ; ja
133 ; Frau ; Dr. ; Kim ; Traut ; 15.8.1932 ; Zum Guten Hirten 60 ; 19230 ; Kirch Jesar ; 03883 / 63849355 ; 0174 / 6977110 ; 03883 / 33384483 ; k.traut@mail.xyz ; ja
134 ; Herr ; Dr. ; Marko ; Meilen ; 17.6.1964 ; Straßburger Weg 10 ; 24250 ; Nettelsee ; 04342 / 54695300 ; 0175 / 9787802 ; 04342 / 87825328 ; marko.meilen@mail.xyz ; ja
135 ; Frau ; Dr. ; Rosa ; Jänsch ; 13.4.1949 ; Erikahof 197 ; 56825 ; Schmitt ; 02676 / 33062939 ; 0171 / 4391540 ; 02676 / 60602326 ; r.jaensch@mail.xyz ; ja
136 ; Frau ; Prof. ; Christina ; Busche ; 3.11.1970 ; Hansaring 186a ; 48317 ; Drensteinfurt ; 02508 / 52757257 ; 0150 / 1627119 ; 02508 / 2322065 ; christina.busche@mail.xyz ; ja
137 ; Frau ; Dr. ; Finnja ; Schüssler ; 6.5.1995 ; Magdalenenstr. 103 ; 06502 ; Neinstedt ; 03947 / 85060717 ; 0153 / 6711303 ; 03947 / 76808035 ; finnja.schuessler@mail.xyz ; ja
138 ; Herr ; Dr. ; Günter ; Ehrhardt ; 4.6.1964 ; Merheimer Str. 96 ; 27432 ; Alfstedt ; 04765 / 75130003 ; 0165 / 3429320 ; 04765 / 57873675 ; guenter.ehrhardt@mail.xyz ; ja
139 ; Herr ; Dr. ; Harald ; Norton ; 12.2.1924 ; Kappenberger Damm 81 ; 07389 ; Keila ; 03647 / 56478562 ; 0177 / 8097572 ; 03647 / 61449866 ; harald.norton@mail.xyz ; ja
140 ; Frau ; Dr. ; Milena ; Wehmeyer ; 5.2.1951 ; Königsberger Str. 13 ; 24536 ; Neumünster ; 04321 / 94834187 ; 0154 / 8794763 ; 04321 / 21179094 ; m.wehmeyer@mail.xyz ; ja
141 ; Herr ; Dr. ; Jörg ; Seifried ; 10.9.1993 ; Am Berler Kamp 185 ; 73730 ; Esslingen am Neckar ; 0711 / 14542794 ; 0173 / 9728786 ; 0711 / 19340480 ; j.seifried@mail.xyz ; ja
142 ; Frau ; Dr. ; Miriam ; Hilmer ; 2.6.1991 ; Theodor-Heuss-Ring 96 ; 54619 ; Reiff ; 06550 / 20126991 ; 0160 / 6698738 ; 06550 / 23809649 ; m.hilmer@mail.xyz ; ja
143 ; Frau ; Dr. ; Jennifer ; Damm ; 5.7.1945 ; Memmertweg 135 ; 73579 ; Schechingen ; 07175 / 85108287 ; 0168 / 7746028 ; 07175 / 5788190 ; jennifer.damm@mail.xyz ; ja
144 ; Herr ; Dr. ; Bennet ; Grote ; 9.9.1935 ; Unter Kahlenhausen 117 ; 34477 ; Berndorf ; 05631 / 14640272 ; 0174 / 8247096 ; 05631 / 6322727 ; bennet.grote@mail.xyz ; ja
145 ; Herr ; Dr. ; Luca ; Offermann ; 4.6.1958 ; Augustastr. 146 ; 96123 ; Melkendorf ; 09505 / 37944339 ; 0173 / 7595305 ; 09505 / 54304376 ; luca.offermann@mail.xyz ; ja
146 ; Frau ; Dr. ; Jil ; Mendez ; 22.2.1950 ; Langeworth 39 ; 55595 ; Spall ; 0671 / 3399066 ; 0159 / 1264160 ; 0671 / 93747662 ; j.mendez@mail.xyz ; ja
147 ; Frau ; Dr. ; Stefanie ; Runge ; 24.2.1996 ; Kriegerweg 142 ; 91465 ; Ergersheim ; 09847 / 35355532 ; 0178 / 1012530 ; 09847 / 9661334 ; s.runge@mail.xyz ; ja
148 ; Herr ; Dr. ; Liam ; Ziller ; 6.7.1957 ; Merheimer Str. 174 ; 91477 ; Markt Bibart ; 09162 / 8943978 ; 0161 / 4650785 ; 09162 / 81414397 ; liam.ziller@mail.xyz ; ja
149 ; Herr ; Dr. ; Joshua ; Wiest ; 9.3.1959 ; Sanddornweg 94 ; 25572 ; Sankt Margarethen ; 04858 / 16481608 ; 0166 / 1231498 ; 04858 / 70769419 ; j.wiest@mail.xyz ; ja
150 ; Frau ; Dr. ; Mia ; Seite ; 5.11.1956 ; Goebenstr. 152 ; 25782 ; Schrum ; 04835 / 34677045 ; 0178 / 5202074 ; 04835 / 70914775 ; mia.seite@mail.xyz ; ja
151 ; Frau ; Dr. ; Gisela ; Dennis ; 16.5.1994 ; Kochwiesenstr. 167 ; 60323 ; Frankfurt am Main ; 069 / 10791007 ; 0153 / 3974380 ; 069 / 63537493 ; gisela.dennis@mail.xyz ; ja
152 ; Frau ; Dr. ; Margot ; Behrendt ; 5.4.1987 ; Am Pulverschuppen 175 ; 21646 ; Halvesbostel ; 04165 / 61680278 ; 0172 / 8979551 ; 04165 / 4598920 ; m.behrendt@mail.xyz ; ja
153 ; Frau ; Dr. ; Mina ; Adolph ; 27.12.1954 ; Raesfeldstr. 4 ; 54531 ; Wallscheid ; 06572 / 36910295 ; 0150 / 5016415 ; 06572 / 41789927 ; m.adolph@mail.xyz ; ja
154 ; Frau ; Prof. ; Monika ; Sommer ; 12.7.1992 ; Sanddornweg 148 ; 27243 ; Groß Ippener ; 04224 / 64283931 ; 0166 / 3313760 ; 04224 / 60830745 ; m.sommer@mail.xyz ; ja
155 ; Frau ; Dr. ; Martha ; Probst ; 23.2.1987 ; Franz-Peter-Kürten-Weg 132 ; 24819 ; Nienborstel ; 04871 / 66206517 ; 0173 / 9469386 ; 04871 / 31985756 ; martha.probst@mail.xyz ; ja
156 ; Frau ; Dr. ; Frieda ; Hughes ; 2.11.1942 ; Zum Burgschemm 57 ; 48151 ; Münster ; 0251 / 94122008 ; 0157 / 6675603 ; 0251 / 99540930 ; f.hughes@mail.xyz ; ja
157 ; Herr ; Dr. ; Benedict ; Kehl ; 26.10.1972 ; Dammstr. 95 ; 97509 ; Kolitzheim ; 09385 / 65685719 ; 0170 / 1917244 ; 09385 / 33194876 ; benedict.kehl@mail.xyz ; ja
158 ; Herr ; Dr. ; Noah ; Gebhard ; 22.2.1946 ; Oberschlesier Str. 1 ; 67659 ; Kaiserslautern ; 0631 / 26635955 ; 0157 / 6610054 ; 0631 / 56315372 ; n.gebhard@mail.xyz ; ja
159 ; Herr ; Dr. ; Rolf ; Lambrecht ; 14.4.2000 ; Am Getterbach 27 ; 76669 ; Bad Schönborn ; 07253 / 29640995 ; 0164 / 1437810 ; 07253 / 39299444 ; r.lambrecht@mail.xyz ; ja
160 ; Herr ; Dr. ; Lorenz ; Adler ; 17.10.1936 ; Piusstr. 30 ; 90530 ; Wendelstein ; 09129 / 82578768 ; 0158 / 7020991 ; 09129 / 65947243 ; lorenz.adler@mail.xyz ; ja
161 ; Frau ; Prof. ; Nadin ; Haynes ; 12.11.1988 ; Kösliner Str. 133 ; 23815 ; Strukdorf ; 04551 / 90103476 ; 0176 / 4032828 ; 04551 / 92637675 ; nadin.haynes@mail.xyz ; ja
162 ; Frau ; Dr. ; Katja ; Lampert ; 1.2.1971 ; Janningsweg 124 ; 48480 ; Lünne ; 05906 / 30891389 ; 0157 / 4484556 ; 05906 / 30061598 ; k.lampert@mail.xyz ; ja
163 ; Frau ; Dr. ; Vanessa ; Engelhardt ; 26.12.1942 ; Werseblick 98 ; 97514 ; Oberaurach ; 09529 / 72045521 ; 0176 / 8822779 ; 09529 / 32102613 ; vanessa.engelhardt@mail.xyz ; ja
164 ; Herr ; Dr. ; Lennart ; Sauermann ; 9.4.1930 ; Äußere Kanalstr. 105 ; 91796 ; Ettenstatt ; 09148 / 69190262 ; 0155 / 4565871 ; 09148 / 61554691 ; lennart.sauermann@mail.xyz ; ja
165 ; Herr ; Dr. ; Niklas ; Böttner ; 18.8.1984 ; Alte Apotheke 150 ; 88373 ; Fleischwangen ; 07505 / 67284787 ; 0171 / 7040141 ; 07505 / 54139214 ; niklas.boettner@mail.xyz ; ja
166 ; Frau ; Prof. ; Marina ; Evers ; 1.11.1994 ; Landoisstr. 40 ; 20099 ; Hamburg ; 040 / 53173377 ; 0174 / 2866765 ; 040 / 14285386 ; m.evers@mail.xyz ; ja
167 ; Frau ; Dr. ; Klara ; Wiemer ; 3.12.1988 ; Kerßenbrockstr. 94 ; 37574 ; Einbeck ; 05561 / 22239992 ; 0158 / 8452727 ; 05561 / 90305546 ; k.wiemer@mail.xyz ; ja
168 ; Frau ; Dr. ; Margarete ; Baltes ; 27.10.1929 ; Pötterhoek 11 ; 17166 ; Hohen Demzin ; 03996 / 13405581 ; 0174 / 8705574 ; 03996 / 26443179 ; margarete.baltes@mail.xyz ; ja
169 ; Frau ; Prof. ; Ida ; Helbig ; 19.3.1920 ; Havichhorster Mühle 184 ; 55776 ; Berglangenbach ; 06783 / 92709180 ; 0161 / 9934729 ; 06783 / 93275970 ; i.helbig@mail.xyz ; ja
170 ; Herr ; Prof. ; Mohamed ; Krauss ; 18.8.1981 ; Manfred-von-Richthofen-Str. 13 ; 23758 ; Göhl ; 04361 / 93838025 ; 0150 / 5790267 ; 04361 / 74804700 ; m.krauss@mail.xyz ; ja
171 ; Frau ; Dr. ; Ilse ; Reisinger ; 9.1.1952 ; Am Berler Kamp 18 ; 24589 ; Schülp ; 04392 / 91353585 ; 0163 / 8721049 ; 04392 / 8221028 ; ilse.reisinger@mail.xyz ; ja
172 ; Herr ; Dr. ; Magnus ; Baumgart ; 5.1.1947 ; Kempener Str. 10 ; 55606 ; Meckenbach ; 06752 / 92754020 ; 0158 / 8281734 ; 06752 / 14312599 ; m.baumgart@mail.xyz ; ja
173 ; Herr ; Prof. ; Ricardo ; Sieger ; 9.9.1928 ; Münzstr. 92 ; 56317 ; Linkenbach ; 02684 / 92069836 ; 0166 / 7378393 ; 02684 / 11614222 ; r.sieger@mail.xyz ; ja
174 ; Frau ; Prof. ; Swenja ; Markmann ; 21.12.1925 ; Gustav-Tweer-Weg 121 ; 79809 ; Weilheim ; 07755 / 82173372 ; 0166 / 2215047 ; 07755 / 43508350 ; s.markmann@mail.xyz ; ja
175 ; Herr ; Prof. ; Gert ; Moritz ; 12.1.1943 ; Hogenbergstr. 88 ; 25821 ; Almdorf ; 04671 / 68134383 ; 0165 / 2810694 ; 04671 / 27805913 ; g.moritz@mail.xyz ; ja
176 ; Herr ; Dr. ; Marcus ; Grube ; 27.9.1970 ; Kochwiesenstr. 146 ; 39264 ; Gödnitz ; 03923 / 62503944 ; 0156 / 9788977 ; 03923 / 55423198 ; marcus.grube@mail.xyz ; ja
177 ; Herr ; Dr. ; Raphael ; Jacobi ; 20.7.1947 ; Magdalenenstr. 77 ; 61381 ; Seulberg ; 06172 / 57997285 ; 0166 / 2902921 ; 06172 / 66556330 ; r.jacobi@mail.xyz ; ja
178 ; Frau ; Prof. ; Ursula ; White ; 4.4.1996 ; Studtstr. 90 ; 56767 ; Kaperich ; 02692 / 81700380 ; 0153 / 7771202 ; 02692 / 38860988 ; ursula.white@mail.xyz ; ja
179 ; Frau ; Dr. ; Bärbel ; Erhardt ; 10.7.1986 ; Hansaring 138 ; 47807 ; Krefeld ; 02151 / 16248201 ; 0154 / 7021643 ; 02151 / 1879574 ; b.erhardt@mail.xyz ; ja
180 ; Herr ; Prof. ; Herbert ; Farmer ; 15.4.1943 ; Meckmannweg 52 ; 25709 ; Kronprinzenkoog ; 04856 / 5105375 ; 0162 / 5260351 ; 04856 / 45264355 ; herbert.farmer@mail.xyz ; ja
181 ; Frau ; Dr. ; Leonie ; Hensel ; 1.11.1963 ; Kappenberger Damm 189 ; 24996 ; Ahneby ; 04637 / 27506977 ; 0172 / 6314930 ; 04637 / 57757702 ; l.hensel@mail.xyz ; ja
182 ; Herr ; Prof. ; Horst ; Reschke ; 28.8.1960 ; Gremmendorfer Weg 72 ; 74388 ; Talheim ; 07133 / 94861585 ; 0152 / 2939076 ; 07133 / 17102542 ; horst.reschke@mail.xyz ; ja
183 ; Frau ; Dr. ; Katja ; Tamm ; 25.7.1983 ; Stettiner Str. 142 ; 57632 ; Giershausen ; 02685 / 52132288 ; 0152 / 9215521 ; 02685 / 22596793 ; katja.tamm@mail.xyz ; ja
184 ; Herr ; Dr. ; Danny ; Herkules ; 20.12.1966 ; Dahlienweg 99 ; 14167 ; Lichterfelde ; 030 / 93834565 ; 0162 / 9850539 ; 030 / 56311997 ; danny.herkules@mail.xyz ; ja
185 ; Herr ; Prof. ; Timo ; Terry ; 13.1.1990 ; Dodostr. 154 ; 19372 ; Rom ; 06594 / 50868275 ; 0167 / 3523064 ; 06594 / 69693208 ; t.terry@mail.xyz ; ja
186 ; Frau ; Dr. ; Luise ; Mason ; 1.4.1991 ; Görlitzer Str. 139 ; 56867 ; Briedel ; 06542 / 81980072 ; 0163 / 8422033 ; 06542 / 77813132 ; luise.mason@mail.xyz ; ja
187 ; Herr ; Dr. ; Florian ; Strauch ; 2.5.1935 ; Am Oedingteich 152 ; 49762 ; Sustrum ; 05939 / 66191604 ; 0167 / 7837312 ; 05939 / 37540496 ; f.strauch@mail.xyz ; ja
188 ; Frau ; Prof. ; Sina ; Gerdes ; 1.1.1928 ; Widdeshover Weg 118a ; 24939 ; Flensburg ; 0461 / 80802730 ; 0174 / 5828909 ; 0461 / 90998316 ; s.gerdes@mail.xyz ; ja
189 ; Frau ; Dr. ; Maren ; Mössner ; 17.6.1942 ; Merheimer Str. 171 ; 86152 ; Augsburg ; 0821 / 97131050 ; 0165 / 5731945 ; 0821 / 92023325 ; maren.moessner@mail.xyz ; ja
190 ; Herr ; Dr. ; Nick ; Sinn ; 2.10.1984 ; Ringelnatzstr. 96 ; 79639 ; Grenzach-Wyhlen ; 07624 / 42941570 ; 0172 / 2818249 ; 07624 / 84694263 ; nick.sinn@mail.xyz ; ja
191 ; Frau ; Dr. ; Hertha ; Siemon ; 16.8.1952 ; Wolbecker Str. 172 ; 83737 ; Irschenberg ; 08025 / 22978466 ; 0172 / 9930118 ; 08025 / 74160659 ; h.siemon@mail.xyz ; ja
192 ; Frau ; Prof. ; Jasmin ; Hieber ; 9.2.1985 ; Goebenstr. 56 ; 37242 ; Bad Sooden-Allendorf ; 05652 / 22416370 ; 0165 / 6534272 ; 05652 / 24272709 ; jasmin.hieber@mail.xyz ; ja
193 ; Herr ; Dr. ; Jacob ; Wieser ; 21.8.1939 ; Gustav-Tweer-Weg 44 ; 86609 ; Donauwörth ; 0906 / 78123571 ; 0157 / 1203626 ; 0906 / 56008226 ; jacob.wieser@mail.xyz ; ja
194 ; Frau ; Dr. ; Merle ; Kessler ; 17.11.1957 ; Münzstr. 11 ; 38444 ; Wolfsburg ; 05361 / 1135480 ; 0179 / 4030483 ; 05361 / 14583417 ; merle.kessler@mail.xyz ; ja
195 ; Frau ; Dr. ; Meike ; Förster ; 10.8.1961 ; Goldregenweg 131 ; 67685 ; Weilerbach ; 06374 / 97207301 ; 0179 / 8186736 ; 06374 / 55967653 ; meike.foerster@mail.xyz ; ja
196 ; Herr ; Prof. ; Lorenz ; Schweizer ; 21.6.1984 ; Goebenstr. 194 ; 68794 ; Oberhausen-Rheinhausen ; 07254 / 99110529 ; 0161 / 4508483 ; 07254 / 72504544 ; l.schweizer@mail.xyz ; ja
197 ; Frau ; Dr. ; Sarah ; Goodman ; 13.2.1923 ; Dingbängerweg 149 ; 83242 ; Reit ; 08640 / 71432679 ; 0169 / 7778057 ; 08640 / 74603436 ; s.goodman@mail.xyz ; ja
198 ; Herr ; Dr. ; Silas ; Gonzales ; 11.3.1941 ; Kleiner Griechenmarkt 39 ; 35279 ; Neustadt ; 06692 / 21330346 ; 0176 / 8606414 ; 06692 / 18305389 ; silas.gonzales@mail.xyz ; ja
199 ; Herr ; Prof. ; Michael ; Stephan ; 5.6.1940 ; Beuelsweg 60 ; 67308 ; Albisheim ; 06355 / 5162437 ; 0161 / 4787565 ; 06355 / 30948267 ; m.stephan@mail.xyz ; ja
200 ; Herr ; Dr. ; Carl ; Moore ; 2.7.1954 ; Försterstr. 20a ; 84508 ; Burgkirchen an der Alz ; 08679 / 77980152 ; 0157 / 1814621 ; 08679 / 53239406 ; c.moore@mail.xyz ; ja
201 ; Frau ; Dr. ; Michelle ; Widmann ; 22.5.1967 ; Bünkamp 103 ; 37412 ; Elbingerode ; 05584 / 96772373 ; 0157 / 5247572 ; 05584 / 57657497 ; michelle.widmann@mail.xyz ; ja
202 ; Herr ; Dr. ; Patrick ; Falk ; 25.5.1952 ; Gremmendorfer Weg 25 ; 39126 ; Magdeburg ; 0391 / 36501742 ; 0173 / 5399551 ; 0391 / 3959139 ; patrick.falk@mail.xyz ; ja
203 ; Herr ; Dr. ; Ben ; Habel ; 15.6.1949 ; Frauenstr. 190 ; 83727 ; Schliersee ; 08026 / 96468455 ; 0153 / 6661308 ; 08026 / 16176032 ; b.habel@mail.xyz ; ja
204 ; Frau ; Dr. ; Lucy ; Bayer ; 12.12.1938 ; Mondstr. 7 ; 24321 ; Behrensdorf ; 04381 / 12635363 ; 0179 / 7065227 ; 04381 / 80035801 ; lucy.bayer@mail.xyz ; ja
205 ; Herr ; Dr. ; Marcel ; Abels ; 8.10.1997 ; Geiststr. 20 ; 41751 ; Viersen ; 02162 / 33178983 ; 0170 / 2830723 ; 02162 / 90081949 ; marcel.abels@mail.xyz ; ja
206 ; Herr ; Dr. ; Yannik ; Siegmann ; 25.8.1991 ; Kirchstr. 54 ; 93080 ; Pentling ; 0941 / 52712568 ; 0154 / 3823308 ; 0941 / 46785587 ; yannik.siegmann@mail.xyz ; ja
207 ; Frau ; Dr. ; Monika ; Heger ; 26.6.1988 ; Angelmodder Weg 168 ; 55569 ; Nußbaum ; 06751 / 5090133 ; 0155 / 3518167 ; 06751 / 38940265 ; monika.heger@mail.xyz ; ja
208 ; Frau ; Prof. ; Juli ; Vedes ; 1.3.1922 ; Rennbahnstr. 199 ; 86972 ; Altenstadt ; 08861 / 80850411 ; 0178 / 6272452 ; 08861 / 40458356 ; juli.vedes@mail.xyz ; ja
209 ; Herr ; Prof. ; Leonardo ; Flowers ; 21.6.1968 ; Kirchstr. 64 ; 31609 ; Balge ; 05022 / 25165364 ; 0151 / 8959092 ; 05022 / 26851957 ; l.flowers@mail.xyz ; ja
210 ; Frau ; Dr. ; Ulrike ; Blake ; 17.2.1934 ; Kriegerweg 122 ; 85447 ; Fraunberg ; 08762 / 24827226 ; 0179 / 6188164 ; 08762 / 63524504 ; ulrike.blake@mail.xyz ; ja
211 ; Frau ; Dr. ; Annalena ; Meilen ; 20.10.1971 ; Steinkamp 200 ; 54636 ; Hütterscheid ; 06561 / 64621823 ; 0175 / 5187337 ; 06561 / 14830681 ; a.meilen@mail.xyz ; ja
212 ; Frau ; Dr. ; Beate ; Torres ; 26.7.1956 ; Gildenstr. 31 ; 25767 ; Arkebek ; 04835 / 2164065 ; 0179 / 5696020 ; 04835 / 85769413 ; b.torres@mail.xyz ; ja
213 ; Frau ; Prof. ; Natalie ; Jänsch ; 3.7.1921 ; Zum Burgschemm 27a ; 74906 ; Bonfeld ; 07066 / 48906064 ; 0179 / 5733282 ; 07066 / 1333922 ; n.jaensch@mail.xyz ; ja
214 ; Frau ; Prof. ; Jonna ; Vogler ; 8.3.1986 ; Magdalenenstr. 198 ; 28215 ; Bremen ; 0421 / 43658209 ; 0152 / 7402535 ; 0421 / 37197549 ; jonna.vogler@mail.xyz ; ja
215 ; Herr ; Dr. ; Benedikt ; Price ; 21.11.1947 ; Königsberger Str. 25 ; 56357 ; Gemmerich ; 06772 / 83657128 ; 0168 / 1408489 ; 06772 / 19984340 ; b.price@mail.xyz ; ja
216 ; Herr ; Dr. ; Günter ; Maxwell ; 6.10.1930 ; Kempener Str. 51 ; 25554 ; Neuendorf-Sachsenbande ; 04823 / 83978131 ; 0156 / 1521444 ; 04823 / 88914234 ; guenter.maxwell@mail.xyz ; ja
217 ; Herr ; Prof. ; Günter ; Stumpf ; 1.5.1983 ; Straßburger Weg 136 ; 96352 ; Wilhelmsthal ; 09260 / 25147787 ; 0173 / 2094669 ; 09260 / 30919458 ; guenter.stumpf@mail.xyz ; ja
218 ; Herr ; Dr. ; Ali ; Petzold ; 2.8.1921 ; Beuelsweg 119 ; 06803 ; Greppin ; 03494 / 7890265 ; 0155 / 6661185 ; 03494 / 22246807 ; ali.petzold@mail.xyz ; ja
219 ; Herr ; Dr. ; Jörn ; Kampe ; 24.11.1985 ; Gildenstr. 45 ; 79798 ; Jestetten ; 07745 / 68282703 ; 0164 / 6367675 ; 07745 / 52862027 ; joern.kampe@mail.xyz ; ja
220 ; Herr ; Dr. ; Raphael ; Banks ; 7.8.1923 ; Norbertstr. 174 ; 03044 ; Cottbus ; 0355 / 37918340 ; 0176 / 4812531 ; 0355 / 85080488 ; r.banks@mail.xyz ; ja
221 ; Frau ; Dr. ; Tabea ; Kropp ; 20.8.1931 ; Raesfeldstr. 196 ; 57612 ; Obererbach ; 02681 / 69492462 ; 0163 / 4983634 ; 02681 / 45604135 ; t.kropp@mail.xyz ; ja
222 ; Frau ; Prof. ; Janina ; Wichmann ; 21.5.1957 ; Max-Winkelmann-Str. 111 ; 18528 ; Zirkow ; 03838 / 21015830 ; 0167 / 6056022 ; 03838 / 50699961 ; j.wichmann@mail.xyz ; ja
223 ; Herr ; Dr. ; Kurt ; Obermaier ; 1.7.1970 ; Papenbusch 34 ; 24613 ; Aukrug ; 04873 / 53989786 ; 0150 / 8317840 ; 04873 / 34576611 ; kurt.obermaier@mail.xyz ; ja
224 ; Frau ; Prof. ; Amy ; Helbig ; 7.10.1943 ; Marderweg 156 ; 18528 ; Parchtitz ; 03838 / 19438549 ; 0174 / 3039162 ; 03838 / 81611202 ; amy.helbig@mail.xyz ; ja
225 ; Frau ; Prof. ; Hanna ; Penner ; 21.7.1942 ; Königsberger Str. 187 ; 17217 ; Klein Lukow ; 03962 / 55645408 ; 0168 / 9551860 ; 03962 / 17264407 ; hanna.penner@mail.xyz ; ja
226 ; Herr ; Prof. ; Alexander ; Jakobs ; 19.1.1936 ; Försterstr. 181 ; 23779 ; Neukirchen ; 04365 / 37760643 ; 0174 / 3302704 ; 04365 / 22678075 ; a.jakobs@mail.xyz ; ja
227 ; Frau ; Dr. ; Natalie ; Lackner ; 5.4.1955 ; Steinfurter Str. 94 ; 74594 ; Kreßberg ; 07957 / 18902243 ; 0168 / 2446547 ; 07957 / 65800020 ; n.lackner@mail.xyz ; ja
228 ; Herr ; Dr. ; Maximilian ; Nau ; 6.8.1951 ; Am Filk 25 ; 09249 ; Taura ; 03724 / 64231112 ; 0152 / 4031761 ; 03724 / 12400318 ; maximilian.nau@mail.xyz ; ja
229 ; Frau ; Dr. ; Christel ; Sommerfeld ; 10.11.1969 ; Von-Holte-Str. 159a ; 40668 ; Meerbusch ; 02132 / 22763651 ; 0161 / 8792816 ; 02132 / 42755820 ; c.sommerfeld@mail.xyz ; ja
230 ; Herr ; Dr. ; Henning ; Lamers ; 26.12.1994 ; Jakobusstr. 133 ; 25889 ; Uelvesbüll ; 04864 / 40101550 ; 0154 / 2906725 ; 04864 / 76724215 ; h.lamers@mail.xyz ; ja
231 ; Frau ; Dr. ; Ronja ; Schaf ; 25.2.1926 ; Hillscheider Weg 76 ; 55270 ; Jugenheim ; 06136 / 80130646 ; 0152 / 6831646 ; 06136 / 719596 ; r.schaf@mail.xyz ; ja
232 ; Herr ; Dr. ; Harald ; Westermann ; 22.5.1944 ; Kerßenbrockstr. 81 ; 88527 ; Unlingen ; 07371 / 66664172 ; 0159 / 2629264 ; 07371 / 68883467 ; harald.westermann@mail.xyz ; ja
233 ; Frau ; Dr. ; Monica ; Lehmkuhl ; 12.3.1993 ; Memmertweg 163 ; 23845 ; Seth ; 04535 / 2225793 ; 0171 / 4593432 ; 04535 / 82084093 ; m.lehmkuhl@mail.xyz ; ja
