Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
118 ; Herr ; Prof. ; Jannes ; Adams ; 12.5.1972 ; Im Haubenfeld 18 ; 49757 ; Lahn ; 04479 / 57325504 ; 0161 / 5022159 ; 04479 / 2953257 ; jannes.adams@mail.xyz ; ja
119 ; Frau ; Prof. ; Chantall ; Rainer ; 18.6.1949 ; Hahnenstr. 157 ; 48153 ; Münster ; 0251 / 62634653 ; 0155 / 1076710 ; 0251 / 83517941 ; c.rainer@mail.xyz ; ja
120 ; Herr ; Prof. ; Enno ; Simons ; 21.6.1990 ; Ossenkampstiege 123 ; 06792 ; Sandersdorf-Anhalt ; 03493 / 57559555 ; 0176 / 2528185 ; 03493 / 68783933 ; e.simons@mail.xyz ; ja
121 ; Herr ; Dr. ; Jonah ; Strauch ; 13.8.1995 ; Gustav-Tweer-Weg 104 ; 35510 ; Butzbach ; 06033 / 27789106 ; 0163 / 9211054 ; 06033 / 47856374 ; j.strauch@mail.xyz ; ja
122 ; Herr ; Dr. ; Horst ; Wehr ; 15.6.1945 ; Altenhofer Weg 129 ; 56288 ; Laubach ; 06761 / 48548996 ; 0153 / 7966332 ; 06761 / 58203890 ; h.wehr@mail.xyz ; ja
123 ; Frau ; Dr. ; Mareike ; Techem ; 23.8.1951 ; Ölbergstr. 61 ; 30851 ; Langenhagen ; 0511 / 59639807 ; 0170 / 6689124 ; 0511 / 47546545 ; m.techem@mail.xyz ; ja
124 ; Herr ; Dr. ; Clemens ; Nickel ; 23.8.1928 ; Cheruskerstr. 144 ; 07743 ; Jena ; 03641 / 28302922 ; 0163 / 3784856 ; 03641 / 62681338 ; clemens.nickel@mail.xyz ; ja
125 ; Frau ; Dr. ; Meike ; Clarke ; 22.1.1976 ; Am Wigbold 184 ; 40668 ; Meerbusch ; 02132 / 71034074 ; 0172 / 4020276 ; 02132 / 32506490 ; m.clarke@mail.xyz ; ja
126 ; Frau ; Dr. ; Ingrid ; Franke ; 19.8.1926 ; Pankokstr. 117 ; 14532 ; Stahnsdorf ; 03329 / 27899690 ; 0166 / 8969424 ; 03329 / 36047682 ; i.franke@mail.xyz ; ja
127 ; Herr ; Dr. ; Henrik ; Lau ; 8.4.1940 ; Am Dornbusch 12 ; 21033 ; Hamburg ; 040 / 82510715 ; 0169 / 2648355 ; 040 / 85394621 ; h.lau@mail.xyz ; ja
128 ; Frau ; Prof. ; Xenia ; Wächter ; 21.12.1985 ; Immelmannstr. 12 ; 37217 ; Witzenhausen ; 05542 / 34577740 ; 0175 / 2088619 ; 05542 / 93320678 ; xenia.waechter@mail.xyz ; ja
129 ; Herr ; Dr. ; Timm ; Kretzschmar ; 7.1.1966 ; Ripenhorst 46 ; 89168 ; Niederstotzingen ; 07325 / 80711680 ; 0172 / 7891426 ; 07325 / 68273782 ; timm.kretzschmar@mail.xyz ; ja
130 ; Herr ; Dr. ; Luis ; Mayr ; 22.12.1923 ; Am Nubbenberg 123 ; 96160 ; Geiselwind ; 09556 / 66701192 ; 0157 / 3741183 ; 09556 / 84733276 ; luis.mayr@mail.xyz ; ja
131 ; Herr ; Dr. ; Dominic ; Love ; 12.1.1980 ; Teutonenstr. 135 ; 66909 ; Nanzdietschweiler ; 06383 / 76242011 ; 0153 / 6519879 ; 06383 / 46488526 ; d.love@mail.xyz ; ja
132 ; Herr ; Prof. ; Peter ; Wilken ; 17.10.1972 ; Telemannstr. 34 ; 21271 ; Asendorf ; 04184 / 66316801 ; 0175 / 5829496 ; 04184 / 13995161 ; peter.wilken@mail.xyz ; ja
133 ; Frau ; Dr. ; Stina ; Häger ; 25.6.1964 ; Skagerrakstr. 50 ; 24594 ; Rade ; 04871 / 22867664 ; 0159 / 8857594 ; 04871 / 175599 ; stina.haeger@mail.xyz ; ja
134 ; Herr ; Dr. ; Keno ; Brehm ; 26.1.1933 ; Münsterstr. 122 ; 27245 ; Kirchdorf ; 04273 / 59167493 ; 0166 / 4140238 ; 04273 / 67189097 ; k.brehm@mail.xyz ; ja
135 ; Herr ; Prof. ; Tomas ; Hennings ; 25.12.1988 ; Deutz-Kalker Str. 186 ; 97717 ; Euerdorf ; 09704 / 37444386 ; 0155 / 4969269 ; 09704 / 88671029 ; tomas.hennings@mail.xyz ; ja
136 ; Herr ; Dr. ; Matthies ; Hensel ; 11.3.1988 ; Breslauer Str. 153 ; 49762 ; Lathen ; 05933 / 69759620 ; 0172 / 2253580 ; 05933 / 31448108 ; m.hensel@mail.xyz ; ja
137 ; Frau ; Prof. ; Jill ; Hagen ; 10.6.1936 ; Sentmaringer Weg 26 ; 54518 ; Hupperath ; 06571 / 74099753 ; 0171 / 2499019 ; 06571 / 1133093 ; jill.hagen@mail.xyz ; ja
138 ; Frau ; Dr. ; Sophia ; Wahl ; 7.3.1962 ; Schmittingheide 176 ; 03130 ; Spremberg ; 03563 / 77662670 ; 0173 / 2773663 ; 03563 / 42811956 ; sophia.wahl@mail.xyz ; ja
139 ; Herr ; Dr. ; Kevin ; Vaughn ; 15.8.1920 ; Augustastr. 79 ; 73116 ; Wäschenbeuren ; 07172 / 98348966 ; 0168 / 1104457 ; 07172 / 24708154 ; k.vaughn@mail.xyz ; ja
140 ; Herr ; Dr. ; Oliver ; Gerke ; 27.9.1934 ; Dortmunder Str. 177a ; 06556 ; Borxleben ; 03466 / 51239555 ; 0160 / 3652083 ; 03466 / 1030020 ; o.gerke@mail.xyz ; ja
141 ; Frau ; Dr. ; Yvonne ; Landwehr ; 11.6.1949 ; Magdalenenstr. 60 ; 36391 ; Sinntal ; 06664 / 42534625 ; 0162 / 4658510 ; 06664 / 42468102 ; yvonne.landwehr@mail.xyz ; ja
142 ; Frau ; Dr. ; Merle ; Radtke ; 12.2.1960 ; Elsa-Brändström-Weg 51 ; 44147 ; Dortmund ; 0231 / 16889402 ; 0177 / 5520350 ; 0231 / 29547020 ; m.radtke@mail.xyz ; ja
143 ; Frau ; Dr. ; Celine ; Junker ; 9.2.1995 ; Hüfferstr. 155 ; 82547 ; Eurasburg ; 08179 / 19363834 ; 0176 / 9979004 ; 08179 / 54501020 ; c.junker@mail.xyz ; ja
144 ; Herr ; Dr. ; Can ; Reber ; 8.1.1955 ; Schmeddingstr. 51 ; 87509 ; Immenstadt ; 08323 / 70396516 ; 0175 / 6676345 ; 08323 / 10812424 ; can.reber@mail.xyz ; ja
145 ; Frau ; Dr. ; Heidi ; Adams ; 5.8.1991 ; Fresnostr. 12 ; 25797 ; Neuenwisch ; 04839 / 78191677 ; 0159 / 1760944 ; 04839 / 55446599 ; h.adams@mail.xyz ; ja
146 ; Herr ; Prof. ; Michel ; Kremer ; 15.5.1941 ; Breslauer Str. 43 ; 84082 ; Laberweinting ; 08772 / 26160948 ; 0179 / 3735139 ; 08772 / 14426059 ; m.kremer@mail.xyz ; ja
147 ; Herr ; Prof. ; Collin ; Schäfers ; 26.8.1957 ; Morthorststr. 167 ; 24806 ; Lohe-Föhrden ; 04335 / 87253318 ; 0167 / 6495680 ; 04335 / 88845350 ; collin.schaefers@mail.xyz ; ja
148 ; Frau ; Prof. ; Nora ; Schäfers ; 25.1.1979 ; Röttgensweg 10 ; 74918 ; Angelbachtal ; 07265 / 33758593 ; 0150 / 9136018 ; 07265 / 77608966 ; n.schaefers@mail.xyz ; ja
149 ; Herr ; Dr. ; Philip ; Evans ; 25.1.1985 ; Wiedehagen 181 ; 23972 ; Schimm ; 03841 / 66625252 ; 0163 / 8239516 ; 03841 / 60707803 ; p.evans@mail.xyz ; ja
150 ; Herr ; Dr. ; Chris ; Förster ; 21.3.1920 ; Gottesweg 136 ; 23919 ; Berkenthin ; 04544 / 29553522 ; 0163 / 8651943 ; 04544 / 42621082 ; chris.foerster@mail.xyz ; ja
151 ; Frau ; Dr. ; Jette ; Sinn ; 21.3.1926 ; An den Weiden 182 ; 04808 ; Thallwitz ; 03425 / 2661162 ; 0175 / 1147649 ; 03425 / 73530295 ; jette.sinn@mail.xyz ; ja
152 ; Frau ; Dr. ; Theresa ; Ramsey ; 18.10.1974 ; Papenbusch 16 ; 19089 ; Crivitz ; 03863 / 25965224 ; 0176 / 5724432 ; 03863 / 47489943 ; t.ramsey@mail.xyz ; ja
153 ; Herr ; Dr. ; Hans ; Malone ; 19.4.1938 ; Speestr. - 31 ; 56729 ; Nitz ; 02692 / 4557273 ; 0165 / 2857696 ; 02692 / 96627598 ; hans.malone@mail.xyz ; ja
154 ; Herr ; Dr. ; Werner ; Kiessling ; 17.8.1957 ; Zum Guten Hirten 82a ; 21502 ; Geesthacht ; 04152 / 32258811 ; 0167 / 8112630 ; 04152 / 84773900 ; w.kiessling@mail.xyz ; ja
155 ; Herr ; Dr. ; Phil ; Zauner ; 18.1.1963 ; Eifelstr. 185a ; 56862 ; Pünderich ; 06542 / 84162047 ; 0155 / 3415542 ; 06542 / 44531647 ; phil.zauner@mail.xyz ; ja
156 ; Frau ; Dr. ; Jasmin ; Janson ; 24.2.1959 ; Norbertstr. 66 ; 59439 ; Holzwickede ; 02301 / 91684371 ; 0172 / 7416813 ; 02301 / 24860282 ; jasmin.janson@mail.xyz ; ja
157 ; Frau ; Dr. ; Sandra ; Teichmann ; 8.7.1988 ; Heroldstr. 98 ; 17235 ; Neustrelitz ; 03981 / 14583340 ; 0163 / 1450072 ; 03981 / 24026609 ; sandra.teichmann@mail.xyz ; ja
158 ; Herr ; Dr. ; Karsten ; Blank ; 20.5.1944 ; Sanddornweg 41 ; 21640 ; Nottensdorf ; 04163 / 21157533 ; 0154 / 3770566 ; 04163 / 32149023 ; karsten.blank@mail.xyz ; ja
159 ; Frau ; Dr. ; Fenja ; Pearson ; 20.4.1930 ; Rohrkampstr. 10 ; 06766 ; Wolfen ; 03494 / 5756748 ; 0158 / 6997243 ; 03494 / 62266503 ; fenja.pearson@mail.xyz ; ja
160 ; Herr ; Dr. ; Rudolph ; Seeber ; 7.10.1974 ; Zur Gräfte 136 ; 55278 ; Dalheim ; 06249 / 36334484 ; 0171 / 3811475 ; 06249 / 92985939 ; r.seeber@mail.xyz ; ja
161 ; Herr ; Dr. ; Matis ; Daniela ; 25.10.1993 ; Overbergstr. 164 ; 65551 ; Limburg an der Lahn ; 06431 / 42844386 ; 0175 / 6331767 ; 06431 / 47199076 ; matis.daniela@mail.xyz ; ja
162 ; Herr ; Dr. ; Clemens ; Häusler ; 26.5.1951 ; Am Oedingteich 63 ; 36286 ; Neuenstein ; 06677 / 45341774 ; 0177 / 6743693 ; 06677 / 38347947 ; clemens.haeusler@mail.xyz ; ja
163 ; Frau ; Dr. ; Pauline ; Black ; 2.5.1972 ; Am Ziegelofen 19 ; 24891 ; Struxdorf ; 04623 / 99912556 ; 0171 / 1743099 ; 04623 / 36679917 ; p.black@mail.xyz ; ja
164 ; Frau ; Dr. ; Celina ; Estrada ; 20.11.1995 ; Offerkämpe 87 ; 57234 ; Wilnsdorf ; 02739 / 78707824 ; 0160 / 5285120 ; 02739 / 9650319 ; c.estrada@mail.xyz ; ja
165 ; Herr ; Prof. ; Johannes ; Otte ; 27.10.1940 ; Norbertstr. 112 ; 35625 ; Hüttenberg ; 06403 / 44771044 ; 0159 / 6028950 ; 06403 / 58687607 ; johannes.otte@mail.xyz ; ja
166 ; Herr ; Dr. ; Henning ; Siems ; 8.12.1928 ; Hermann-Treff-Weg 32 ; 70176 ; Stuttgart ; 0711 / 2184236 ; 0158 / 1182013 ; 0711 / 40305289 ; henning.siems@mail.xyz ; ja
167 ; Herr ; Dr. ; Berndt ; Haynes ; 2.4.1940 ; Am Berler Kamp 133a ; 54316 ; Lampaden ; 06589 / 13102654 ; 0176 / 3386702 ; 06589 / 40355642 ; b.haynes@mail.xyz ; ja
168 ; Frau ; Dr. ; Julie ; Petermann ; 18.10.1970 ; Kempener Str. 199 ; 49844 ; Bawinkel ; 05963 / 62795150 ; 0160 / 3912456 ; 05963 / 46139757 ; j.petermann@mail.xyz ; ja
169 ; Herr ; Dr. ; Valentin ; Sievert ; 5.9.1996 ; Herdingstr. 47 ; 97348 ; Rödelsee ; 09323 / 55095106 ; 0158 / 1302906 ; 09323 / 9889678 ; v.sievert@mail.xyz ; ja
170 ; Herr ; Dr. ; Enrico ; Roberson ; 17.12.1955 ; Wörthstr. 186 ; 29348 ; Eschede ; 05142 / 46094244 ; 0177 / 6574916 ; 05142 / 90435879 ; e.roberson@mail.xyz ; ja
171 ; Frau ; Dr. ; Judith ; Haberkorn ; 7.9.1998 ; Florentine-Eichler-Str. 108 ; 70736 ; Fellbach ; 0711 / 94127452 ; 0164 / 6125802 ; 0711 / 24610004 ; j.haberkorn@mail.xyz ; ja
172 ; Herr ; Dr. ; Helmut ; Wright ; 24.11.1995 ; Paul-Engelhard-Weg 117 ; 25560 ; Schenefeld ; 04892 / 76278422 ; 0172 / 5155903 ; 04892 / 74573387 ; helmut.wright@mail.xyz ; ja
173 ; Herr ; Dr. ; Till ; Sonne ; 1.5.1977 ; Im Draum 36 ; 17217 ; Klein Lukow ; 03962 / 60990438 ; 0163 / 7012569 ; 03962 / 57937857 ; t.sonne@mail.xyz ; ja
174 ; Frau ; Dr. ; Stephanie ; Hinz ; 17.8.1966 ; Böttcherstr. 137 ; 83342 ; Tacherting ; 08621 / 99468233 ; 0153 / 9399596 ; 08621 / 54909021 ; s.hinz@mail.xyz ; ja
175 ; Herr ; Dr. ; Alexander ; Doppelpunkt ; 1.6.1992 ; Starweg 13 ; 25840 ; Friedrichstadt an der Eider ; 04881 / 54611611 ; 0167 / 6849041 ; 04881 / 66599532 ; alexander.doppelpunkt@mail.xyz ; ja
176 ; Herr ; Dr. ; Leandro ; Morton ; 1.5.1924 ; Grevener Str. 40 ; 87496 ; Untrasried ; 08372 / 19926448 ; 0163 / 3080183 ; 08372 / 39740228 ; leandro.morton@mail.xyz ; ja
177 ; Frau ; Dr. ; Karolina ; Herrman ; 19.1.1950 ; Kappenberger Damm 149 ; 56479 ; Homberg ; 02664 / 95972056 ; 0178 / 8989887 ; 02664 / 60831343 ; karolina.herrman@mail.xyz ; ja
178 ; Herr ; Dr. ; Robin ; Rentsch ; 10.3.1999 ; Ossenkampstiege 95 ; 54411 ; Rorodt ; 06504 / 90409620 ; 0150 / 8873649 ; 06504 / 68836646 ; robin.rentsch@mail.xyz ; ja
179 ; Herr ; Dr. ; Christoph ; Zach ; 17.3.1928 ; Dreizehnerstr. 32 ; 77977 ; Rust ; 07822 / 25760823 ; 0173 / 7671074 ; 07822 / 288316 ; christoph.zach@mail.xyz ; ja
180 ; Frau ; Dr. ; Jessika ; Ward ; 3.1.1964 ; Ostlandstr. 66 ; 26349 ; Jade ; 04454 / 65448518 ; 0158 / 7088076 ; 04454 / 88186462 ; j.ward@mail.xyz ; ja
181 ; Herr ; Dr. ; Mohammed ; Haller ; 19.11.1956 ; Dahlienweg 74a ; 24646 ; Warder ; 04329 / 39933335 ; 0175 / 5386759 ; 04329 / 33967895 ; m.haller@mail.xyz ; ja
182 ; Herr ; Dr. ; Karsten ; Wiegand ; 25.10.1962 ; Maximilianstr. 185 ; 83626 ; Valley ; 08024 / 51287519 ; 0161 / 6342753 ; 08024 / 80765999 ; karsten.wiegand@mail.xyz ; ja
183 ; Herr ; Dr. ; Carl ; Dekan ; 13.8.1969 ; Zum Burgschemm 129 ; 39106 ; Magdeburg ; 0391 / 89322796 ; 0161 / 1518078 ; 0391 / 34463648 ; carl.dekan@mail.xyz ; ja
184 ; Herr ; Dr. ; Leo ; Seibold ; 11.10.1982 ; Osthuesheide 109 ; 95445 ; Bayreuth ; 0921 / 62482164 ; 0154 / 4860616 ; 0921 / 26184563 ; leo.seibold@mail.xyz ; ja
185 ; Herr ; Dr. ; Noel ; Gerd ; 11.10.1967 ; Albachtener Str. 27 ; 55627 ; Martinstein ; 06754 / 12407953 ; 0152 / 7678598 ; 06754 / 55607135 ; noel.gerd@mail.xyz ; ja
186 ; Herr ; Dr. ; Cedric ; Rech ; 22.11.1952 ; Augustastr. 31 ; 56472 ; Dreisbach ; 02661 / 99534817 ; 0154 / 9031381 ; 02661 / 70198323 ; c.rech@mail.xyz ; ja
187 ; Frau ; Dr. ; Katharina ; Ortiz ; 28.12.1940 ; Langeworth 73a ; 90449 ; Nürnberg ; 0911 / 57153623 ; 0159 / 5012145 ; 0911 / 73644812 ; katharina.ortiz@mail.xyz ; ja
188 ; Herr ; Dr. ; Thies ; Bruder ; 5.7.1955 ; Hülsebrockstr. 170 ; 97785 ; Mittelsinn ; 09356 / 61614368 ; 0163 / 2314302 ; 09356 / 82117456 ; thies.bruder@mail.xyz ; ja
189 ; Frau ; Dr. ; Jessica ; Fritzsche ; 17.6.1920 ; Hahnenstr. 142 ; 55566 ; Rehbach ; 06751 / 99912630 ; 0164 / 9680531 ; 06751 / 57704093 ; j.fritzsche@mail.xyz ; ja
190 ; Frau ; Dr. ; Melina ; Zacharias ; 25.4.1959 ; Ulmenweg 55 ; 24358 ; Bistensee ; 04353 / 70379174 ; 0170 / 3594232 ; 04353 / 95111822 ; m.zacharias@mail.xyz ; ja
191 ; Herr ; Prof. ; Herbert ; Powers ; 3.3.1979 ; Agrippastr. 15 ; 94336 ; Windberg ; 09422 / 56209945 ; 0175 / 5010035 ; 09422 / 90140687 ; herbert.powers@mail.xyz ; ja
192 ; Herr ; Dr. ; Leonard ; Buck ; 7.10.1962 ; Kirchstr. 179 ; 54340 ; Ensch ; 06502 / 38052649 ; 0155 / 7084822 ; 06502 / 91076254 ; l.buck@mail.xyz ; ja
193 ; Herr ; Dr. ; Rasmus ; Teubner ; 18.12.1941 ; Am Ziegelofen 53 ; 14641 ; Nauen ; 03321 / 31958244 ; 0167 / 2811758 ; 03321 / 68243502 ; rasmus.teubner@mail.xyz ; ja
194 ; Herr ; Dr. ; Sven ; Ray ; 1.2.1929 ; Angelmodder Weg 37 ; 26935 ; Stadland ; 04732 / 70927905 ; 0157 / 8897343 ; 04732 / 26092 ; s.ray@mail.xyz ; ja
195 ; Herr ; Dr. ; Oskar ; Moreno ; 20.4.1921 ; Kappenberger Damm 152 ; 75305 ; Neuenbürg ; 07082 / 85124636 ; 0160 / 6516542 ; 07082 / 18560954 ; oskar.moreno@mail.xyz ; ja
196 ; Frau ; Dr. ; Krista ; Sabine ; 3.11.1978 ; Kösliner Str. 137 ; 26188 ; Edewecht ; 04405 / 18730952 ; 0171 / 8481851 ; 04405 / 79200356 ; krista.sabine@mail.xyz ; ja
197 ; Herr ; Prof. ; Matteo ; Albert ; 8.7.1931 ; Rinkerodeweg 119 ; 24358 ; Ascheffel ; 04353 / 46157602 ; 0159 / 2077192 ; 04353 / 28927713 ; m.albert@mail.xyz ; ja
198 ; Herr ; Dr. ; Walther ; Huber ; 14.5.1995 ; Straßburger Weg 46 ; 63741 ; Aschaffenburg ; 06021 / 26652455 ; 0166 / 7222477 ; 06021 / 85291620 ; walther.huber@mail.xyz ; ja
199 ; Frau ; Dr. ; Magdalena ; Eggers ; 12.8.1984 ; Kreuzstr. 107 ; 21720 ; Mittelnkirchen ; 04142 / 80005874 ; 0173 / 6966280 ; 04142 / 31436899 ; magdalena.eggers@mail.xyz ; ja
200 ; Frau ; Dr. ; Doris ; Reimers ; 18.4.1981 ; Zur Gräfte 66 ; 27578 ; Bremerhaven ; 0471 / 84454182 ; 0156 / 7510741 ; 0471 / 43983097 ; d.reimers@mail.xyz ; ja
201 ; Frau ; Dr. ; Waldtraut ; Franz ; 27.2.1923 ; Bohlweg 173 ; 29364 ; Langlingen ; 05082 / 82271209 ; 0178 / 2420682 ; 05082 / 47389004 ; w.franz@mail.xyz ; ja
202 ; Herr ; Prof. ; Karl ; Patrick ; 17.11.1944 ; Ulmenweg 200a ; 71093 ; Weil ; 07157 / 30631089 ; 0170 / 4361724 ; 07157 / 8351137 ; k.patrick@mail.xyz ; ja
203 ; Herr ; Dr. ; Claus ; Ulbrich ; 24.7.1929 ; Hofstr. 156 ; 54570 ; Bleckhausen ; 06592 / 48550174 ; 0160 / 3934035 ; 06592 / 11221502 ; claus.ulbrich@mail.xyz ; ja
204 ; Herr ; Prof. ; Daniel ; Reith ; 10.4.1968 ; Paul-Engelhard-Weg 82 ; 97506 ; Grafenrheinfeld ; 09723 / 51732456 ; 0152 / 2227085 ; 09723 / 70193287 ; daniel.reith@mail.xyz ; ja
205 ; Herr ; Dr. ; Jonas ; Mang ; 25.10.1944 ; Neusser Str. 7 ; 74597 ; Stimpfach ; 07967 / 94147196 ; 0177 / 5158223 ; 07967 / 19758984 ; j.mang@mail.xyz ; ja
206 ; Frau ; Dr. ; Vivienne ; Houston ; 17.7.2000 ; Westenkamp 105 ; 94078 ; Freyung ; 08551 / 37565563 ; 0178 / 3723295 ; 08551 / 86140058 ; v.houston@mail.xyz ; ja
207 ; Frau ; Dr. ; Svenja ; Wenzel ; 11.10.1981 ; Im Haubenfeld 27 ; 26529 ; Wirdum ; 04920 / 42279728 ; 0170 / 7464212 ; 04920 / 65065553 ; svenja.wenzel@mail.xyz ; ja
208 ; Frau ; Prof. ; Ute ; Baldauf ; 12.8.1943 ; Magdalenenstr. 198 ; 03205 ; Missen ; 03541 / 45623831 ; 0153 / 8238762 ; 03541 / 49654342 ; u.baldauf@mail.xyz ; ja
209 ; Herr ; Prof. ; Marlon ; Jennings ; 1.5.1976 ; Münsterstr. 120 ; 55776 ; Frauenberg ; 06787 / 51185288 ; 0154 / 5802137 ; 06787 / 72532608 ; marlon.jennings@mail.xyz ; ja
210 ; Herr ; Dr. ; Walter ; Sass ; 13.1.1984 ; Oberschlesier Str. 78 ; 65222 ; Taunusstein ; 06128 / 85747393 ; 0178 / 5777398 ; 06128 / 79458564 ; walter.sass@mail.xyz ; ja
211 ; Frau ; Dr. ; Margarethe ; Hackl ; 8.5.2000 ; Am Dornbusch 12 ; 99089 ; Erfurt ; 0361 / 67297782 ; 0161 / 7634707 ; 0361 / 4786595 ; margarethe.hackl@mail.xyz ; ja
212 ; Herr ; Prof. ; Claas ; Sanders ; 5.6.1957 ; Meesenstiege 174 ; 23827 ; Krems II ; 04559 / 280317 ; 0178 / 2442876 ; 04559 / 22941514 ; c.sanders@mail.xyz ; ja
213 ; Herr ; Prof. ; Phil ; Bartsch ; 12.1.1976 ; Jägerstr. A 200a ; 54614 ; Winringen ; 06551 / 39149525 ; 0152 / 1463755 ; 06551 / 36253026 ; phil.bartsch@mail.xyz ; ja
214 ; Herr ; Dr. ; Arne ; Bröcker ; 7.3.1971 ; Guntherstr. 22 ; 55758 ; Hellertshausen ; 06544 / 68284891 ; 0175 / 6725937 ; 06544 / 59583255 ; a.broecker@mail.xyz ; ja
215 ; Frau ; Dr. ; Marah ; Breitenbach ; 11.7.1940 ; Albachtener Str. 174 ; 01307 ; Dresden ; 0351 / 14605934 ; 0171 / 8921928 ; 0351 / 82723411 ; marah.breitenbach@mail.xyz ; ja
216 ; Frau ; Dr. ; Anouk ; Günter ; 16.9.1951 ; Handorfer Str. 199 ; 84326 ; Rimbach ; 08727 / 23797263 ; 0179 / 7090907 ; 08727 / 72533647 ; anouk.guenter@mail.xyz ; ja
217 ; Herr ; Prof. ; Claas ; Struck ; 15.1.1920 ; Havichhorster Mühle 185 ; 88427 ; Bad Schussenried ; 07583 / 16803138 ; 0179 / 9346419 ; 07583 / 41646826 ; c.struck@mail.xyz ; ja
218 ; Herr ; Dr. ; Jean ; Abels ; 4.1.1941 ; Norbertstr. 182 ; 66885 ; Bedesbach ; 06381 / 75322390 ; 0166 / 2244357 ; 06381 / 92107321 ; j.abels@mail.xyz ; ja
219 ; Frau ; Dr. ; Friederike ; Grube ; 3.5.1986 ; Weißenburgstr. 144 ; 27386 ; Brockel ; 04266 / 72413508 ; 0170 / 4739002 ; 04266 / 486932 ; friederike.grube@mail.xyz ; ja
220 ; Frau ; Dr. ; Herta ; Senioren ; 6.6.1934 ; Deutz-Kalker Str. 7 ; 76848 ; Lug ; 06392 / 67801246 ; 0173 / 9539052 ; 06392 / 36921434 ; herta.senioren@mail.xyz ; ja
221 ; Frau ; Dr. ; Annette ; Petersen ; 12.7.1985 ; Horstmarer Landweg 143 ; 30966 ; Hemmingen ; 0511 / 21003704 ; 0163 / 4194605 ; 0511 / 66007109 ; a.petersen@mail.xyz ; ja
222 ; Frau ; Dr. ; Kim ; Hecker ; 1.10.1959 ; Schmeddingstr. 25 ; 27624 ; Ringstedt ; 04708 / 87016268 ; 0171 / 8111182 ; 04708 / 83895404 ; k.hecker@mail.xyz ; ja
223 ; Frau ; Dr. ; Nadine ; Schwanke ; 2.3.1938 ; Am Pulverschuppen 15 ; 45403 ; Mülheim an der Ruhr ; 0208 / 60422690 ; 0172 / 1801477 ; 0208 / 62118157 ; n.schwanke@mail.xyz ; ja
224 ; Frau ; Prof. ; Mariella ; Eggert ; 28.9.1929 ; Gleueler Str. 117 ; 29472 ; Damnatz ; 05861 / 86205831 ; 0156 / 8586488 ; 05861 / 68462306 ; mariella.eggert@mail.xyz ; ja
225 ; Frau ; Dr. ; Edith ; Wedel ; 5.5.1951 ; Jägerstr. A 70 ; 21483 ; Basedow ; 04155 / 76815653 ; 0169 / 2718359 ; 04155 / 39649621 ; edith.wedel@mail.xyz ; ja
226 ; Frau ; Dr. ; Ilse ; Harms ; 25.3.1954 ; Dauvemühle 104 ; 97633 ; Sulzfeld ; 09761 / 59590131 ; 0169 / 6755319 ; 09761 / 4170747 ; i.harms@mail.xyz ; ja
227 ; Herr ; Dr. ; Frederik ; Krämer ; 3.2.1928 ; Kösliner Str. 177 ; 56856 ; Zell ; 06542 / 26391698 ; 0166 / 2040886 ; 06542 / 94480541 ; f.kraemer@mail.xyz ; ja
228 ; Herr ; Dr. ; Hans ; Fox ; 3.8.1966 ; Försterstr. 132 ; 79423 ; Heitersheim ; 07634 / 56673106 ; 0162 / 7446564 ; 07634 / 37914867 ; hans.fox@mail.xyz ; ja
229 ; Herr ; Dr. ; Michel ; Seliger ; 23.6.1943 ; Marderweg 56 ; 86941 ; Sankt Ottilien ; 08193 / 5496664 ; 0156 / 1017430 ; 08193 / 78375097 ; michel.seliger@mail.xyz ; ja
230 ; Herr ; Prof. ; Detlef ; Strauch ; 22.4.1929 ; Landoisstr. 63 ; 24582 ; Bordesholm ; 04322 / 33346155 ; 0178 / 3860358 ; 04322 / 45533406 ; d.strauch@mail.xyz ; ja
231 ; Herr ; Dr. ; Klemens ; Higgins ; 17.8.1973 ; Dreizehnerstr. 15 ; 95119 ; Naila ; 09282 / 94722459 ; 0166 / 4249503 ; 09282 / 54634421 ; k.higgins@mail.xyz ; ja
232 ; Herr ; Dr. ; Niclas ; Fahl ; 21.5.1960 ; Handorfer Str. 84 ; 92260 ; Ammerthal ; 09628 / 60788344 ; 0166 / 2228707 ; 09628 / 62683846 ; niclas.fahl@mail.xyz ; ja
233 ; Herr ; Dr. ; Dirk ; Schilling ; 28.3.1928 ; Von-der-Tinnen-Str. 124 ; 23896 ; Ritzerau ; 04543 / 22966985 ; 0165 / 9232331 ; 04543 / 67840249 ; dirk.schilling@mail.xyz ; ja
234 ; Herr ; Dr. ; Jeremie ; Zinke ; 8.8.1946 ; Havichhorster Mühle 25 ; 04838 ; Zschepplin ; 03423 / 27036580 ; 0154 / 2194778 ; 03423 / 25466037 ; jeremie.zinke@mail.xyz ; ja
235 ; Herr ; Prof. ; Theo ; Butz ; 25.11.1987 ; Hofstr. 47 ; 75385 ; Bad Teinach-Zavelstein ; 07053 / 83061151 ; 0169 / 1519802 ; 07053 / 3200098 ; t.butz@mail.xyz ; ja
