Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
118 ; Herr ; Prof. ; Christoph ; Daniela ; 27.3.1968 ; Skagerrakstr. 173 ; 24256 ; Schlesen ; 04303 / 64352862 ; 0158 / 2182799 ; 04303 / 99873015 ; christoph.daniela@mail.xyz ; ja
119 ; Frau ; Prof. ; Kaya ; Sigl ; 8.4.1958 ; Kröver Str. 120 ; 74722 ; Buchen ; 06281 / 52653289 ; 0162 / 8852695 ; 06281 / 68777556 ; kaya.sigl@mail.xyz ; ja
120 ; Frau ; Dr. ; Carin ; Warnecke ; 12.6.1980 ; Alte Apotheke 156 ; 72581 ; Dettingen an der Erms ; 07123 / 65912813 ; 0159 / 1917816 ; 07123 / 20018006 ; carin.warnecke@mail.xyz ; ja
121 ; Herr ; Dr. ; André ; Harrison ; 2.10.1973 ; Liboristr. 11a ; 49751 ; Sögel ; 05952 / 21551859 ; 0162 / 9310239 ; 05952 / 42516876 ; a.harrison@mail.xyz ; ja
122 ; Frau ; Dr. ; Hildegard ; Sanders ; 26.8.1999 ; Scheibenstr. 39 ; 55743 ; Kirschweiler ; 06785 / 52721140 ; 0155 / 6502538 ; 06785 / 33067882 ; hildegard.sanders@mail.xyz ; ja
123 ; Herr ; Dr. ; Antonio ; Zinn ; 5.3.1970 ; Am Brook 69 ; 23827 ; Wensin ; 04559 / 5270942 ; 0165 / 1370319 ; 04559 / 25487137 ; antonio.zinn@mail.xyz ; ja
124 ; Frau ; Prof. ; Angelika ; Mosch ; 22.11.1921 ; Olpener Str. 123 ; 88422 ; Moosburg ; 07582 / 60311510 ; 0156 / 6158184 ; 07582 / 60303106 ; angelika.mosch@mail.xyz ; ja
125 ; Herr ; Dr. ; Ole ; Hillen ; 18.10.1927 ; Goebenstr. 199 ; 55596 ; Schloßböckelheim ; 0671 / 27601114 ; 0152 / 7916154 ; 0671 / 88986608 ; o.hillen@mail.xyz ; ja
126 ; Herr ; Prof. ; Hermann ; Lynch ; 23.3.1977 ; Gremmendorfer Weg 172 ; 44793 ; Bochum ; 0234 / 15093210 ; 0165 / 5837229 ; 0234 / 86081776 ; hermann.lynch@mail.xyz ; ja
127 ; Herr ; Prof. ; David ; Fiedler ; 21.12.1970 ; Angelstr. 184 ; 38547 ; Calberlah ; 05374 / 61885681 ; 0157 / 6876699 ; 05374 / 47578340 ; david.fiedler@mail.xyz ; ja
128 ; Frau ; Dr. ; Ronja ; Martini ; 10.11.1986 ; Schwalbenweg 135 ; 24107 ; Kiel ; 0431 / 9130648 ; 0157 / 8009143 ; 0431 / 24092507 ; r.martini@mail.xyz ; ja
129 ; Frau ; Dr. ; Christine ; Ballmann ; 17.10.1932 ; Buldernweg 164 ; 53547 ; Roßbach ; 02638 / 16993959 ; 0151 / 2471854 ; 02638 / 8911539 ; c.ballmann@mail.xyz ; ja
130 ; Herr ; Dr. ; Carlo ; Provinzial ; 9.4.1937 ; Sophienstr. 30 ; 24994 ; Weesby ; 04639 / 93133689 ; 0164 / 2785360 ; 04639 / 87511232 ; c.provinzial@mail.xyz ; ja
131 ; Frau ; Dr. ; Eva ; Patzelt ; 2.5.1921 ; Dahlweg 84 ; 92260 ; Ammerthal ; 09628 / 67642190 ; 0159 / 9835195 ; 09628 / 52284151 ; e.patzelt@mail.xyz ; ja
132 ; Herr ; Dr. ; Frederic ; Moll ; 11.7.1944 ; Zur Wiese 153 ; 54421 ; Hinzert-Pölert ; 06586 / 86545282 ; 0170 / 1918490 ; 06586 / 61746655 ; frederic.moll@mail.xyz ; ja
133 ; Frau ; Prof. ; Sophia ; Hauke ; 22.11.1961 ; Wormser Str. 66 ; 03238 ; Münchhausen ; 03531 / 96566980 ; 0158 / 1870046 ; 03531 / 17008133 ; s.hauke@mail.xyz ; ja
134 ; Frau ; Prof. ; Anne ; Metz ; 25.6.1976 ; Am Dornbusch 194 ; 97244 ; Bütthard ; 09336 / 99436599 ; 0178 / 8897997 ; 09336 / 85442701 ; a.metz@mail.xyz ; ja
135 ; Frau ; Dr. ; Anke ; Bartels ; 8.2.1935 ; Klinkkampweg 113 ; 27432 ; Alfstedt ; 04765 / 94839350 ; 0156 / 7010705 ; 04765 / 30344916 ; a.bartels@mail.xyz ; ja
136 ; Herr ; Dr. ; Heinrich ; Puls ; 23.6.1972 ; Holunderweg 193 ; 26931 ; Elsfleth ; 04404 / 74391626 ; 0172 / 4250134 ; 04404 / 56106541 ; heinrich.puls@mail.xyz ; ja
137 ; Frau ; Dr. ; Philine ; Padilla ; 24.9.1954 ; Hüfferstr. 3a ; 47647 ; Kerken ; 02833 / 92548026 ; 0159 / 6677031 ; 02833 / 73783938 ; philine.padilla@mail.xyz ; ja
138 ; Frau ; Dr. ; Sylvia ; Henrichs ; 20.12.1937 ; Catharina-Müller-Str. 159 ; 23847 ; Stubben ; 04536 / 73716250 ; 0179 / 3237580 ; 04536 / 82055597 ; s.henrichs@mail.xyz ; ja
139 ; Herr ; Dr. ; Marten ; Nestler ; 14.3.1951 ; Nauheimer Str. 135 ; 97528 ; Sulzdorf an der Lederhecke ; 09763 / 62821806 ; 0150 / 9557995 ; 09763 / 75872316 ; m.nestler@mail.xyz ; ja
140 ; Herr ; Dr. ; Hans ; Wegener ; 22.12.1931 ; Dreizehnerstr. 171 ; 55481 ; Womrath ; 06763 / 53263756 ; 0178 / 3359063 ; 06763 / 59657294 ; hans.wegener@mail.xyz ; ja
141 ; Herr ; Dr. ; Norbert ; Süss ; 27.5.1963 ; Zur Wiese 119 ; 66916 ; Breitenbach ; 06386 / 1805718 ; 0157 / 1113692 ; 06386 / 51932800 ; norbert.suess@mail.xyz ; ja
142 ; Frau ; Dr. ; Leona ; Quandt ; 23.11.1945 ; Magdalenenstr. 5 ; 56332 ; Dieblich ; 02607 / 46272639 ; 0154 / 8449164 ; 02607 / 93349295 ; leona.quandt@mail.xyz ; ja
143 ; Herr ; Prof. ; Nicholas ; Kappel ; 6.5.1962 ; Grevener Str. 144 ; 86865 ; Markt Wald ; 08262 / 44006638 ; 0156 / 1564254 ; 08262 / 13219043 ; nicholas.kappel@mail.xyz ; ja
144 ; Frau ; Dr. ; Jennifer ; Schmuck ; 4.8.1968 ; Mecklenbecker Str. 147 ; 36167 ; Nüsttal ; 06684 / 3543018 ; 0171 / 5527600 ; 06684 / 76028332 ; j.schmuck@mail.xyz ; ja
145 ; Frau ; Dr. ; Pauline ; Kauer ; 5.1.1930 ; Unter Kahlenhausen 92 ; 55291 ; Saulheim ; 06732 / 94921868 ; 0167 / 8660427 ; 06732 / 8501933 ; p.kauer@mail.xyz ; ja
146 ; Frau ; Dr. ; Meike ; Reinsch ; 17.10.1922 ; Werseblick 170 ; 86911 ; Dießen am Ammersee ; 08807 / 12810790 ; 0157 / 8489195 ; 08807 / 28129398 ; meike.reinsch@mail.xyz ; ja
147 ; Frau ; Prof. ; Cathrin ; Wichmann ; 4.3.1982 ; Wiedehagen 43 ; 95365 ; Rugendorf ; 09223 / 84432572 ; 0170 / 5062185 ; 09223 / 7061184 ; cathrin.wichmann@mail.xyz ; ja
148 ; Frau ; Dr. ; Katrin ; Schönfeld ; 15.4.1937 ; Werkstattstr. 101 ; 56322 ; Spay ; 02628 / 36816670 ; 0153 / 3059290 ; 02628 / 54618260 ; katrin.schoenfeld@mail.xyz ; ja
149 ; Frau ; Dr. ; Lyn ; Merz ; 13.3.1931 ; Hoove 1 ; 54316 ; Franzenheim ; 0651 / 66208335 ; 0162 / 5477984 ; 0651 / 41277052 ; lyn.merz@mail.xyz ; ja
150 ; Herr ; Dr. ; Nicholas ; Gaus ; 10.8.1969 ; Lassallestr. 16 ; 87742 ; Apfeltrach ; 08267 / 51431481 ; 0160 / 3577330 ; 08267 / 91323457 ; n.gaus@mail.xyz ; ja
151 ; Frau ; Dr. ; Tanja ; Ebner ; 24.6.1992 ; Ripenhorst 28 ; 55758 ; Asbach ; 06544 / 23275442 ; 0176 / 6561814 ; 06544 / 51431537 ; tanja.ebner@mail.xyz ; ja
152 ; Frau ; Dr. ; Aileen ; Ralf ; 18.5.1928 ; Ripenhorst 126a ; 55471 ; Fronhofen ; 06761 / 76990399 ; 0177 / 2262504 ; 06761 / 52287219 ; a.ralf@mail.xyz ; ja
153 ; Herr ; Dr. ; Clemens ; Geiss ; 14.4.1970 ; Simon-Meister-Str. 68 ; 21529 ; Kröppelshagen-Fahrendorf ; 04104 / 9793395 ; 0177 / 7360322 ; 04104 / 88555735 ; c.geiss@mail.xyz ; ja
154 ; Frau ; Dr. ; Ulrike ; Kugler ; 22.2.1941 ; Hahnenstr. 9 ; 25938 ; Süderende auf Föhr ; 04681 / 50107763 ; 0177 / 1887326 ; 04681 / 36063711 ; ulrike.kugler@mail.xyz ; ja
155 ; Frau ; Dr. ; Sonja ; Kaden ; 5.1.1965 ; Zülpicher Str. 186 ; 24149 ; Kiel ; 0431 / 900483 ; 0162 / 4207339 ; 0431 / 74442639 ; s.kaden@mail.xyz ; ja
156 ; Herr ; Dr. ; Lennox ; Patton ; 28.5.1992 ; Willingrott 147 ; 06618 ; Görschen ; 03445 / 83018628 ; 0158 / 3855470 ; 03445 / 80999381 ; l.patton@mail.xyz ; ja
157 ; Frau ; Prof. ; Saskia ; Manske ; 7.10.1923 ; Hofstr. 172 ; 67136 ; Fußgönheim ; 06237 / 67691247 ; 0178 / 1864634 ; 06237 / 20846790 ; saskia.manske@mail.xyz ; ja
158 ; Herr ; Dr. ; Detlev ; Gabriel ; 5.10.1983 ; Piusstr. 146 ; 79683 ; Bürchau ; 07629 / 61718929 ; 0168 / 8143273 ; 07629 / 54639142 ; detlev.gabriel@mail.xyz ; ja
159 ; Frau ; Dr. ; Beate ; Land ; 12.5.1959 ; Arnheimweg 24 ; 89616 ; Rottenacker ; 07393 / 51205892 ; 0178 / 7597083 ; 07393 / 88374815 ; beate.land@mail.xyz ; ja
160 ; Frau ; Dr. ; Karoline ; Mendez ; 22.4.1986 ; Altenhofer Weg 161 ; 86929 ; Penzing ; 08191 / 97418897 ; 0166 / 3488447 ; 08191 / 40068580 ; karoline.mendez@mail.xyz ; ja
161 ; Frau ; Dr. ; Lotta ; Neumann ; 7.12.1927 ; Goldregenweg 57 ; 41189 ; Mönchengladbach ; 02161 / 13737232 ; 0160 / 4413881 ; 02161 / 70251167 ; lotta.neumann@mail.xyz ; ja
162 ; Herr ; Dr. ; Klemens ; Nagl ; 16.6.1926 ; Ostmarkstr. 56 ; 24238 ; Martensrade ; 04384 / 91835454 ; 0161 / 7061083 ; 04384 / 28086693 ; klemens.nagl@mail.xyz ; ja
163 ; Herr ; Prof. ; Kian ; Bruckner ; 16.3.1963 ; Neusser Str. 130 ; 88167 ; Grünenbach ; 08383 / 60569963 ; 0160 / 4925030 ; 08383 / 36306928 ; k.bruckner@mail.xyz ; ja
164 ; Frau ; Dr. ; Hildegard ; Zoeller ; 18.2.1994 ; Langeworth 74 ; 65344 ; Eltville am Rhein ; 06123 / 19417305 ; 0169 / 5062871 ; 06123 / 2660830 ; h.zoeller@mail.xyz ; ja
165 ; Herr ; Dr. ; Noah ; Ganter ; 28.12.1984 ; Starweg 175 ; 54636 ; Niederweiler ; 06561 / 32963090 ; 0167 / 2200091 ; 06561 / 77239529 ; n.ganter@mail.xyz ; ja
166 ; Frau ; Prof. ; Beate ; Janson ; 13.3.1952 ; Weserstr. 22 ; 93177 ; Altenthann ; 09408 / 88725337 ; 0166 / 2269660 ; 09408 / 12926831 ; b.janson@mail.xyz ; ja
167 ; Frau ; Dr. ; Antje ; Floyd ; 15.6.1956 ; Am Nubbenberg 148 ; 88677 ; Markdorf ; 07544 / 17296858 ; 0176 / 3645485 ; 07544 / 11026974 ; antje.floyd@mail.xyz ; ja
168 ; Herr ; Prof. ; Mirko ; Willis ; 8.1.1925 ; Südstr. 88 ; 83471 ; Schönau am Königssee ; 08652 / 5107687 ; 0157 / 5045585 ; 08652 / 5666012 ; m.willis@mail.xyz ; ja
169 ; Frau ; Dr. ; Marlies ; Gräf ; 9.7.1956 ; Wollinstr. 3 ; 17217 ; Puchow ; 03962 / 59117489 ; 0177 / 3393494 ; 03962 / 79653431 ; marlies.graef@mail.xyz ; ja
170 ; Frau ; Prof. ; Klaudia ; Exner ; 2.8.1941 ; Herdingstr. 74 ; 17217 ; Penzlin ; 03962 / 20913802 ; 0164 / 9421535 ; 03962 / 4061889 ; k.exner@mail.xyz ; ja
171 ; Herr ; Dr. ; Mika ; Kim ; 22.4.1988 ; Uhuweg 118a ; 66130 ; Saarbrücken ; 0681 / 49940044 ; 0159 / 2554034 ; 0681 / 7520780 ; mika.kim@mail.xyz ; ja
172 ; Herr ; Dr. ; Karl ; Fields ; 10.9.1996 ; Paul-Engelhard-Weg 196 ; 55270 ; Zornheim ; 06136 / 258115 ; 0177 / 6288726 ; 06136 / 37193984 ; k.fields@mail.xyz ; ja
173 ; Frau ; Dr. ; Caja ; Heinrichs ; 20.5.1973 ; Morthorststr. 119 ; 63607 ; Wächtersbach ; 06053 / 93779875 ; 0165 / 7906548 ; 06053 / 58008710 ; caja.heinrichs@mail.xyz ; ja
174 ; Herr ; Prof. ; Yannick ; Gerken ; 23.5.1991 ; Weißenburgstr. 196 ; 24860 ; Klappholz ; 04623 / 85042145 ; 0163 / 4773746 ; 04623 / 90185804 ; y.gerken@mail.xyz ; ja
175 ; Herr ; Dr. ; Timon ; Muller ; 20.2.2000 ; Rohrkampstr. 31 ; 73450 ; Neresheim ; 07326 / 83782552 ; 0173 / 9894177 ; 07326 / 20139068 ; t.muller@mail.xyz ; ja
176 ; Herr ; Dr. ; Conner ; Langner ; 10.11.1972 ; Angelmodder Weg 101 ; 56459 ; Girkenroth ; 02663 / 74571447 ; 0176 / 5016026 ; 02663 / 2089540 ; c.langner@mail.xyz ; ja
177 ; Herr ; Dr. ; Magnus ; Warneke ; 9.3.1993 ; Röttgensweg 172 ; 83530 ; Schnaitsee ; 08074 / 37568899 ; 0177 / 9220682 ; 08074 / 74115948 ; magnus.warneke@mail.xyz ; ja
178 ; Frau ; Dr. ; Jana ; Oberländer ; 18.11.1945 ; Innsbruckweg 144 ; 24211 ; Pohnsdorf ; 04342 / 40907907 ; 0178 / 5316486 ; 04342 / 59893798 ; j.oberlaender@mail.xyz ; ja
179 ; Herr ; Dr. ; Sascha ; Schwarzbach ; 7.8.1989 ; Soester Str. 96 ; 37269 ; Eschwege ; 05651 / 84190002 ; 0157 / 9684230 ; 05651 / 16904372 ; sascha.schwarzbach@mail.xyz ; ja
180 ; Frau ; Dr. ; Hanna ; Jackson ; 23.12.1993 ; Tondernstr. 55 ; 97478 ; Knetzgau ; 09527 / 90658918 ; 0154 / 3219976 ; 09527 / 80879137 ; hanna.jackson@mail.xyz ; ja
181 ; Frau ; Dr. ; Helga ; Zacher ; 13.9.1969 ; Rosenplatz 168 ; 38170 ; Winnigstedt ; 05332 / 85239666 ; 0166 / 1599618 ; 05332 / 42459723 ; helga.zacher@mail.xyz ; ja
182 ; Herr ; Dr. ; Laurin ; Schweitzer ; 11.5.1921 ; Landoisstr. 113 ; 35768 ; Siegbach ; 02778 / 74467129 ; 0179 / 7128787 ; 02778 / 8503279 ; l.schweitzer@mail.xyz ; ja
183 ; Herr ; Prof. ; Samuel ; Bachmann ; 20.3.1957 ; Flaßkuhl 180 ; 31707 ; Bad Eilsen ; 05722 / 84339165 ; 0161 / 7027907 ; 05722 / 20767880 ; samuel.bachmann@mail.xyz ; ja
184 ; Herr ; Dr. ; Max ; Söllner ; 6.12.1980 ; Merheimer Str. 112 ; 24980 ; Meyn ; 04639 / 97457776 ; 0176 / 1770739 ; 04639 / 74936987 ; m.soellner@mail.xyz ; ja
185 ; Herr ; Dr. ; Laurenz ; Ferber ; 12.10.1931 ; Erpeler Str. 198 ; 12051 ; Berlin - Neukölln ; 030 / 60312777 ; 0165 / 3041731 ; 030 / 53745574 ; laurenz.ferber@mail.xyz ; ja
186 ; Frau ; Dr. ; Pia ; Herbst ; 24.4.1969 ; Hogenbergstr. 181 ; 84553 ; Halsbach ; 08623 / 91407254 ; 0172 / 7824693 ; 08623 / 56325597 ; pia.herbst@mail.xyz ; ja
187 ; Frau ; Dr. ; Magdalena ; Pierce ; 22.2.1978 ; Theodor-Heuss-Ring 2 ; 57627 ; Heuzert ; 02662 / 92159064 ; 0167 / 7573433 ; 02662 / 4876111 ; m.pierce@mail.xyz ; ja
188 ; Frau ; Dr. ; Viktoria ; Stadler ; 19.9.1940 ; Sanddornweg 23 ; 97959 ; Assamstadt ; 06294 / 90797683 ; 0150 / 4408216 ; 06294 / 89179863 ; viktoria.stadler@mail.xyz ; ja
189 ; Herr ; Prof. ; Elias ; Muller ; 28.12.1942 ; Norbertstr. 115 ; 66996 ; Schönau ; 06391 / 88284402 ; 0178 / 5781851 ; 06391 / 99358807 ; elias.muller@mail.xyz ; ja
190 ; Herr ; Prof. ; Günter ; Hager ; 2.12.1939 ; Uhuweg 66 ; 03205 ; Bronkow ; 03541 / 89743581 ; 0165 / 6546186 ; 03541 / 61108784 ; g.hager@mail.xyz ; ja
191 ; Herr ; Prof. ; Oliver ; Reimers ; 19.2.1999 ; Jakobusstr. 50 ; 16248 ; Niederfinow ; 03334 / 79032660 ; 0167 / 3288932 ; 03334 / 84055390 ; o.reimers@mail.xyz ; ja
192 ; Frau ; Dr. ; Klaudia ; Kaufmann ; 18.11.1970 ; Bohlweg 49 ; 55452 ; Dorsheim ; 06721 / 77561829 ; 0168 / 2980503 ; 06721 / 24365836 ; klaudia.kaufmann@mail.xyz ; ja
193 ; Herr ; Dr. ; Bennett ; Gläser ; 16.7.1939 ; Försterstr. 84 ; 17192 ; Kargow ; 03991 / 42651583 ; 0164 / 6854617 ; 03991 / 8165511 ; b.glaeser@mail.xyz ; ja
194 ; Frau ; Dr. ; Ida ; Ehlert ; 21.10.1924 ; Enschedeweg 56 ; 53567 ; Buchholz ; 02683 / 90164059 ; 0178 / 3523926 ; 02683 / 6446509 ; ida.ehlert@mail.xyz ; ja
195 ; Herr ; Dr. ; Henrik ; Höfer ; 24.12.1972 ; Breul 150 ; 49586 ; Neuenkirchen ; 05466 / 35811327 ; 0164 / 4813251 ; 05466 / 17361906 ; h.hoefer@mail.xyz ; ja
196 ; Herr ; Dr. ; Piet ; Bürger ; 9.5.1938 ; Wollinstr. 34 ; 25572 ; Büttel ; 04823 / 7311814 ; 0156 / 3966094 ; 04823 / 84407538 ; p.buerger@mail.xyz ; ja
197 ; Frau ; Dr. ; Marina ; Carstensen ; 11.9.1962 ; Jakobusstr. 84 ; 55568 ; Abtweiler ; 06753 / 3860705 ; 0171 / 7178276 ; 06753 / 29931932 ; marina.carstensen@mail.xyz ; ja
198 ; Herr ; Dr. ; Christopher ; Dennis ; 16.12.1921 ; Werkstattstr. 110 ; 50389 ; Wesseling ; 02236 / 2804339 ; 0156 / 2239833 ; 02236 / 53836840 ; christopher.dennis@mail.xyz ; ja
199 ; Frau ; Dr. ; Elisabeth ; Stevenson ; 23.4.1960 ; Schubertstr. 77 ; 12101 ; Berlin ; 030 / 55932639 ; 0150 / 5276782 ; 030 / 94757514 ; e.stevenson@mail.xyz ; ja
200 ; Herr ; Dr. ; Niels ; Petzold ; 28.8.1992 ; Skagerrakstr. 65 ; 48691 ; Vreden ; 02564 / 82733616 ; 0165 / 7322782 ; 02564 / 55012547 ; n.petzold@mail.xyz ; ja
201 ; Herr ; Dr. ; Niko ; Bott ; 26.9.1989 ; Carossastr. 39 ; 56412 ; Stahlhofen ; 02602 / 3964370 ; 0152 / 8909047 ; 02602 / 20002897 ; n.bott@mail.xyz ; ja
202 ; Frau ; Dr. ; Mandy ; Hennig ; 10.6.1990 ; Dreizehnerstr. 80a ; 24358 ; Ascheffel ; 04353 / 102027 ; 0175 / 7006610 ; 04353 / 87070200 ; m.hennig@mail.xyz ; ja
203 ; Herr ; Prof. ; Wilhelm ; Jonas ; 25.4.1958 ; Piusallee 196 ; 87700 ; Memmingen ; 08331 / 1101964 ; 0167 / 6595338 ; 08331 / 19476665 ; wilhelm.jonas@mail.xyz ; ja
204 ; Herr ; Prof. ; Leander ; Büttner ; 9.1.1944 ; Deutz-Kalker Str. 56 ; 22844 ; Norderstedt ; 040 / 88996845 ; 0152 / 8923797 ; 040 / 77647383 ; leander.buettner@mail.xyz ; ja
205 ; Herr ; Prof. ; Theo ; Lange ; 21.2.2000 ; Mondstr. 84 ; 31061 ; Alfeld ; 05181 / 42486188 ; 0168 / 7533639 ; 05181 / 64794781 ; t.lange@mail.xyz ; ja
206 ; Herr ; Dr. ; Lars ; Ulrich ; 8.7.1967 ; Soetenkamp 158 ; 53844 ; Troisdorf ; 02241 / 36711385 ; 0175 / 1217620 ; 02241 / 8475051 ; lars.ulrich@mail.xyz ; ja
207 ; Frau ; Dr. ; Svenja ; Döring ; 10.7.1975 ; Schiffahrter Damm 17 ; 57612 ; Obererbach ; 02681 / 9939743 ; 0165 / 1249432 ; 02681 / 99180837 ; s.doering@mail.xyz ; ja
208 ; Frau ; Dr. ; Sigrid ; Hertlein ; 3.3.1935 ; Von-der-Tinnen-Str. 124 ; 23896 ; Panten ; 04543 / 20282515 ; 0164 / 7264755 ; 04543 / 32208155 ; s.hertlein@mail.xyz ; ja
209 ; Herr ; Prof. ; Lars ; Obermaier ; 17.9.1930 ; Starweg 149 ; 56761 ; Kaifenheim ; 02653 / 43244803 ; 0172 / 2290361 ; 02653 / 42940561 ; lars.obermaier@mail.xyz ; ja
210 ; Frau ; Dr. ; Luise ; Seyfert ; 4.6.1978 ; Albachtener Str. 41 ; 75177 ; Pforzheim ; 07231 / 84479918 ; 0160 / 9136881 ; 07231 / 58405102 ; luise.seyfert@mail.xyz ; ja
211 ; Herr ; Dr. ; Jannick ; Kemmer ; 24.7.1981 ; Oberschlesier Str. 56 ; 72829 ; Engstingen ; 07129 / 30446543 ; 0151 / 6228523 ; 07129 / 17770855 ; jannick.kemmer@mail.xyz ; ja
212 ; Herr ; Dr. ; Reinhard ; Herter ; 26.3.1941 ; Zur Gräfte 116a ; 45468 ; Mülheim an der Ruhr ; 0208 / 78302162 ; 0174 / 2328853 ; 0208 / 56981358 ; reinhard.herter@mail.xyz ; ja
213 ; Frau ; Dr. ; Rita ; Becker ; 19.11.1936 ; Meinertzstr. 89 ; 36115 ; Hilders ; 06681 / 43057405 ; 0154 / 7543128 ; 06681 / 3588040 ; r.becker@mail.xyz ; ja
214 ; Herr ; Dr. ; Otto ; Hammond ; 16.5.1975 ; Dortmunder Str. 52 ; 24980 ; Meyn ; 04639 / 50352031 ; 0169 / 2695713 ; 04639 / 24522350 ; otto.hammond@mail.xyz ; ja
215 ; Herr ; Dr. ; Elias ; Marquardt ; 2.8.1968 ; Kochwiesenstr. 194 ; 78739 ; Hardt ; 07422 / 17110761 ; 0153 / 1194455 ; 07422 / 74020642 ; elias.marquardt@mail.xyz ; ja
216 ; Frau ; Dr. ; Rosa ; Hass ; 4.9.1925 ; Bohlweg 157 ; 38165 ; Lehre ; 05308 / 86169386 ; 0151 / 8278859 ; 05308 / 16873474 ; r.hass@mail.xyz ; ja
217 ; Herr ; Dr. ; Ulrich ; Krömer ; 19.9.1921 ; Buldernweg 183 ; 63589 ; Linsengericht ; 06051 / 43501686 ; 0161 / 8640825 ; 06051 / 47198679 ; ulrich.kroemer@mail.xyz ; ja
218 ; Frau ; Dr. ; Greta ; Reitmeier ; 28.2.1961 ; Alte Apotheke 114 ; 71131 ; Oberjettingen ; 07452 / 671802 ; 0162 / 9786967 ; 07452 / 28448339 ; greta.reitmeier@mail.xyz ; ja
219 ; Frau ; Prof. ; Elisabeth ; Breu ; 27.11.1991 ; Erpeler Str. 83 ; 73432 ; Aalen ; 07361 / 70437611 ; 0169 / 1099083 ; 07361 / 83713886 ; elisabeth.breu@mail.xyz ; ja
220 ; Frau ; Dr. ; Christina ; Naujoks ; 9.11.1993 ; Hensenstr. 131 ; 08056 ; Zwickau ; 0375 / 27350734 ; 0179 / 8241033 ; 0375 / 79423847 ; c.naujoks@mail.xyz ; ja
221 ; Herr ; Dr. ; Jonas ; Haake ; 9.8.1945 ; Ringelnatzstr. 181 ; 75334 ; Straubenhardt ; 07082 / 87664723 ; 0175 / 1095204 ; 07082 / 11505491 ; j.haake@mail.xyz ; ja
222 ; Herr ; Dr. ; Dennis ; Zenker ; 27.3.1941 ; Baumberger Str. 149 ; 99986 ; Oppershausen ; 03601 / 3335859 ; 0155 / 9370072 ; 03601 / 20098282 ; dennis.zenker@mail.xyz ; ja
223 ; Herr ; Dr. ; Otto ; Eberspächer ; 19.5.1946 ; Hermann-Treff-Weg 121 ; 21483 ; Gülzow ; 04151 / 28566171 ; 0163 / 8627536 ; 04151 / 64787303 ; otto.eberspaecher@mail.xyz ; ja
224 ; Herr ; Prof. ; Leander ; Kummer ; 16.7.1994 ; Herdingstr. 164 ; 34289 ; Zierenberg ; 05606 / 37084983 ; 0157 / 7900280 ; 05606 / 16162846 ; leander.kummer@mail.xyz ; ja
225 ; Frau ; Dr. ; Maya ; Eberle ; 11.12.1980 ; Dortmunder Str. 82 ; 87778 ; Stetten ; 08261 / 99228033 ; 0152 / 9404738 ; 08261 / 77508702 ; maya.eberle@mail.xyz ; ja
226 ; Herr ; Dr. ; Dieter ; Heil ; 24.11.1926 ; Schmittingheide 146 ; 88276 ; Berg ; 0751 / 80332910 ; 0151 / 5954658 ; 0751 / 80894987 ; dieter.heil@mail.xyz ; ja
227 ; Herr ; Dr. ; Uwe ; Rudolf ; 20.3.1975 ; Theodor-Heuss-Ring 154 ; 54619 ; Eschfeld ; 06550 / 30241163 ; 0155 / 4496509 ; 06550 / 85683054 ; uwe.rudolf@mail.xyz ; ja
228 ; Frau ; Dr. ; Ingrid ; Zeitler ; 3.10.1938 ; Schmeddingstr. 141 ; 71640 ; Ludwigsburg ; 07141 / 20752828 ; 0174 / 8425543 ; 07141 / 23681210 ; ingrid.zeitler@mail.xyz ; ja
229 ; Frau ; Dr. ; Emma ; Jenkins ; 14.9.1991 ; Speestr. - 88 ; 35418 ; Buseck ; 06408 / 95441617 ; 0152 / 5060350 ; 06408 / 48801152 ; emma.jenkins@mail.xyz ; ja
230 ; Frau ; Dr. ; Joana ; Walther ; 9.6.1939 ; Wildpfad 158 ; 89264 ; Weißenhorn ; 07309 / 99041422 ; 0153 / 5631956 ; 07309 / 65999062 ; joana.walther@mail.xyz ; ja
231 ; Herr ; Dr. ; Maximilian ; Maas ; 10.9.1981 ; Am Dornbusch 139 ; 90602 ; Pyrbaum ; 09180 / 41665924 ; 0168 / 4654740 ; 09180 / 99361233 ; maximilian.maas@mail.xyz ; ja
232 ; Herr ; Dr. ; Dustin ; Riedel ; 16.11.1996 ; Mariendorfer Str. 153 ; 24811 ; Owschlag ; 04336 / 1494137 ; 0153 / 1430118 ; 04336 / 62049194 ; dustin.riedel@mail.xyz ; ja
233 ; Frau ; Dr. ; Nicole ; Schaible ; 20.4.1957 ; Kleiner Griechenmarkt 44 ; 94377 ; Steinach ; 09428 / 79833267 ; 0161 / 4352797 ; 09428 / 31801913 ; nicole.schaible@mail.xyz ; ja
234 ; Frau ; Prof. ; Alena ; Heine ; 18.2.1958 ; Hacklenburg 15 ; 24145 ; Kiel ; 0431 / 17690681 ; 0151 / 6430761 ; 0431 / 16568380 ; alena.heine@mail.xyz ; ja
235 ; Herr ; Dr. ; Liam ; Schilf ; 15.1.1986 ; Hindenburgplatz 146 ; 34396 ; Liebenau ; 05676 / 45884042 ; 0160 / 1576426 ; 05676 / 79064006 ; liam.schilf@mail.xyz ; ja
