Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
118 ; Frau ; Dr. ; Christa ; Dahlmann ; 11.7.1946 ; Ringelnatzstr. 195 ; 14089 ; Gatow ; 030 / 72980875 ; 0172 / 5274773 ; 030 / 470943 ; c.dahlmann@mail.xyz ; ja
119 ; Frau ; Prof. ; Nelli ; Diaz ; 2.3.1950 ; Marderweg 115 ; 25581 ; Hennstedt ; 04877 / 14518734 ; 0171 / 1804409 ; 04877 / 64215896 ; nelli.diaz@mail.xyz ; ja
120 ; Frau ; Dr. ; Angelina ; Laub ; 11.1.1997 ; Offerkämpe 98 ; 55469 ; Mutterschied ; 06761 / 3213067 ; 0178 / 7087932 ; 06761 / 7991890 ; angelina.laub@mail.xyz ; ja
121 ; Frau ; Dr. ; Emmily ; Beyer ; 9.4.1988 ; Dingbängerweg 100 ; 29456 ; Hitzacker ; 05826 / 3559055 ; 0170 / 7246607 ; 05826 / 90008279 ; e.beyer@mail.xyz ; ja
122 ; Frau ; Dr. ; Kim ; Pietsch ; 17.9.1965 ; Eulenbergstr. 170 ; 04155 ; Leipzig ; 0341 / 49860670 ; 0173 / 3391566 ; 0341 / 55661706 ; kim.pietsch@mail.xyz ; ja
123 ; Frau ; Dr. ; Erika ; Kappel ; 4.11.1964 ; Kurneystr. 166 ; 85764 ; Oberschleißheim ; 089 / 36048297 ; 0152 / 6156841 ; 089 / 29440666 ; erika.kappel@mail.xyz ; ja
124 ; Frau ; Dr. ; Alexa ; Kahlert ; 28.7.1948 ; Morthorststr. 48 ; 48599 ; Gronau ; 02562 / 89067635 ; 0173 / 7042250 ; 02562 / 58192798 ; alexa.kahlert@mail.xyz ; ja
125 ; Herr ; Dr. ; Chris ; Temme ; 28.4.1943 ; Wolbecker Str. 144 ; 24211 ; Preetz ; 04342 / 76781064 ; 0171 / 7501685 ; 04342 / 44769197 ; c.temme@mail.xyz ; ja
126 ; Herr ; Prof. ; Martin ; Abraham ; 23.8.1965 ; Sanddornweg 56 ; 28325 ; Bremen ; 0421 / 8589915 ; 0157 / 2156082 ; 0421 / 53575777 ; martin.abraham@mail.xyz ; ja
127 ; Frau ; Dr. ; Finja ; Viessmann ; 6.6.1996 ; Am Pulverschuppen 40 ; 57580 ; Fensdorf ; 02747 / 82013242 ; 0167 / 1230353 ; 02747 / 50044853 ; f.viessmann@mail.xyz ; ja
128 ; Frau ; Dr. ; Martina ; Peterson ; 17.11.1939 ; Möserweg 120 ; 56179 ; Niederwerth ; 0261 / 65493314 ; 0161 / 3098157 ; 0261 / 51300440 ; martina.peterson@mail.xyz ; ja
129 ; Herr ; Dr. ; Henrik ; Schwegler ; 1.7.1921 ; Mariendorfer Str. 86 ; 14772 ; Brandenburg an der Havel ; 03381 / 4371734 ; 0157 / 8838413 ; 03381 / 7427131 ; h.schwegler@mail.xyz ; ja
130 ; Frau ; Dr. ; Isabelle ; Reynolds ; 15.2.1933 ; Oberschlesier Str. 169 ; 16816 ; Neuruppin ; 03391 / 10275737 ; 0160 / 8891306 ; 03391 / 45374018 ; i.reynolds@mail.xyz ; ja
131 ; Frau ; Prof. ; Natalie ; Kühn ; 27.5.1954 ; Rinscheweg 84 ; 55270 ; Ober-Olm ; 06136 / 47185991 ; 0169 / 9416508 ; 06136 / 7511830 ; natalie.kuehn@mail.xyz ; ja
132 ; Frau ; Prof. ; Marie ; Wedekind ; 4.6.1988 ; Hahnenstr. 159 ; 30173 ; Hannover ; 0511 / 27904334 ; 0165 / 6693896 ; 0511 / 46336854 ; marie.wedekind@mail.xyz ; ja
133 ; Frau ; Dr. ; Jule ; Ebinger ; 19.4.1960 ; Carossastr. 183 ; 91085 ; Weisendorf ; 09135 / 85822401 ; 0169 / 5158158 ; 09135 / 18504401 ; jule.ebinger@mail.xyz ; ja
134 ; Frau ; Dr. ; Josefine ; Fehrenbach ; 21.2.1957 ; Eibenweg 116 ; 75045 ; Walzbachtal ; 07203 / 63684211 ; 0172 / 3209428 ; 07203 / 27555666 ; j.fehrenbach@mail.xyz ; ja
135 ; Herr ; Dr. ; Steven ; Harper ; 11.11.1934 ; Kleiner Griechenmarkt 75 ; 84076 ; Pfeffenhausen ; 08782 / 71563140 ; 0172 / 4330776 ; 08782 / 26583681 ; steven.harper@mail.xyz ; ja
136 ; Herr ; Dr. ; Bruno ; Kammerer ; 15.10.1946 ; Ripenhorst 107 ; 57635 ; Hirz-Maulsbach ; 02681 / 53386834 ; 0175 / 8225334 ; 02681 / 90041981 ; b.kammerer@mail.xyz ; ja
137 ; Herr ; Dr. ; Leandro ; Ludolf ; 14.10.1944 ; An den Weiden 74 ; 07389 ; Ranis ; 03647 / 26331169 ; 0155 / 6096707 ; 03647 / 40297987 ; l.ludolf@mail.xyz ; ja
138 ; Frau ; Dr. ; Jill ; Ernst ; 6.1.1941 ; Breul 50 ; 63856 ; Bessenbach ; 06095 / 44254960 ; 0162 / 1512497 ; 06095 / 83096140 ; j.ernst@mail.xyz ; ja
139 ; Frau ; Dr. ; Anna ; Sander ; 15.12.1971 ; Dodostr. 187 ; 54597 ; Reuth ; 06597 / 69808920 ; 0177 / 4000952 ; 06597 / 10218975 ; anna.sander@mail.xyz ; ja
140 ; Herr ; Dr. ; Dominik ; Mandel ; 13.6.1946 ; Innsbruckweg 33 ; 29664 ; Walsrode ; 05161 / 96247044 ; 0151 / 6903254 ; 05161 / 39187994 ; dominik.mandel@mail.xyz ; ja
141 ; Frau ; Dr. ; Vivien ; Kloster ; 16.12.1922 ; Im Sonnentau 195 ; 55767 ; Meckenbach ; 06782 / 19521042 ; 0169 / 3350892 ; 06782 / 59859637 ; v.kloster@mail.xyz ; ja
142 ; Frau ; Dr. ; Käte ; Romero ; 15.1.1976 ; Weseler Str. 60 ; 25585 ; Tackesdorf ; 04872 / 21285759 ; 0152 / 4435719 ; 04872 / 7529600 ; kaete.romero@mail.xyz ; ja
143 ; Herr ; Dr. ; Kevin ; Ranft ; 25.11.1986 ; Dorotheenstr. 97 ; 64689 ; Grasellenbach ; 06207 / 42758189 ; 0152 / 5865932 ; 06207 / 39359846 ; kevin.ranft@mail.xyz ; ja
144 ; Frau ; Dr. ; Monica ; Hunter ; 12.6.1926 ; Baumberger Str. 50a ; 55624 ; Schwerbach ; 06544 / 66370199 ; 0174 / 8750417 ; 06544 / 11370048 ; monica.hunter@mail.xyz ; ja
145 ; Herr ; Dr. ; Valentin ; Alvarado ; 1.7.1994 ; Mierendorffstr. 133 ; 24395 ; Stangheck ; 04643 / 58001400 ; 0154 / 7533786 ; 04643 / 65124294 ; v.alvarado@mail.xyz ; ja
146 ; Frau ; Dr. ; Anneliese ; Jahns ; 18.7.1974 ; Am Berler Kamp 200 ; 66497 ; Contwig ; 06332 / 91633086 ; 0165 / 4227685 ; 06332 / 51635525 ; a.jahns@mail.xyz ; ja
147 ; Frau ; Dr. ; Inga ; Wieczorek ; 20.2.1978 ; Königsberger Str. 153 ; 67808 ; Schönborn ; 06361 / 3198692 ; 0161 / 4155620 ; 06361 / 79497945 ; inga.wieczorek@mail.xyz ; ja
148 ; Frau ; Dr. ; Isabel ; Dannenberg ; 18.3.1995 ; Innsbruckweg 94 ; 86482 ; Aystetten ; 0821 / 26725084 ; 0151 / 4678917 ; 0821 / 23538736 ; i.dannenberg@mail.xyz ; ja
149 ; Frau ; Prof. ; Ann ; Friedel ; 6.6.1971 ; Rüschhausweg 140 ; 91564 ; Neuendettelsau ; 09874 / 68416408 ; 0169 / 7161248 ; 09874 / 88577058 ; a.friedel@mail.xyz ; ja
150 ; Frau ; Dr. ; Sabine ; Hagemann ; 23.3.1926 ; Meckmannweg 183 ; 85104 ; Pförring ; 08403 / 26964393 ; 0179 / 4821706 ; 08403 / 26219353 ; sabine.hagemann@mail.xyz ; ja
151 ; Frau ; Prof. ; Tara ; Steiger ; 3.5.1973 ; Stolbergstr. 180 ; 49377 ; Vechta ; 04441 / 37699113 ; 0159 / 8302914 ; 04441 / 40214795 ; t.steiger@mail.xyz ; ja
152 ; Herr ; Prof. ; Karlo ; Hase ; 9.6.1997 ; Teutonenstr. 187 ; 16230 ; Breydin ; 03337 / 82866567 ; 0168 / 8117128 ; 03337 / 49403675 ; k.hase@mail.xyz ; ja
153 ; Frau ; Dr. ; Kristin ; Hoch ; 3.11.1964 ; Pötterhoek 144 ; 13437 ; Wittenau ; 030 / 99710694 ; 0159 / 6331642 ; 030 / 59611107 ; kristin.hoch@mail.xyz ; ja
154 ; Frau ; Dr. ; Dana ; Kraus ; 23.9.1935 ; Drachterstr. 162 ; 21376 ; Gödenstorf ; 04172 / 10724004 ; 0152 / 8716817 ; 04172 / 32548689 ; d.kraus@mail.xyz ; ja
155 ; Frau ; Dr. ; Sonja ; Warmuth ; 7.1.1987 ; Deutz-Kalker Str. 2 ; 16356 ; Sydower Fließ ; 03337 / 74678366 ; 0177 / 9398645 ; 03337 / 76920559 ; s.warmuth@mail.xyz ; ja
156 ; Frau ; Dr. ; Martha ; Claus ; 22.6.1979 ; Nerzweg 1 ; 50127 ; Bergheim ; 02271 / 7204576 ; 0155 / 2596198 ; 02271 / 68626776 ; m.claus@mail.xyz ; ja
157 ; Herr ; Dr. ; Uwe ; Palmer ; 20.12.1931 ; Rottkamp 114 ; 54346 ; Mehring ; 06502 / 94590877 ; 0161 / 1073814 ; 06502 / 72748018 ; uwe.palmer@mail.xyz ; ja
158 ; Herr ; Dr. ; Tristan ; Seidler ; 9.10.1994 ; Dodostr. 49 ; 56070 ; Koblenz am Rhein ; 0261 / 16401007 ; 0166 / 6091164 ; 0261 / 10751268 ; t.seidler@mail.xyz ; ja
159 ; Frau ; Dr. ; Matilda ; Patzelt ; 20.9.1990 ; Marderweg 21 ; 21737 ; Wischhafen ; 04770 / 51244044 ; 0158 / 2147760 ; 04770 / 86932224 ; matilda.patzelt@mail.xyz ; ja
160 ; Herr ; Dr. ; Maurice ; Taube ; 22.6.1964 ; Templerweg 50 ; 09430 ; Venusberg ; 03725 / 75429504 ; 0166 / 3723555 ; 03725 / 71640378 ; maurice.taube@mail.xyz ; ja
161 ; Herr ; Dr. ; Christian ; Reischl ; 25.8.1971 ; Rosenplatz 104 ; 24398 ; Karby ; 04644 / 48779174 ; 0159 / 2991924 ; 04644 / 23554328 ; christian.reischl@mail.xyz ; ja
162 ; Frau ; Prof. ; Hannah ; Felten ; 18.3.1944 ; Westenkamp 129 ; 65558 ; Burgschwalbach ; 06430 / 50359621 ; 0161 / 8178084 ; 06430 / 21030353 ; hannah.felten@mail.xyz ; ja
163 ; Frau ; Dr. ; Hildegard ; Schuster ; 3.8.1932 ; Bernhard-Poether-Str. 107 ; 58511 ; Lüdenscheid ; 02351 / 1000061 ; 0173 / 5452936 ; 02351 / 10167810 ; hildegard.schuster@mail.xyz ; ja
164 ; Herr ; Dr. ; Lennart ; Döring ; 22.6.1957 ; Unter Kahlenhausen 172 ; 67814 ; Jakobsweiler ; 06352 / 96975091 ; 0151 / 8217277 ; 06352 / 76163548 ; lennart.doering@mail.xyz ; ja
165 ; Herr ; Prof. ; Fynn ; Zabel ; 9.3.2000 ; Dahlienweg 107 ; 31246 ; Lahstedt ; 05174 / 1910189 ; 0175 / 3954993 ; 05174 / 27142317 ; fynn.zabel@mail.xyz ; ja
166 ; Frau ; Dr. ; Elke ; Fast ; 15.4.1998 ; Telgenweg 125 ; 54292 ; Trier ; 0651 / 59783315 ; 0169 / 2510406 ; 0651 / 51159604 ; elke.fast@mail.xyz ; ja
167 ; Herr ; Prof. ; Antonio ; Tillmann ; 2.11.1953 ; Sentmaringer Weg 22 ; 55767 ; Oberbrombach ; 06782 / 72104723 ; 0166 / 8002589 ; 06782 / 19306761 ; antonio.tillmann@mail.xyz ; ja
168 ; Frau ; Dr. ; Karin ; Reuther ; 16.10.1959 ; Ulmenweg 124 ; 25554 ; Moorhusen ; 04821 / 84612190 ; 0159 / 3085757 ; 04821 / 74496893 ; karin.reuther@mail.xyz ; ja
169 ; Frau ; Dr. ; Joelina ; Lotz ; 14.4.1953 ; Offerkämpe 193 ; 33100 ; Paderborn ; 05251 / 75232873 ; 0168 / 3444235 ; 05251 / 92096299 ; joelina.lotz@mail.xyz ; ja
170 ; Herr ; Prof. ; Julian ; Ryan ; 12.10.1937 ; Försterstr. 73 ; 86510 ; Ried ; 08233 / 23381868 ; 0166 / 8416526 ; 08233 / 25639439 ; j.ryan@mail.xyz ; ja
171 ; Frau ; Dr. ; Alexandra ; Lambert ; 10.5.1975 ; Handorfer Str. 105a ; 54570 ; Salm ; 06591 / 43988748 ; 0171 / 2294630 ; 06591 / 90058682 ; a.lambert@mail.xyz ; ja
172 ; Frau ; Dr. ; Paulina ; Hantke ; 5.5.1996 ; Steinkamp 188 ; 83703 ; Gmund am Tegernsee ; 08022 / 27625727 ; 0170 / 4143663 ; 08022 / 85516154 ; paulina.hantke@mail.xyz ; ja
173 ; Herr ; Dr. ; Dario ; Wolters ; 1.5.1979 ; Mecklenbecker Str. 101 ; 01454 ; Wachau ; 03528 / 34826158 ; 0163 / 4206283 ; 03528 / 58978309 ; dario.wolters@mail.xyz ; ja
174 ; Frau ; Prof. ; Ann ; Teuber ; 28.9.1968 ; Rückertstr. 30 ; 91332 ; Heiligenstadt ; 03606 / 68160503 ; 0161 / 1701325 ; 03606 / 92504210 ; ann.teuber@mail.xyz ; ja
175 ; Herr ; Dr. ; Werner ; Scheck ; 6.5.1959 ; Gottesweg 175 ; 24582 ; Wattenbek ; 04322 / 57319635 ; 0160 / 4056014 ; 04322 / 24732424 ; w.scheck@mail.xyz ; ja
176 ; Frau ; Prof. ; Nike ; Schäffler ; 26.3.1939 ; Hoove 129 ; 84565 ; Oberneukirchen ; 08630 / 45833542 ; 0172 / 8882921 ; 08630 / 80692544 ; nike.schaeffler@mail.xyz ; ja
177 ; Frau ; Dr. ; Beate ; Gering ; 12.4.1969 ; Am Berler Kamp 50 ; 38640 ; Goslar ; 05321 / 27785518 ; 0167 / 7981618 ; 05321 / 25298933 ; b.gering@mail.xyz ; ja
178 ; Frau ; Prof. ; Alisa ; Steinmann ; 24.5.1974 ; Meinertzstr. 1 ; 65187 ; Wiesbaden ; 0611 / 34125232 ; 0165 / 6592660 ; 0611 / 80798248 ; alisa.steinmann@mail.xyz ; ja
179 ; Herr ; Dr. ; Friedrich ; Ling ; 22.12.1952 ; Flaßkuhl 28 ; 92709 ; Moosbach ; 09656 / 98736719 ; 0157 / 8405673 ; 09656 / 30041103 ; f.ling@mail.xyz ; ja
180 ; Herr ; Dr. ; Denis ; Walther ; 27.9.1957 ; Willingrott 3 ; 54309 ; Newel ; 06505 / 6770324 ; 0173 / 6720580 ; 06505 / 31278112 ; d.walther@mail.xyz ; ja
181 ; Herr ; Dr. ; Ralph ; Lay ; 14.3.1988 ; Zum Guten Hirten 81 ; 10711 ; Berlin ; 030 / 82554832 ; 0173 / 9517987 ; 030 / 6133713 ; r.lay@mail.xyz ; ja
182 ; Frau ; Dr. ; Lucie ; Goodwin ; 9.8.1975 ; Westenkamp 55 ; 21762 ; Otterndorf ; 04751 / 24834931 ; 0151 / 3191106 ; 04751 / 79096798 ; l.goodwin@mail.xyz ; ja
183 ; Herr ; Dr. ; Lothar ; Ebeling ; 24.10.1923 ; Emdener Str. 119 ; 27607 ; Langen ; 04743 / 97685133 ; 0156 / 4394826 ; 04743 / 9111810 ; l.ebeling@mail.xyz ; ja
184 ; Frau ; Dr. ; Saskia ; Weichert ; 12.8.1933 ; Templerweg 57 ; 25938 ; Alkersum ; 04681 / 87437433 ; 0169 / 2409073 ; 04681 / 95352029 ; saskia.weichert@mail.xyz ; ja
185 ; Frau ; Dr. ; Luna ; Evans ; 2.2.1976 ; Salzmannstr. 69 ; 67246 ; Dirmstein ; 06238 / 72474589 ; 0160 / 5420304 ; 06238 / 66434674 ; l.evans@mail.xyz ; ja
186 ; Frau ; Dr. ; Gina ; Perry ; 14.2.1986 ; Raesfeldstr. 106 ; 21493 ; Möhnsen ; 04151 / 70821258 ; 0179 / 9154003 ; 04151 / 9679607 ; gina.perry@mail.xyz ; ja
187 ; Frau ; Dr. ; Margarethe ; Felder ; 11.12.1945 ; Manfred-von-Richthofen-Str. 14 ; 87789 ; Woringen ; 08331 / 15121727 ; 0167 / 4052610 ; 08331 / 82795341 ; margarethe.felder@mail.xyz ; ja
188 ; Herr ; Dr. ; Christof ; Klinger ; 13.12.1923 ; Wollinstr. 55 ; 35096 ; Weimar ; 06421 / 84964426 ; 0174 / 4971349 ; 06421 / 66369906 ; christof.klinger@mail.xyz ; ja
189 ; Frau ; Dr. ; Heidi ; Hampel ; 27.1.1977 ; Theodor-Heuss-Ring 94 ; 89344 ; Aislingen ; 09075 / 17393368 ; 0157 / 2172378 ; 09075 / 48344274 ; h.hampel@mail.xyz ; ja
190 ; Herr ; Prof. ; Frederik ; Maas ; 3.6.1994 ; Langestr. 18 ; 44795 ; Bochum ; 0234 / 55638912 ; 0156 / 1422209 ; 0234 / 69588326 ; frederik.maas@mail.xyz ; ja
191 ; Frau ; Dr. ; Madeleine ; Schädler ; 15.4.1993 ; Kochwiesenstr. 77 ; 25779 ; Wiemerstedt ; 04836 / 15235619 ; 0171 / 2665087 ; 04836 / 34759042 ; m.schaedler@mail.xyz ; ja
192 ; Herr ; Prof. ; Hans ; Pütz ; 19.7.1986 ; Kösliner Str. 55 ; 80933 ; München ; 089 / 90049759 ; 0150 / 8728301 ; 089 / 84031724 ; h.puetz@mail.xyz ; ja
193 ; Frau ; Prof. ; Doris ; Egner ; 9.3.1958 ; Willingrott 132 ; 66484 ; Riedelberg ; 06332 / 77318541 ; 0173 / 4277161 ; 06332 / 8676643 ; doris.egner@mail.xyz ; ja
194 ; Frau ; Dr. ; Leoni ; Gerlach ; 19.5.1978 ; Kleiner Griechenmarkt 71 ; 28207 ; Bremen ; 0421 / 41325760 ; 0163 / 4828143 ; 0421 / 33169393 ; leoni.gerlach@mail.xyz ; ja
195 ; Frau ; Dr. ; Laila ; Laskowski ; 16.8.1939 ; Bernhard-Poether-Str. 197 ; 67281 ; Kirchheim an der Weinstraße ; 06359 / 28883772 ; 0165 / 6957452 ; 06359 / 31550882 ; laila.laskowski@mail.xyz ; ja
196 ; Herr ; Dr. ; Kjell ; Schaf ; 22.3.1955 ; Rektoratsweg 22 ; 49086 ; Osnabrück ; 0541 / 99902191 ; 0167 / 1385861 ; 0541 / 83507670 ; k.schaf@mail.xyz ; ja
197 ; Herr ; Dr. ; Detlev ; Kämper ; 21.7.1964 ; Holunderweg 48 ; 79427 ; Eschbach ; 07634 / 14693558 ; 0153 / 8047958 ; 07634 / 95807569 ; d.kaemper@mail.xyz ; ja
198 ; Herr ; Dr. ; Rudolf ; Tönnies ; 21.8.1930 ; Dingbängerweg 156 ; 24235 ; Laboe ; 04343 / 29217233 ; 0153 / 1344632 ; 04343 / 69815388 ; rudolf.toennies@mail.xyz ; ja
199 ; Herr ; Dr. ; Bruno ; Haynes ; 7.8.1980 ; Kreuzstr. 128 ; 90562 ; Heroldsberg ; 0911 / 96096486 ; 0176 / 9637189 ; 0911 / 27865595 ; b.haynes@mail.xyz ; ja
200 ; Herr ; Dr. ; Dirk ; Schneider ; 7.11.1982 ; Tondernstr. 194 ; 18055 ; Rostock ; 0381 / 65108083 ; 0159 / 8326141 ; 0381 / 98561327 ; d.schneider@mail.xyz ; ja
201 ; Frau ; Dr. ; Christina ; Hepp ; 25.5.1936 ; Schwalbenweg 97 ; 93102 ; Pfatter ; 09481 / 76405776 ; 0156 / 4344670 ; 09481 / 9012733 ; c.hepp@mail.xyz ; ja
202 ; Frau ; Dr. ; Aylin ; Paschke ; 25.6.1959 ; Klinkkampweg 138 ; 74544 ; Michelbach an der Bilz ; 0791 / 6297104 ; 0168 / 8990335 ; 0791 / 41285567 ; aylin.paschke@mail.xyz ; ja
203 ; Herr ; Dr. ; Berndt ; Shelton ; 17.9.1972 ; Horstmarer Landweg 42 ; 56767 ; Uersfeld ; 02657 / 67719506 ; 0151 / 4699455 ; 02657 / 54135457 ; b.shelton@mail.xyz ; ja
204 ; Frau ; Dr. ; Rieke ; Schumacher ; 1.7.2000 ; Flaßkuhl 156 ; 23847 ; Siebenbäumen ; 04536 / 92977443 ; 0161 / 3054168 ; 04536 / 71064090 ; rieke.schumacher@mail.xyz ; ja
205 ; Herr ; Dr. ; Volker ; Pätzold ; 10.6.1992 ; Janningsweg 135 ; 25923 ; Lexgaard ; 04663 / 7642964 ; 0172 / 9809564 ; 04663 / 60535739 ; volker.paetzold@mail.xyz ; ja
206 ; Herr ; Prof. ; Friedrich ; Kühnel ; 3.6.1974 ; Am Burloh 112 ; 57612 ; Hemmelzen ; 02681 / 85594532 ; 0176 / 1610441 ; 02681 / 51066270 ; f.kuehnel@mail.xyz ; ja
207 ; Frau ; Dr. ; Giulia ; Voigt ; 9.9.1954 ; Hülsebrockstr. 94 ; 19370 ; Parchim ; 03871 / 51013916 ; 0169 / 8770039 ; 03871 / 39031113 ; g.voigt@mail.xyz ; ja
208 ; Frau ; Dr. ; Sabrina ; Wacker ; 3.9.1959 ; Kerßenbrockstr. 114 ; 67752 ; Oberweiler-Tiefenbach ; 06304 / 26727460 ; 0171 / 6573907 ; 06304 / 19969287 ; s.wacker@mail.xyz ; ja
209 ; Frau ; Dr. ; Annabelle ; Mohr ; 26.1.1972 ; Theodor-Heuss-Ring 191a ; 72474 ; Winterlingen ; 07434 / 43639955 ; 0174 / 2407165 ; 07434 / 42997174 ; a.mohr@mail.xyz ; ja
210 ; Herr ; Prof. ; Rafael ; Tacke ; 22.4.1984 ; Widdeshover Weg 176 ; 56814 ; Landkern ; 02653 / 56089186 ; 0176 / 6039364 ; 02653 / 37256543 ; rafael.tacke@mail.xyz ; ja
211 ; Frau ; Prof. ; Elfriede ; Bösch ; 9.6.1982 ; Avendruper Str. 173 ; 68519 ; Viernheim ; 06204 / 17111210 ; 0171 / 8926686 ; 06204 / 43493823 ; elfriede.boesch@mail.xyz ; ja
212 ; Herr ; Dr. ; Nicholas ; Riley ; 22.7.1971 ; Gleueler Str. 165 ; 29223 ; Celle ; 05141 / 42324387 ; 0162 / 6573585 ; 05141 / 24414604 ; nicholas.riley@mail.xyz ; ja
213 ; Frau ; Dr. ; Emily ; Backes ; 23.8.1980 ; Hoove 6 ; 88451 ; Dettingen an der Iller ; 07354 / 44355970 ; 0165 / 4549259 ; 07354 / 51080220 ; e.backes@mail.xyz ; ja
214 ; Herr ; Dr. ; Ian ; Hit ; 2.4.1996 ; Skagerrakstr. 45 ; 56472 ; Nisterau ; 02661 / 29803335 ; 0157 / 6997097 ; 02661 / 59997460 ; i.hit@mail.xyz ; ja
215 ; Herr ; Dr. ; Anton ; Tolksdorf ; 8.5.1924 ; Simon-Meister-Str. 67 ; 94551 ; Hunding ; 09904 / 58130577 ; 0169 / 9745303 ; 09904 / 73706598 ; anton.tolksdorf@mail.xyz ; ja
216 ; Herr ; Prof. ; Klaus ; Hofbauer ; 8.4.1929 ; Gropiusstr. 71 ; 84171 ; Baierbach ; 08705 / 47566056 ; 0165 / 4327489 ; 08705 / 93611752 ; klaus.hofbauer@mail.xyz ; ja
217 ; Herr ; Dr. ; Silas ; Sikora ; 26.6.1995 ; Dorbaumstr. 83 ; 31039 ; Rheden ; 05182 / 93560301 ; 0152 / 7429150 ; 05182 / 68996270 ; s.sikora@mail.xyz ; ja
218 ; Herr ; Dr. ; Ulrich ; Kreis ; 28.4.1944 ; Wolbecker Str. 51 ; 59597 ; Erwitte ; 02943 / 78958488 ; 0166 / 1927197 ; 02943 / 16967505 ; u.kreis@mail.xyz ; ja
219 ; Herr ; Prof. ; Willy ; Huber ; 14.3.1982 ; Am Oedingteich 170 ; 54608 ; Brandscheid ; 06551 / 53178226 ; 0151 / 4426766 ; 06551 / 49300543 ; w.huber@mail.xyz ; ja
220 ; Herr ; Dr. ; Jannes ; Bäcker ; 7.1.1964 ; Holunderweg 2 ; 57334 ; Bad Laasphe ; 02752 / 79017566 ; 0175 / 5520290 ; 02752 / 9251076 ; j.baecker@mail.xyz ; ja
221 ; Herr ; Dr. ; Juri ; Raddatz ; 18.7.1978 ; Norbertstr. 105 ; 23669 ; Timmendorfer Strand ; 04503 / 95511367 ; 0173 / 5395461 ; 04503 / 31795203 ; j.raddatz@mail.xyz ; ja
222 ; Frau ; Dr. ; Nike ; Gray ; 22.10.1931 ; Kirchstr. 51 ; 86744 ; Hainsfarth ; 09082 / 6887027 ; 0167 / 4708123 ; 09082 / 90259632 ; nike.gray@mail.xyz ; ja
223 ; Frau ; Dr. ; Antje ; Käfer ; 1.7.1938 ; Maximilianstr. 184 ; 98669 ; Veilsdorf ; 03685 / 15320076 ; 0153 / 5136808 ; 03685 / 42282340 ; antje.kaefer@mail.xyz ; ja
224 ; Frau ; Dr. ; Chantale ; Zander ; 27.1.1927 ; Nienkamp 139 ; 53506 ; Ahrbrück ; 02643 / 66999884 ; 0166 / 1160804 ; 02643 / 55325236 ; chantale.zander@mail.xyz ; ja
225 ; Herr ; Prof. ; Bernt ; Thiele ; 3.1.1963 ; Kapellenstr. 160 ; 47839 ; Krefeld ; 02151 / 94252797 ; 0169 / 2010113 ; 02151 / 6703610 ; bernt.thiele@mail.xyz ; ja
226 ; Herr ; Dr. ; Bernt ; Hölscher ; 23.2.1957 ; An den Mühlen 85a ; 73240 ; Wendlingen am Neckar ; 07024 / 5423796 ; 0150 / 8418269 ; 07024 / 91997875 ; b.hoelscher@mail.xyz ; ja
227 ; Herr ; Dr. ; Steven ; Wanke ; 26.7.1939 ; Rüschhausweg 184 ; 55471 ; Keidelheim ; 06761 / 41531493 ; 0166 / 8737963 ; 06761 / 15001217 ; steven.wanke@mail.xyz ; ja
228 ; Frau ; Dr. ; Rita ; Widmann ; 28.6.1937 ; Max-Winkelmann-Str. 171 ; 03205 ; Lipten ; 03541 / 73709132 ; 0165 / 3330879 ; 03541 / 70501982 ; r.widmann@mail.xyz ; ja
229 ; Frau ; Dr. ; Leonie ; Friedrich ; 10.3.1970 ; Dreizehnerstr. 183 ; 71735 ; Eberdingen ; 07042 / 70368074 ; 0174 / 3695487 ; 07042 / 36947756 ; leonie.friedrich@mail.xyz ; ja
230 ; Frau ; Dr. ; Monica ; Kellermann ; 23.4.1951 ; Beuelsweg 69 ; 71297 ; Mönsheim ; 07044 / 20053466 ; 0150 / 3166601 ; 07044 / 61448526 ; m.kellermann@mail.xyz ; ja
231 ; Herr ; Dr. ; Otto ; Coleman ; 21.2.1928 ; Steinkamp 25 ; 67065 ; Ludwigshafen am Rhein ; 0621 / 28707931 ; 0165 / 1443055 ; 0621 / 74134467 ; o.coleman@mail.xyz ; ja
232 ; Frau ; Dr. ; Lieselotte ; Brehm ; 9.1.1957 ; Wormser Str. 152 ; 91729 ; Haundorf am Brombachsee ; 09837 / 57906746 ; 0165 / 5832433 ; 09837 / 35585403 ; l.brehm@mail.xyz ; ja
233 ; Herr ; Dr. ; Ben ; Kreuzer ; 9.1.1942 ; Bünkamp 104 ; 96176 ; Pfarrweisach ; 09535 / 142334 ; 0151 / 1480976 ; 09535 / 46161409 ; ben.kreuzer@mail.xyz ; ja
234 ; Frau ; Dr. ; Christa ; Brandner ; 6.7.1990 ; Drachterstr. 133 ; 55606 ; Kirn ; 06752 / 92353942 ; 0179 / 5745784 ; 06752 / 88497940 ; christa.brandner@mail.xyz ; ja
