Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
118 ; Herr ; Dr. ; Reinhardt ; Mücke ; 24.11.1944 ; Dauvemühle 4 ; 08312 ; Lauter ; 03771 / 58015098 ; 0156 / 8547242 ; 03771 / 14687075 ; reinhardt.muecke@mail.xyz ; ja
119 ; Herr ; Dr. ; Bjarne ; Nebel ; 5.11.1932 ; Pötterhoek 46 ; 25779 ; Bergewöhrden ; 04836 / 74518224 ; 0157 / 8427432 ; 04836 / 28665380 ; b.nebel@mail.xyz ; ja
120 ; Herr ; Dr. ; Riccardo ; Lampe ; 3.5.1944 ; Gildenstr. 45 ; 82435 ; Bad Bayersoien ; 08845 / 69014176 ; 0170 / 2362785 ; 08845 / 79400933 ; r.lampe@mail.xyz ; ja
121 ; Frau ; Dr. ; Kathrin ; Lohr ; 10.1.1958 ; Mecklenbecker Str. 146 ; 93426 ; Roding ; 09461 / 66002949 ; 0163 / 2453052 ; 09461 / 4230526 ; kathrin.lohr@mail.xyz ; ja
122 ; Frau ; Dr. ; Maike ; Krug ; 15.6.1956 ; Im Haubenfeld 97 ; 27442 ; Gnarrenburg ; 04763 / 69504728 ; 0150 / 5243201 ; 04763 / 53019706 ; m.krug@mail.xyz ; ja
123 ; Herr ; Dr. ; Sven ; Stevens ; 16.12.1979 ; Sophienstr. 13 ; 97320 ; Buchbrunn ; 09321 / 82422000 ; 0157 / 7489225 ; 09321 / 1278579 ; s.stevens@mail.xyz ; ja
124 ; Herr ; Dr. ; Laurens ; Agrar ; 13.7.1935 ; Geiststr. 87 ; 35325 ; Mücke ; 06400 / 38276980 ; 0177 / 4149872 ; 06400 / 27969246 ; laurens.agrar@mail.xyz ; ja
125 ; Herr ; Dr. ; Vincent ; Greer ; 14.10.1978 ; Agrippastr. 63 ; 27432 ; Basdahl ; 04766 / 94133288 ; 0158 / 3183480 ; 04766 / 92140309 ; vincent.greer@mail.xyz ; ja
126 ; Frau ; Dr. ; Stephanie ; Carlson ; 24.5.1997 ; Werkstattstr. 90 ; 56332 ; Burgen ; 02607 / 22922817 ; 0164 / 9532913 ; 02607 / 72822592 ; s.carlson@mail.xyz ; ja
127 ; Herr ; Dr. ; Karlo ; Tietz ; 15.8.1942 ; Salzmannstr. 162 ; 89568 ; Hermaringen ; 07322 / 8603111 ; 0164 / 6398972 ; 07322 / 33422890 ; k.tietz@mail.xyz ; ja
128 ; Herr ; Prof. ; Günther ; Rau ; 8.10.1963 ; Pötterhoek 102 ; 83362 ; Surberg ; 0861 / 7154833 ; 0178 / 6530956 ; 0861 / 81374851 ; g.rau@mail.xyz ; ja
129 ; Herr ; Dr. ; Jonathan ; Gerken ; 15.8.1941 ; Rinscheweg 100 ; 57612 ; Racksen ; 02681 / 43981459 ; 0150 / 5346290 ; 02681 / 23613393 ; j.gerken@mail.xyz ; ja
130 ; Frau ; Dr. ; Annalena ; Gehrig ; 9.9.1930 ; Stolbergstr. 5 ; 25578 ; Dägeling ; 04824 / 54257058 ; 0179 / 9882336 ; 04824 / 30025466 ; a.gehrig@mail.xyz ; ja
131 ; Frau ; Dr. ; Hildegard ; Owen ; 18.5.1977 ; Innsbruckweg 169 ; 66919 ; Weselberg ; 06375 / 66095595 ; 0150 / 7025462 ; 06375 / 63637474 ; hildegard.owen@mail.xyz ; ja
132 ; Herr ; Dr. ; Thomas ; Tews ; 5.4.1953 ; Schmittingheide 174 ; 55288 ; Armsheim ; 06732 / 45649695 ; 0150 / 2667748 ; 06732 / 61657928 ; t.tews@mail.xyz ; ja
133 ; Herr ; Dr. ; Helmut ; Castro ; 16.3.1985 ; Königsberger Str. 26 ; 79295 ; Sulzburg ; 07634 / 21508617 ; 0151 / 3827452 ; 07634 / 73783568 ; helmut.castro@mail.xyz ; ja
134 ; Frau ; Dr. ; Jil ; Spencer ; 19.4.1938 ; Goldregenweg 89 ; 96486 ; Lautertal ; 09561 / 214068 ; 0177 / 4038848 ; 09561 / 33344531 ; j.spencer@mail.xyz ; ja
135 ; Frau ; Dr. ; Dilara ; Wise ; 9.5.1999 ; Zur Wiese 134 ; 26382 ; Wilhelmshaven ; 04421 / 35745775 ; 0174 / 5385839 ; 04421 / 14099011 ; d.wise@mail.xyz ; ja
136 ; Herr ; Prof. ; Dominic ; Watkins ; 26.3.1970 ; Dortmunder Str. 97 ; 24245 ; Klein Barkau ; 04342 / 49686753 ; 0156 / 5201514 ; 04342 / 64282093 ; dominic.watkins@mail.xyz ; ja
137 ; Herr ; Prof. ; Lewin ; Chambers ; 4.10.1922 ; Sanddornweg 46 ; 54608 ; Winterscheid ; 06551 / 31809835 ; 0173 / 7453832 ; 06551 / 58144749 ; l.chambers@mail.xyz ; ja
138 ; Herr ; Dr. ; Alfred ; Andrews ; 8.2.1978 ; Gasselstiege 108 ; 55595 ; Winterburg ; 06751 / 86980340 ; 0163 / 4537273 ; 06751 / 12999795 ; alfred.andrews@mail.xyz ; ja
139 ; Herr ; Dr. ; Nils ; Zach ; 5.12.1998 ; Wörthstr. 111 ; 86860 ; Jengen ; 08241 / 86378104 ; 0176 / 7266216 ; 08241 / 73546455 ; n.zach@mail.xyz ; ja
140 ; Herr ; Dr. ; Leo ; Bondar ; 14.5.1933 ; Morthorststr. 149 ; 69253 ; Heiligkreuzsteinach ; 06220 / 57336815 ; 0162 / 2532985 ; 06220 / 5219820 ; l.bondar@mail.xyz ; ja
141 ; Herr ; Dr. ; Vincent ; Seeber ; 21.4.1949 ; Am Krausen Baum 178 ; 24146 ; Kiel ; 0431 / 54018673 ; 0158 / 8092058 ; 0431 / 43168193 ; v.seeber@mail.xyz ; ja
142 ; Herr ; Dr. ; Milan ; Noll ; 16.10.1957 ; Augustastr. 16 ; 76835 ; Flemlingen ; 06323 / 97945665 ; 0160 / 6333837 ; 06323 / 52885872 ; milan.noll@mail.xyz ; ja
143 ; Frau ; Prof. ; Tabea ; Lutter ; 18.2.1979 ; Marktstr. 131 ; 56368 ; Roth ; 06486 / 16243517 ; 0161 / 9450579 ; 06486 / 78517525 ; t.lutter@mail.xyz ; ja
144 ; Herr ; Dr. ; Rüdiger ; Wise ; 20.3.1966 ; Weseler Str. 91 ; 91749 ; Wittelshofen ; 09854 / 43783062 ; 0163 / 8146622 ; 09854 / 14440660 ; ruediger.wise@mail.xyz ; ja
145 ; Frau ; Dr. ; Jessika ; Gaul ; 18.10.1964 ; Alte Apotheke 166 ; 56593 ; Obersteinebach ; 02685 / 78413992 ; 0173 / 7290416 ; 02685 / 65388303 ; j.gaul@mail.xyz ; ja
146 ; Frau ; Dr. ; Katarina ; Holt ; 9.12.1927 ; Kröver Str. 178 ; 36287 ; Breitenbach am Herzberg ; 06675 / 88902770 ; 0153 / 9528995 ; 06675 / 21986442 ; k.holt@mail.xyz ; ja
147 ; Herr ; Dr. ; Can ; Kelly ; 28.10.1984 ; Mierendorffstr. 119a ; 49577 ; Kettenkamp ; 05439 / 93140528 ; 0179 / 4844300 ; 05439 / 12693497 ; can.kelly@mail.xyz ; ja
148 ; Frau ; Prof. ; Sophie ; Cruz ; 7.8.1921 ; Handorfer Str. 93 ; 25767 ; Osterrade ; 04835 / 12927367 ; 0170 / 3209669 ; 04835 / 65578695 ; s.cruz@mail.xyz ; ja
149 ; Herr ; Dr. ; Pascal ; Kempf ; 21.8.1946 ; Rückertstr. 136 ; 99819 ; Hörselberg-Hainich ; 03622 / 67540776 ; 0150 / 4300625 ; 03622 / 54853440 ; p.kempf@mail.xyz ; ja
150 ; Frau ; Dr. ; Josephine ; Engel ; 16.3.1923 ; Neißestr. 163 ; 21279 ; Hollenstedt ; 04165 / 36132159 ; 0174 / 5466232 ; 04165 / 39774182 ; josephine.engel@mail.xyz ; ja
151 ; Herr ; Prof. ; Joschua ; Bühler ; 27.9.1963 ; Goldregenweg 13 ; 38707 ; Schulenberg ; 05323 / 2669139 ; 0176 / 6457829 ; 05323 / 26766908 ; j.buehler@mail.xyz ; ja
152 ; Herr ; Dr. ; Cedric ; Kautz ; 24.8.1964 ; Ossenkampstiege 182 ; 97340 ; Martinsheim ; 09332 / 44700223 ; 0176 / 4579175 ; 09332 / 13600787 ; c.kautz@mail.xyz ; ja
153 ; Herr ; Dr. ; Luca ; Fahl ; 3.4.1956 ; Mierendorffstr. 144 ; 87509 ; Immenstadt ; 08323 / 41019962 ; 0173 / 8214326 ; 08323 / 28939713 ; luca.fahl@mail.xyz ; ja
154 ; Frau ; Dr. ; Helene ; Hantke ; 17.2.1924 ; Josef-Suwelack-Weg 46 ; 73230 ; Kirchheim unter Teck ; 07021 / 17193317 ; 0173 / 5858964 ; 07021 / 27561192 ; h.hantke@mail.xyz ; ja
155 ; Herr ; Dr. ; Moritz ; Wichmann ; 2.9.1938 ; Marktstr. 25 ; 97833 ; Frammersbach ; 09355 / 6518639 ; 0160 / 7880855 ; 09355 / 37295488 ; m.wichmann@mail.xyz ; ja
156 ; Frau ; Dr. ; Emmily ; Wolff ; 13.9.1979 ; Am Getterbach 148 ; 55758 ; Hettenrodt ; 06785 / 26924331 ; 0150 / 1204449 ; 06785 / 57338552 ; emmily.wolff@mail.xyz ; ja
157 ; Herr ; Dr. ; Torben ; Schweers ; 15.12.1975 ; Kochwiesenstr. 132a ; 87784 ; Westerheim ; 08336 / 38946514 ; 0163 / 8987709 ; 08336 / 48872919 ; t.schweers@mail.xyz ; ja
158 ; Frau ; Prof. ; Elisa ; Linder ; 8.5.1921 ; Am Ziegelofen 107a ; 76706 ; Dettenheim ; 07247 / 43830568 ; 0158 / 1078179 ; 07247 / 81091859 ; elisa.linder@mail.xyz ; ja
159 ; Frau ; Dr. ; Marieke ; Klaus ; 8.2.1963 ; Horstmarer Landweg 52 ; 37293 ; Herleshausen ; 05654 / 511386 ; 0160 / 9132888 ; 05654 / 17916053 ; marieke.klaus@mail.xyz ; ja
160 ; Herr ; Dr. ; Muhammed ; Gardner ; 21.9.1963 ; Olpener Str. 178 ; 26892 ; Wippingen ; 04963 / 12318984 ; 0153 / 2357399 ; 04963 / 74762461 ; m.gardner@mail.xyz ; ja
161 ; Frau ; Dr. ; Bärbel ; Wehrle ; 25.12.1964 ; Olpener Str. 67 ; 17235 ; Neustrelitz ; 03981 / 44377312 ; 0173 / 9895744 ; 03981 / 14808637 ; b.wehrle@mail.xyz ; ja
162 ; Frau ; Dr. ; Juli ; Kluge ; 25.2.1965 ; Weißenburgstr. 69 ; 55270 ; Jugenheim ; 06136 / 90920546 ; 0173 / 2622702 ; 06136 / 25605441 ; j.kluge@mail.xyz ; ja
163 ; Herr ; Prof. ; Ulrich ; Block ; 1.5.1964 ; Agrippastr. 103 ; 40219 ; Düsseldorf ; 0211 / 46883937 ; 0151 / 8611152 ; 0211 / 7256871 ; ulrich.block@mail.xyz ; ja
164 ; Herr ; Dr. ; Yannis ; Geist ; 11.7.1940 ; Overbergstr. 26 ; 86928 ; Hofstetten ; 08196 / 43088150 ; 0178 / 9048161 ; 08196 / 67953783 ; yannis.geist@mail.xyz ; ja
165 ; Frau ; Dr. ; Meike ; Mündel ; 20.6.1957 ; Hogenbergstr. 172 ; 35708 ; Haiger ; 02773 / 84814077 ; 0173 / 1970631 ; 02773 / 77500052 ; meike.muendel@mail.xyz ; ja
166 ; Herr ; Dr. ; Nic ; Senger ; 25.3.1978 ; Erpeler Str. 173 ; 54587 ; Lissendorf ; 06597 / 3021702 ; 0157 / 2558291 ; 06597 / 78272625 ; n.senger@mail.xyz ; ja
167 ; Herr ; Dr. ; Laurens ; Robinson ; 10.1.1977 ; Gustav-Tweer-Weg 41 ; 24649 ; Fuhlendorf ; 04192 / 77997034 ; 0162 / 3276890 ; 04192 / 97317097 ; laurens.robinson@mail.xyz ; ja
168 ; Herr ; Dr. ; Chris ; Groth ; 23.12.1974 ; Overbergstr. 173 ; 82444 ; Schlehdorf ; 08851 / 94781179 ; 0175 / 3678063 ; 08851 / 65269165 ; chris.groth@mail.xyz ; ja
169 ; Herr ; Dr. ; Arthur ; Mendez ; 8.12.1922 ; Kappenberger Damm 67 ; 47589 ; Uedem ; 02825 / 64276881 ; 0177 / 9008212 ; 02825 / 22290878 ; arthur.mendez@mail.xyz ; ja
170 ; Frau ; Dr. ; Jenny ; Myers ; 2.4.1964 ; Am Dornbusch 116 ; 76857 ; Waldhambach ; 06346 / 97586648 ; 0176 / 9969754 ; 06346 / 4010840 ; j.myers@mail.xyz ; ja
171 ; Herr ; Dr. ; Julian ; Baron ; 19.1.1920 ; Hofstr. 95 ; 96215 ; Lichtenfels ; 09571 / 19886188 ; 0176 / 2000697 ; 09571 / 15497485 ; julian.baron@mail.xyz ; ja
172 ; Herr ; Prof. ; Helmut ; Häcker ; 10.5.1922 ; Cheruskerstr. 60 ; 25840 ; Friedrichstadt an der Eider ; 04881 / 22165884 ; 0161 / 1038945 ; 04881 / 64751308 ; h.haecker@mail.xyz ; ja
173 ; Frau ; Dr. ; Carina ; Brückner ; 3.6.1959 ; Lassallestr. 99 ; 25364 ; Osterhorn ; 04127 / 14236478 ; 0179 / 3716001 ; 04127 / 69161708 ; carina.brueckner@mail.xyz ; ja
174 ; Frau ; Dr. ; Jolina ; Bröker ; 27.10.1967 ; Sporckweg 56 ; 53506 ; Heckenbach ; 02643 / 39180278 ; 0160 / 8514501 ; 02643 / 61612156 ; jolina.broeker@mail.xyz ; ja
175 ; Frau ; Prof. ; Jana ; Ehrlich ; 15.6.1931 ; Willingrott 46 ; 83457 ; Bayerisch Gmain ; 08651 / 73902981 ; 0168 / 1106828 ; 08651 / 1098368 ; j.ehrlich@mail.xyz ; ja
176 ; Herr ; Dr. ; Jasper ; Penner ; 26.12.1949 ; Dodostr. 107 ; 54298 ; Eisenach ; 06525 / 93528876 ; 0176 / 2856430 ; 06525 / 20286963 ; jasper.penner@mail.xyz ; ja
177 ; Frau ; Dr. ; Emely ; Ehrlich ; 6.5.1987 ; Kurze Str. 3 ; 01796 ; Pirna ; 03501 / 99708028 ; 0155 / 7234766 ; 03501 / 48920289 ; e.ehrlich@mail.xyz ; ja
178 ; Herr ; Prof. ; Felix ; Geier ; 9.9.1975 ; Pankokstr. 119 ; 54317 ; Gusterath ; 0651 / 52611898 ; 0174 / 5796479 ; 0651 / 90783963 ; f.geier@mail.xyz ; ja
179 ; Frau ; Dr. ; Yvonne ; Kretschmann ; 7.6.1972 ; Landoisstr. 15 ; 21709 ; Düdenbüttel ; 04144 / 53544901 ; 0173 / 3050101 ; 04144 / 30608024 ; yvonne.kretschmann@mail.xyz ; ja
180 ; Herr ; Dr. ; Henning ; Carson ; 11.1.2000 ; Heroldstr. 102 ; 21514 ; Büchen ; 04155 / 95902759 ; 0174 / 8567478 ; 04155 / 36998351 ; h.carson@mail.xyz ; ja
181 ; Frau ; Prof. ; Bärbel ; Hilpert ; 19.10.1937 ; An Lyskirchen 156 ; 06712 ; Zeitz ; 03441 / 46181175 ; 0159 / 7438725 ; 03441 / 78947357 ; baerbel.hilpert@mail.xyz ; ja
182 ; Frau ; Dr. ; Joana ; Weck ; 25.9.1947 ; Rennbahnstr. 14 ; 84489 ; Burghausen ; 08432 / 45668994 ; 0160 / 9650731 ; 08432 / 26973558 ; j.weck@mail.xyz ; ja
183 ; Frau ; Dr. ; Sofia ; Schwabe ; 17.4.1958 ; Josef-Suwelack-Weg 110 ; 91236 ; Alfeld ; 09157 / 40380532 ; 0158 / 5827697 ; 09157 / 73197421 ; sofia.schwabe@mail.xyz ; ja
184 ; Herr ; Dr. ; Roman ; Löw ; 28.9.1987 ; Düsseldorfer Str. 93 ; 17309 ; Damerow ; 03973 / 18099005 ; 0172 / 9984547 ; 03973 / 23357148 ; r.loew@mail.xyz ; ja
185 ; Frau ; Dr. ; Friederike ; Webb ; 6.2.1977 ; Stettiner Str. 14 ; 74869 ; Schwarzach ; 06262 / 10332045 ; 0177 / 4767641 ; 06262 / 70327827 ; f.webb@mail.xyz ; ja
186 ; Herr ; Prof. ; Marco ; Kock ; 10.12.1921 ; Schmeddingstr. 38 ; 25878 ; Seeth ; 04881 / 8649742 ; 0170 / 3452163 ; 04881 / 16003496 ; marco.kock@mail.xyz ; ja
187 ; Herr ; Dr. ; Quentin ; Wessels ; 1.8.1947 ; Von-der-Tinnen-Str. 21a ; 27321 ; Emtinghausen ; 04295 / 67652960 ; 0162 / 2210747 ; 04295 / 60296498 ; quentin.wessels@mail.xyz ; ja
188 ; Herr ; Dr. ; Phil ; Steinert ; 28.10.1998 ; Elsa-Brändström-Weg 49 ; 40470 ; Düsseldorf ; 0211 / 28115498 ; 0165 / 5396420 ; 0211 / 60112690 ; p.steinert@mail.xyz ; ja
189 ; Herr ; Dr. ; Henri ; Viessmann ; 3.8.1966 ; Ringelnatzstr. 107 ; 82404 ; Sindelsdorf ; 08847 / 17756794 ; 0171 / 2804009 ; 08847 / 57256868 ; h.viessmann@mail.xyz ; ja
190 ; Herr ; Dr. ; Andre ; Haas ; 15.1.1962 ; Möserweg 190 ; 71563 ; Affalterbach ; 07144 / 68111040 ; 0170 / 3367269 ; 07144 / 80454803 ; andre.haas@mail.xyz ; ja
191 ; Herr ; Dr. ; Tore ; Burger ; 5.9.1966 ; Paul-Engelhard-Weg 78 ; 96274 ; Itzgrund ; 09533 / 92318770 ; 0160 / 9595000 ; 09533 / 89273890 ; tore.burger@mail.xyz ; ja
192 ; Frau ; Prof. ; Angelina ; Robinson ; 9.4.1945 ; Hülsebrockstr. 149 ; 56357 ; Nochern ; 06771 / 11667699 ; 0165 / 5757425 ; 06771 / 18911947 ; a.robinson@mail.xyz ; ja
193 ; Frau ; Dr. ; Céline ; Deiss ; 4.6.1974 ; Am Pulverschuppen 36 ; 31556 ; Wölpinghausen ; 05037 / 6116096 ; 0167 / 5653195 ; 05037 / 89490080 ; celine.deiss@mail.xyz ; ja
194 ; Frau ; Dr. ; Theresa ; Reiner ; 10.10.1979 ; Memmertweg 56 ; 91257 ; Pegnitz ; 09241 / 16823189 ; 0171 / 5635809 ; 09241 / 54695397 ; t.reiner@mail.xyz ; ja
195 ; Herr ; Dr. ; Piet ; Hesse ; 8.3.1971 ; Kirchstr. 76 ; 55576 ; Badenheim ; 06701 / 94258901 ; 0172 / 4514152 ; 06701 / 67370207 ; p.hesse@mail.xyz ; ja
196 ; Herr ; Dr. ; Fritz ; Peschel ; 5.4.1995 ; Rüschhausweg 154 ; 94167 ; Tettenweis ; 08534 / 26450712 ; 0156 / 5506580 ; 08534 / 76934820 ; fritz.peschel@mail.xyz ; ja
197 ; Herr ; Dr. ; Mathis ; Wilhelm ; 15.6.1921 ; Buldernweg 26 ; 26835 ; Brinkum ; 04950 / 35159261 ; 0177 / 6167448 ; 04950 / 90410661 ; mathis.wilhelm@mail.xyz ; ja
198 ; Herr ; Dr. ; Joachim ; Gräf ; 21.1.1973 ; Friesenring 168 ; 94481 ; Grafenau ; 08552 / 61959002 ; 0158 / 4378361 ; 08552 / 57207106 ; joachim.graef@mail.xyz ; ja
199 ; Frau ; Dr. ; Céline ; Wilkens ; 11.9.1965 ; Telgenweg 61 ; 73730 ; Esslingen am Neckar ; 0711 / 94792363 ; 0160 / 5302389 ; 0711 / 65343340 ; celine.wilkens@mail.xyz ; ja
200 ; Herr ; Dr. ; Claas ; Bamberg ; 28.7.1949 ; Lassallestr. 195 ; 21149 ; Hausbruch ; 040 / 24468398 ; 0153 / 7453739 ; 040 / 47435600 ; c.bamberg@mail.xyz ; ja
201 ; Frau ; Dr. ; Finnja ; Juergens ; 13.9.1992 ; Wolbecker Str. 85 ; 56414 ; Herschbach ; 06435 / 20426350 ; 0160 / 4463124 ; 06435 / 69969330 ; f.juergens@mail.xyz ; ja
202 ; Herr ; Dr. ; Torsten ; Häussler ; 12.4.1956 ; Weserstr. 43 ; 67826 ; Hallgarten ; 06362 / 76472811 ; 0154 / 1886988 ; 06362 / 19872755 ; t.haeussler@mail.xyz ; ja
203 ; Herr ; Dr. ; Andre ; Waters ; 1.1.1993 ; Guntherstr. 195 ; 71735 ; Nussdorf ; 07042 / 7885181 ; 0166 / 6468524 ; 07042 / 29378879 ; andre.waters@mail.xyz ; ja
204 ; Frau ; Dr. ; Silvia ; Bachmann ; 1.1.1962 ; Eifelstr. 87 ; 39638 ; Gardelegen ; 03907 / 71505654 ; 0179 / 8462846 ; 03907 / 15536904 ; s.bachmann@mail.xyz ; ja
205 ; Herr ; Dr. ; Manuel ; Maack ; 10.2.1981 ; Hansaring 89a ; 71144 ; Steinenbronn ; 07157 / 74497409 ; 0176 / 3193202 ; 07157 / 52361747 ; manuel.maack@mail.xyz ; ja
206 ; Herr ; Dr. ; Til ; Wilke ; 22.5.1981 ; Cheruskerstr. 109 ; 87477 ; Sulzberg ; 08376 / 43274776 ; 0169 / 9972253 ; 08376 / 45015048 ; til.wilke@mail.xyz ; ja
207 ; Herr ; Dr. ; Yannik ; Heyder ; 27.11.1950 ; Skagerrakstr. 49a ; 67681 ; Wartenberg-Rohrbach ; 06302 / 95097081 ; 0156 / 9513417 ; 06302 / 68589102 ; yannik.heyder@mail.xyz ; ja
208 ; Frau ; Dr. ; Inga ; Einecke ; 26.6.1948 ; Kapellenstr. 115 ; 85301 ; Schweitenkirchen ; 08444 / 77468449 ; 0162 / 1733804 ; 08444 / 96570464 ; inga.einecke@mail.xyz ; ja
209 ; Herr ; Dr. ; Ricardo ; Schweikert ; 18.8.1930 ; Zur Gräfte 141 ; 32051 ; Herford ; 05221 / 5673513 ; 0150 / 6483986 ; 05221 / 94763362 ; r.schweikert@mail.xyz ; ja
210 ; Frau ; Prof. ; Marike ; Thies ; 25.5.1939 ; Cheruskerstr. 164 ; 93497 ; Willmering ; 09971 / 5985735 ; 0175 / 1898248 ; 09971 / 3004923 ; m.thies@mail.xyz ; ja
211 ; Herr ; Dr. ; Pascal ; Haller ; 12.1.1920 ; Handorfer Str. 152 ; 25569 ; Krempermoor ; 04824 / 40546937 ; 0169 / 9598840 ; 04824 / 86223549 ; p.haller@mail.xyz ; ja
212 ; Frau ; Dr. ; Alissa ; Reinicke ; 19.6.1980 ; Erikahof 30 ; 25917 ; Sprakebüll ; 04662 / 63644534 ; 0159 / 3607675 ; 04662 / 56177045 ; a.reinicke@mail.xyz ; ja
213 ; Frau ; Dr. ; Janne ; Moritz ; 21.6.1964 ; Hogenbergstr. 54 ; 56271 ; Maroth ; 02626 / 93413808 ; 0169 / 7778196 ; 02626 / 80550314 ; janne.moritz@mail.xyz ; ja
214 ; Frau ; Dr. ; Astrid ; Edler ; 16.6.1944 ; Zur Gräfte 28 ; 87784 ; Westerheim ; 08336 / 90890907 ; 0156 / 2648805 ; 08336 / 89043052 ; astrid.edler@mail.xyz ; ja
215 ; Frau ; Dr. ; Hildegard ; Finkenzeller ; 19.11.1985 ; Dorbaumstr. 3a ; 44649 ; Herne ; 02323 / 81443387 ; 0150 / 9773121 ; 02323 / 28278660 ; h.finkenzeller@mail.xyz ; ja
216 ; Frau ; Dr. ; Emely ; Lyons ; 19.6.1971 ; Schmeddingstr. 24 ; 21444 ; Vierhöfen ; 04172 / 91240015 ; 0168 / 3289554 ; 04172 / 27566130 ; emely.lyons@mail.xyz ; ja
217 ; Frau ; Dr. ; Doris ; Kersten ; 6.6.1963 ; Frauenstr. 83 ; 24594 ; Remmels ; 04871 / 500746 ; 0152 / 3435858 ; 04871 / 21032973 ; d.kersten@mail.xyz ; ja
218 ; Herr ; Prof. ; Johann ; Doll ; 2.8.1948 ; Werkstattstr. 14 ; 86978 ; Hohenfurch ; 08861 / 15073366 ; 0161 / 7095812 ; 08861 / 78851342 ; johann.doll@mail.xyz ; ja
219 ; Herr ; Dr. ; Konstantin ; Sachse ; 22.4.1984 ; Dodostr. 152 ; 56244 ; Goddert ; 02626 / 30892835 ; 0156 / 9721395 ; 02626 / 16190464 ; konstantin.sachse@mail.xyz ; ja
220 ; Herr ; Dr. ; Cedrik ; Busse ; 21.2.1990 ; Bünkamp 157 ; 51597 ; Morsbach ; 02294 / 4424605 ; 0152 / 2626276 ; 02294 / 52665816 ; c.busse@mail.xyz ; ja
221 ; Herr ; Dr. ; Walter ; Wehrle ; 6.6.1983 ; Bernhard-Poether-Str. 94 ; 07545 ; Gera ; 0365 / 65671892 ; 0163 / 7681384 ; 0365 / 27663649 ; walter.wehrle@mail.xyz ; ja
222 ; Frau ; Dr. ; Natalie ; Selig ; 19.8.1966 ; Telgenweg 122 ; 72537 ; Mehrstetten ; 07381 / 39939229 ; 0164 / 5146406 ; 07381 / 33716743 ; n.selig@mail.xyz ; ja
223 ; Herr ; Dr. ; Rafael ; Steinberg ; 9.3.1962 ; Parkallee 100 ; 23843 ; Travenbrück ; 04531 / 39741736 ; 0150 / 2193267 ; 04531 / 53034255 ; rafael.steinberg@mail.xyz ; ja
224 ; Frau ; Dr. ; Lotta ; Rebmann ; 5.6.1992 ; Deutz-Kalker Str. 86 ; 92555 ; Trausnitz ; 09655 / 97216008 ; 0176 / 1162048 ; 09655 / 84767898 ; lotta.rebmann@mail.xyz ; ja
225 ; Frau ; Dr. ; Alena ; Reichel ; 15.3.1941 ; Kochwiesenstr. 101 ; 72475 ; Bitz ; 07431 / 68890330 ; 0176 / 9738150 ; 07431 / 50902922 ; alena.reichel@mail.xyz ; ja
226 ; Frau ; Dr. ; Alyssa ; Tröger ; 16.3.1989 ; Flaßkuhl 147 ; 20095 ; Hamburg ; 040 / 54023581 ; 0166 / 6673741 ; 040 / 75937424 ; alyssa.troeger@mail.xyz ; ja
227 ; Herr ; Dr. ; Erik ; Rettig ; 26.1.1960 ; Hölkenbusch 102 ; 56288 ; Bell ; 06762 / 54425512 ; 0152 / 5950950 ; 06762 / 16858475 ; e.rettig@mail.xyz ; ja
228 ; Frau ; Dr. ; Kimberly ; Einecke ; 25.2.1941 ; Sanddornweg 121 ; 14053 ; Charlottenburg-Wilmersdorf ; 030 / 39989409 ; 0168 / 5043210 ; 030 / 63795399 ; kimberly.einecke@mail.xyz ; ja
229 ; Herr ; Dr. ; Sam ; Hinzmann ; 8.3.1975 ; Hirseweg 128 ; 76848 ; Darstein ; 06392 / 89691349 ; 0163 / 2955108 ; 06392 / 88352281 ; sam.hinzmann@mail.xyz ; ja
230 ; Frau ; Prof. ; Karla ; Carlson ; 4.6.1978 ; Soester Str. 118 ; 26847 ; Detern ; 04957 / 11820871 ; 0173 / 7012159 ; 04957 / 15853904 ; karla.carlson@mail.xyz ; ja
231 ; Frau ; Dr. ; Susanne ; Dehmel ; 24.7.1941 ; Agrippastr. 183 ; 41061 ; Mönchengladbach ; 02161 / 88632029 ; 0174 / 2681926 ; 02161 / 89779162 ; s.dehmel@mail.xyz ; ja
232 ; Frau ; Dr. ; Jacqueline ; Patzer ; 8.3.1972 ; Am Ziegelofen 120 ; 27324 ; Gandesbergen ; 04254 / 75885512 ; 0177 / 9995457 ; 04254 / 19927249 ; j.patzer@mail.xyz ; ja
233 ; Frau ; Dr. ; Birgit ; Lohse ; 20.5.1997 ; Zum Burgschemm 101 ; 73066 ; Uhingen ; 07161 / 77267633 ; 0157 / 4228543 ; 07161 / 89790874 ; birgit.lohse@mail.xyz ; ja
234 ; Herr ; Dr. ; Mohamed ; Marks ; 16.5.1999 ; Goldregenweg 192 ; 64385 ; Reichelsheim ; 06164 / 25804986 ; 0171 / 2471769 ; 06164 / 7617443 ; m.marks@mail.xyz ; ja
235 ; Frau ; Dr. ; Petra ; Mühl ; 19.2.1930 ; Düsseldorfer Str. 96 ; 17192 ; Groß Dratow ; 03991 / 34194471 ; 0175 / 5901158 ; 03991 / 34583463 ; petra.muehl@mail.xyz ; ja
