Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
118 ; Herr ; Dr. ; Uwe ; Lindner ; 25.2.1974 ; Am Burloh 23 ; 68799 ; Reilingen ; 06205 / 81102905 ; 0179 / 2670048 ; 06205 / 49182130 ; uwe.lindner@mail.xyz ; ja
119 ; Frau ; Dr. ; Rosemarie ; Gellert ; 10.10.1937 ; Langestr. 58 ; 33129 ; Boke ; 05250 / 61475219 ; 0161 / 1812830 ; 05250 / 67524398 ; r.gellert@mail.xyz ; ja
120 ; Herr ; Prof. ; Jannis ; Gerhardt ; 12.1.1933 ; Münsterstr. 87 ; 31224 ; Peine ; 05171 / 33092764 ; 0173 / 7581351 ; 05171 / 56766483 ; j.gerhardt@mail.xyz ; ja
121 ; Herr ; Prof. ; Joerg ; Sherman ; 28.3.1956 ; Von-Holte-Str. 160 ; 56338 ; Braubach ; 02627 / 76410933 ; 0164 / 4220128 ; 02627 / 38467564 ; j.sherman@mail.xyz ; ja
122 ; Frau ; Dr. ; Meike ; Geyer ; 21.10.1988 ; Steinkamp 2 ; 99094 ; Erfurt ; 0361 / 40767396 ; 0162 / 9124769 ; 0361 / 53832746 ; meike.geyer@mail.xyz ; ja
123 ; Frau ; Dr. ; Lara ; Hennig ; 26.10.1974 ; Olpener Str. 92 ; 74542 ; Steinkirchen ; 07906 / 33300408 ; 0179 / 8993169 ; 07906 / 36012347 ; lara.hennig@mail.xyz ; ja
124 ; Frau ; Dr. ; Nora ; Mai ; 11.4.1965 ; Kochwiesenstr. 134 ; 97772 ; Wildflecken ; 09745 / 55643685 ; 0151 / 8140941 ; 09745 / 58101062 ; n.mai@mail.xyz ; ja
125 ; Herr ; Dr. ; Johann ; Herrmann ; 24.4.1924 ; Gasselstiege 33 ; 65527 ; Niedernhausen ; 06127 / 52840473 ; 0159 / 5008655 ; 06127 / 73448606 ; j.herrmann@mail.xyz ; ja
126 ; Herr ; Dr. ; Niko ; Georg ; 14.1.1946 ; Hofstr. 136 ; 46499 ; Hamminkeln ; 02852 / 85274010 ; 0162 / 2171582 ; 02852 / 3339528 ; niko.georg@mail.xyz ; ja
127 ; Frau ; Dr. ; Linn ; Böhmer ; 2.10.1953 ; Bünkamp 193a ; 94227 ; Zwiesel ; 09922 / 63761174 ; 0166 / 6207209 ; 09922 / 11799419 ; linn.boehmer@mail.xyz ; ja
128 ; Herr ; Dr. ; Marko ; Imhof ; 27.2.1991 ; Marsweg 145 ; 73345 ; Drackenstein ; 07335 / 1905050 ; 0176 / 3011919 ; 07335 / 76186614 ; marko.imhof@mail.xyz ; ja
129 ; Herr ; Dr. ; Jan ; Wiens ; 3.2.1955 ; Marderweg 146 ; 47139 ; Duisburg ; 0203 / 23526466 ; 0179 / 7420947 ; 0203 / 98308795 ; jan.wiens@mail.xyz ; ja
130 ; Herr ; Dr. ; Ricardo ; Hoppe ; 12.8.1954 ; Manfred-von-Richthofen-Str. 70 ; 63829 ; Krombach ; 06024 / 96555713 ; 0173 / 9712823 ; 06024 / 64616760 ; r.hoppe@mail.xyz ; ja
131 ; Frau ; Prof. ; Stina ; Potter ; 23.10.1958 ; Friesenring 124 ; 95460 ; Bad Berneck ; 09273 / 28672500 ; 0179 / 3473527 ; 09273 / 843294 ; s.potter@mail.xyz ; ja
132 ; Herr ; Prof. ; Jannis ; Phelps ; 23.8.1948 ; Neusser Str. 145 ; 67308 ; Lautersheim ; 06351 / 54232813 ; 0179 / 1170442 ; 06351 / 56051774 ; jannis.phelps@mail.xyz ; ja
133 ; Herr ; Dr. ; Vincent ; Fritz ; 4.7.1992 ; Hofstr. 154 ; 19067 ; Cambs ; 03866 / 78682335 ; 0152 / 4875367 ; 03866 / 90637227 ; v.fritz@mail.xyz ; ja
134 ; Frau ; Dr. ; Mandy ; Bertram ; 2.9.1962 ; Wormser Str. 158a ; 39387 ; Oschersleben ; 03949 / 66150529 ; 0158 / 5652515 ; 03949 / 14894248 ; m.bertram@mail.xyz ; ja
135 ; Herr ; Dr. ; Helmuth ; Owen ; 3.5.2000 ; Dahlienweg 55 ; 47475 ; Kamp-Lintfort ; 02842 / 65036102 ; 0155 / 1147030 ; 02842 / 23722978 ; h.owen@mail.xyz ; ja
136 ; Frau ; Prof. ; Marie ; Uhlmann ; 23.11.1990 ; Studtstr. 104 ; 66115 ; Saarbrücken ; 0681 / 94105425 ; 0179 / 6363037 ; 0681 / 69322263 ; m.uhlmann@mail.xyz ; ja
137 ; Herr ; Dr. ; Filip ; Schwabe ; 26.10.1968 ; Am Oedingteich 147 ; 03205 ; Lug ; 03541 / 44344319 ; 0155 / 5186227 ; 03541 / 64402658 ; f.schwabe@mail.xyz ; ja
138 ; Herr ; Dr. ; Lars ; Winterhart ; 7.9.1973 ; Am Filk 130 ; 67808 ; Bayerfeld-Steckweiler ; 06362 / 10928436 ; 0161 / 3154889 ; 06362 / 5339888 ; l.winterhart@mail.xyz ; ja
139 ; Herr ; Dr. ; Gabriel ; Herbst ; 13.6.1995 ; Starweg 20 ; 78589 ; Dürbheim ; 07424 / 63435862 ; 0166 / 2985014 ; 07424 / 50633802 ; g.herbst@mail.xyz ; ja
140 ; Herr ; Dr. ; Robert ; Bayer ; 4.12.1981 ; Kapellenstr. 198 ; 55278 ; Köngernheim ; 06737 / 51552051 ; 0163 / 2160485 ; 06737 / 43040343 ; r.bayer@mail.xyz ; ja
141 ; Herr ; Dr. ; Kjell ; Simons ; 8.1.1955 ; Lammerbach 30 ; 78662 ; Bösingen ; 07404 / 60121426 ; 0174 / 5597928 ; 07404 / 92393015 ; kjell.simons@mail.xyz ; ja
142 ; Herr ; Dr. ; Bernhardt ; Breuninger ; 5.4.1952 ; Försterstr. 132 ; 24321 ; Panker ; 04381 / 17209590 ; 0165 / 4395202 ; 04381 / 94819692 ; bernhardt.breuninger@mail.xyz ; ja
143 ; Frau ; Dr. ; Brigitte ; Kallweit ; 11.10.1965 ; Ringelnatzstr. 197 ; 97780 ; Gössenheim ; 09358 / 23914521 ; 0161 / 9388760 ; 09358 / 73639830 ; b.kallweit@mail.xyz ; ja
144 ; Frau ; Dr. ; Selin ; Harms ; 24.3.1923 ; Münsterstr. 38 ; 08315 ; Bernsbach ; 03774 / 19109898 ; 0164 / 5099875 ; 03774 / 5996156 ; s.harms@mail.xyz ; ja
145 ; Herr ; Dr. ; Gerhard ; Jung ; 6.5.1996 ; Schützenstr. 125 ; 55758 ; Schmidthachenbach ; 06785 / 58008174 ; 0174 / 4765063 ; 06785 / 59102474 ; gerhard.jung@mail.xyz ; ja
146 ; Frau ; Dr. ; Klaudia ; Hilscher ; 2.8.1988 ; Florentine-Eichler-Str. 113 ; 23936 ; Roggenstorf ; 03881 / 76894065 ; 0153 / 1099510 ; 03881 / 47604869 ; klaudia.hilscher@mail.xyz ; ja
147 ; Frau ; Prof. ; Lina ; Offermann ; 28.12.1967 ; Jakobusstr. 7 ; 76135 ; Karlsruhe ; 0721 / 22700554 ; 0159 / 6128002 ; 0721 / 49968709 ; l.offermann@mail.xyz ; ja
148 ; Herr ; Prof. ; Marcus ; Munk ; 8.5.1933 ; Kurneystr. 136 ; 03042 ; Cottbus ; 0355 / 33622524 ; 0169 / 3850657 ; 0355 / 11849265 ; marcus.munk@mail.xyz ; ja
149 ; Frau ; Dr. ; Carla ; Urban ; 4.10.1987 ; Piusstr. 73 ; 21382 ; Brietlingen ; 04133 / 39795170 ; 0173 / 6260743 ; 04133 / 11087476 ; c.urban@mail.xyz ; ja
150 ; Frau ; Dr. ; Emmely ; Kohl ; 10.5.1922 ; Gottesweg 30 ; 68305 ; Mannheim ; 0621 / 95867138 ; 0152 / 3016974 ; 0621 / 75494802 ; e.kohl@mail.xyz ; ja
151 ; Frau ; Dr. ; Christine ; Tempel ; 25.12.1957 ; Am Pulverschuppen 17a ; 66879 ; Oberstaufenbach ; 06381 / 29952566 ; 0150 / 1062476 ; 06381 / 6924490 ; c.tempel@mail.xyz ; ja
152 ; Frau ; Dr. ; Nele ; Schardt ; 16.5.1967 ; Rosenplatz 169 ; 55483 ; Kappel ; 06763 / 32602938 ; 0164 / 9958619 ; 06763 / 14388222 ; n.schardt@mail.xyz ; ja
153 ; Herr ; Dr. ; Timm ; Sikora ; 22.7.1943 ; Bernhard-Poether-Str. 76 ; 86399 ; Bobingen ; 08234 / 86152827 ; 0176 / 7080898 ; 08234 / 59373965 ; t.sikora@mail.xyz ; ja
154 ; Herr ; Dr. ; Yannick ; Sandner ; 8.5.1995 ; Hermann-Treff-Weg 104 ; 54673 ; Heilbach ; 06564 / 28012069 ; 0167 / 5011976 ; 06564 / 19269411 ; yannick.sandner@mail.xyz ; ja
155 ; Frau ; Dr. ; Monica ; Löw ; 18.2.1949 ; Äußere Kanalstr. 151 ; 65222 ; Taunusstein ; 06128 / 76240435 ; 0164 / 4131673 ; 06128 / 720808 ; m.loew@mail.xyz ; ja
156 ; Herr ; Dr. ; Lennard ; Love ; 18.9.1936 ; Papenbusch 44 ; 38464 ; Groß Twülpstedt ; 05364 / 14267835 ; 0156 / 3095965 ; 05364 / 50325453 ; l.love@mail.xyz ; ja
157 ; Herr ; Prof. ; Ricardo ; Geist ; 12.11.1928 ; Max-Winkelmann-Str. 159 ; 66802 ; Überherrn ; 06836 / 77609232 ; 0155 / 5385433 ; 06836 / 17691956 ; ricardo.geist@mail.xyz ; ja
158 ; Frau ; Dr. ; Denise ; Sattler ; 19.1.1975 ; Werseblick 132 ; 69256 ; Mauer ; 06226 / 35487200 ; 0169 / 7571342 ; 06226 / 3357688 ; denise.sattler@mail.xyz ; ja
159 ; Frau ; Prof. ; Alexandra ; Zeh ; 25.7.1979 ; Försterstr. 49 ; 93342 ; Saal an der Donau ; 09441 / 87136323 ; 0173 / 2872679 ; 09441 / 58026712 ; a.zeh@mail.xyz ; ja
160 ; Herr ; Dr. ; Benedict ; Koller ; 22.1.1976 ; Kerßenbrockstr. 33 ; 49191 ; Belm ; 05406 / 22801609 ; 0166 / 3043921 ; 05406 / 67598807 ; benedict.koller@mail.xyz ; ja
161 ; Herr ; Dr. ; Christof ; Gerd ; 6.9.1985 ; Kröver Str. 174 ; 94078 ; Freyung ; 08551 / 95172131 ; 0155 / 1666420 ; 08551 / 2505546 ; c.gerd@mail.xyz ; ja
162 ; Frau ; Dr. ; Stefanie ; Keller ; 20.6.1970 ; Königsberger Str. 154 ; 61462 ; Königstein ; 06174 / 87799770 ; 0165 / 3125371 ; 06174 / 25383276 ; s.keller@mail.xyz ; ja
163 ; Frau ; Prof. ; Theresa ; Matthes ; 28.12.1983 ; Handorfer Str. 107 ; 23827 ; Travenhorst ; 04559 / 49905931 ; 0152 / 3827028 ; 04559 / 7689292 ; theresa.matthes@mail.xyz ; ja
164 ; Herr ; Dr. ; Kristof ; Huff ; 3.8.1944 ; Morthorststr. 166 ; 31787 ; Hameln ; 05151 / 34730781 ; 0157 / 5112554 ; 05151 / 98037008 ; k.huff@mail.xyz ; ja
165 ; Frau ; Dr. ; Theresa ; Hillenbrand ; 18.11.1964 ; Maximilianstr. 177 ; 91352 ; Hallerndorf ; 09545 / 33432926 ; 0166 / 4163390 ; 09545 / 16107802 ; t.hillenbrand@mail.xyz ; ja
166 ; Herr ; Dr. ; Marcus ; Patterson ; 9.10.1934 ; Memmertweg 105 ; 65719 ; Hofheim am Taunus ; 06192 / 36897415 ; 0163 / 7892662 ; 06192 / 4918459 ; m.patterson@mail.xyz ; ja
167 ; Frau ; Prof. ; Nina ; Hussmann ; 12.10.1988 ; Kirchstr. 165 ; 89597 ; Hausen am Bussen ; 07393 / 61058872 ; 0156 / 3777499 ; 07393 / 84202086 ; nina.hussmann@mail.xyz ; ja
168 ; Frau ; Dr. ; Helga ; Schall ; 6.1.1979 ; Rüschhausweg 77a ; 72362 ; Nusplingen ; 07429 / 79408487 ; 0178 / 4834021 ; 07429 / 87683508 ; h.schall@mail.xyz ; ja
169 ; Frau ; Dr. ; Inga ; Burgess ; 7.11.1981 ; Innsbruckweg 147 ; 51381 ; Leverkusen ; 0214 / 35427040 ; 0152 / 2922976 ; 0214 / 6899761 ; inga.burgess@mail.xyz ; ja
170 ; Herr ; Prof. ; Valentin ; Beer ; 20.3.1995 ; Piusstr. 110 ; 40670 ; Meerbusch ; 02132 / 84180571 ; 0175 / 4880078 ; 02132 / 7449278 ; v.beer@mail.xyz ; ja
171 ; Frau ; Dr. ; Bärbel ; Farmer ; 19.10.1984 ; Lassallestr. 136 ; 56271 ; Roßbach ; 02662 / 93124165 ; 0152 / 6127556 ; 02662 / 39315407 ; baerbel.farmer@mail.xyz ; ja
172 ; Frau ; Dr. ; Isabelle ; Kämpf ; 13.6.1935 ; Goldregenweg 19 ; 17440 ; Sauzin ; 03836 / 46567099 ; 0166 / 9925203 ; 03836 / 68779487 ; isabelle.kaempf@mail.xyz ; ja
173 ; Frau ; Dr. ; Sinah ; Burger ; 6.8.1943 ; Gustav-Tweer-Weg 69 ; 57612 ; Hemmelzen ; 02681 / 68263161 ; 0171 / 5562571 ; 02681 / 97583571 ; s.burger@mail.xyz ; ja
174 ; Frau ; Dr. ; Waltraut ; Lauer ; 24.5.1943 ; Widdeshover Weg 53 ; 75387 ; Neubulach ; 07053 / 64855408 ; 0154 / 1582579 ; 07053 / 76230731 ; waltraut.lauer@mail.xyz ; ja
175 ; Frau ; Prof. ; Nadine ; Nagler ; 2.9.1950 ; Widdeshover Weg 36 ; 35096 ; Weimar ; 06421 / 7094824 ; 0169 / 3663554 ; 06421 / 87720418 ; nadine.nagler@mail.xyz ; ja
176 ; Herr ; Dr. ; Jasper ; Henderson ; 21.2.1945 ; Telemannstr. 117 ; 94113 ; Tiefenbach ; 08509 / 51365957 ; 0150 / 9880440 ; 08509 / 68387234 ; jasper.henderson@mail.xyz ; ja
177 ; Herr ; Dr. ; Stefan ; Beier ; 28.12.1986 ; Uhuweg 123 ; 36100 ; Petersberg ; 0661 / 99469626 ; 0165 / 1887004 ; 0661 / 46047425 ; stefan.beier@mail.xyz ; ja
178 ; Herr ; Dr. ; Frederic ; Mutschler ; 8.8.1961 ; Hindenburgplatz 47 ; 79804 ; Dogern ; 07751 / 32492764 ; 0177 / 8209419 ; 07751 / 22278316 ; frederic.mutschler@mail.xyz ; ja
179 ; Frau ; Dr. ; Kirsten ; Wood ; 28.10.1972 ; Oberschlesier Str. 110 ; 10777 ; Berlin ; 030 / 98058824 ; 0159 / 3796692 ; 030 / 63444420 ; kirsten.wood@mail.xyz ; ja
180 ; Frau ; Prof. ; Alexandra ; Goodman ; 6.12.1971 ; Erikahof 134 ; 03050 ; Cottbus ; 0355 / 67044459 ; 0161 / 5474026 ; 0355 / 10093789 ; a.goodman@mail.xyz ; ja
181 ; Frau ; Dr. ; Sabine ; Kastner ; 17.3.1930 ; Gustav-Tweer-Weg 141 ; 29693 ; Hademstorf ; 05164 / 29998990 ; 0156 / 4168829 ; 05164 / 27429196 ; s.kastner@mail.xyz ; ja
182 ; Herr ; Dr. ; Lion ; Steinberg ; 2.4.2000 ; Deutz-Kalker Str. 86 ; 74906 ; Bonfeld ; 07066 / 53912458 ; 0162 / 4741099 ; 07066 / 62006012 ; lion.steinberg@mail.xyz ; ja
183 ; Herr ; Dr. ; Leander ; Nowak ; 13.11.1946 ; Dorotheenstr. 109a ; 25560 ; Kaisborstel ; 04892 / 45230549 ; 0159 / 6844268 ; 04892 / 32869284 ; l.nowak@mail.xyz ; ja
184 ; Frau ; Dr. ; Carlotta ; Friedrichs ; 19.12.1937 ; Birkenweg 55 ; 54340 ; Ensch ; 06502 / 25769231 ; 0154 / 4941458 ; 06502 / 7612657 ; c.friedrichs@mail.xyz ; ja
185 ; Herr ; Dr. ; Frank ; Dudek ; 15.11.1979 ; Ostlandstr. 47 ; 45143 ; Essen ; 0201 / 65627371 ; 0167 / 7454548 ; 0201 / 45313334 ; frank.dudek@mail.xyz ; ja
186 ; Frau ; Dr. ; Jenny ; Lederer ; 15.11.1996 ; Widdeshover Weg 67 ; 25715 ; Ramhusen ; 04851 / 46240400 ; 0153 / 2140960 ; 04851 / 44251243 ; jenny.lederer@mail.xyz ; ja
187 ; Frau ; Dr. ; Carolin ; Balz ; 5.4.1953 ; Schmittingheide 183a ; 45149 ; Essen ; 0201 / 93454202 ; 0176 / 5100269 ; 0201 / 66888302 ; carolin.balz@mail.xyz ; ja
188 ; Herr ; Prof. ; Christof ; Briggs ; 8.6.1952 ; Kapellenstr. 91 ; 66424 ; Homburg ; 06841 / 10451646 ; 0153 / 5275785 ; 06841 / 112786 ; c.briggs@mail.xyz ; ja
189 ; Herr ; Dr. ; Gerhardt ; Brass ; 13.6.1932 ; Norbertstr. 54 ; 49835 ; Wietmarschen ; 05925 / 85971147 ; 0162 / 1265496 ; 05925 / 29800931 ; gerhardt.brass@mail.xyz ; ja
190 ; Herr ; Dr. ; Holger ; Ortega ; 26.12.1975 ; Eifelstr. 183 ; 73550 ; Waldstetten ; 07171 / 94869275 ; 0170 / 9675696 ; 07171 / 10554627 ; holger.ortega@mail.xyz ; ja
191 ; Frau ; Prof. ; Doris ; Hass ; 13.5.1999 ; Florentine-Eichler-Str. 177 ; 31867 ; Messenkamp ; 05723 / 46994198 ; 0156 / 4311579 ; 05723 / 59582960 ; doris.hass@mail.xyz ; ja
192 ; Frau ; Dr. ; Heike ; Laub ; 22.8.1948 ; Angelstr. 200 ; 54518 ; Rivenich ; 06571 / 88775398 ; 0171 / 2484304 ; 06571 / 45824354 ; heike.laub@mail.xyz ; ja
193 ; Herr ; Dr. ; Luk ; Reinelt ; 14.1.1989 ; Werseblick 190a ; 56727 ; Sankt Johann ; 02651 / 41981607 ; 0162 / 7381051 ; 02651 / 99344192 ; l.reinelt@mail.xyz ; ja
194 ; Herr ; Dr. ; Samuel ; Gerth ; 11.12.1956 ; Sternstr. 173 ; 23936 ; Plüschow ; 03881 / 87320916 ; 0165 / 4475155 ; 03881 / 22922347 ; samuel.gerth@mail.xyz ; ja
195 ; Frau ; Dr. ; Marlene ; Heckmann ; 3.6.1964 ; Ulmenweg 19 ; 25551 ; Winseldorf ; 04826 / 46312536 ; 0153 / 5942291 ; 04826 / 76435860 ; marlene.heckmann@mail.xyz ; ja
196 ; Herr ; Dr. ; Markus ; Goetze ; 14.10.1975 ; Sternstr. 194 ; 06792 ; Sandersdorf-Anhalt ; 03493 / 99257466 ; 0159 / 7117032 ; 03493 / 29276358 ; markus.goetze@mail.xyz ; ja
197 ; Herr ; Dr. ; Leonard ; Cohen ; 16.8.1977 ; Dodostr. 128 ; 92676 ; Eschenbach ; 09645 / 87308400 ; 0173 / 6479037 ; 09645 / 17409392 ; l.cohen@mail.xyz ; ja
198 ; Herr ; Dr. ; Tore ; Einecke ; 5.8.1985 ; Altenhofer Weg 82 ; 97348 ; Rödelsee ; 09323 / 52293100 ; 0162 / 3152847 ; 09323 / 69914593 ; tore.einecke@mail.xyz ; ja
199 ; Herr ; Dr. ; Antonio ; Schanz ; 5.2.1978 ; Simon-Meister-Str. 175 ; 99894 ; Friedrichroda ; 03623 / 2640994 ; 0151 / 3358140 ; 03623 / 74321688 ; a.schanz@mail.xyz ; ja
200 ; Herr ; Dr. ; Horst ; Rosenthal ; 12.5.1975 ; Gartenstr. 127 ; 90489 ; Nürnberg ; 0911 / 57997288 ; 0167 / 6721553 ; 0911 / 36996832 ; h.rosenthal@mail.xyz ; ja
201 ; Frau ; Dr. ; Anneliese ; Wetzel ; 19.4.1997 ; Ringelnatzstr. 192 ; 25693 ; Volsemenhusen ; 04851 / 69715275 ; 0158 / 1768725 ; 04851 / 22828697 ; a.wetzel@mail.xyz ; ja
202 ; Herr ; Dr. ; Fritz ; Hetzel ; 11.1.1943 ; Dahlweg 166a ; 23554 ; Lübeck ; 0451 / 29321975 ; 0150 / 6601062 ; 0451 / 37776813 ; fritz.hetzel@mail.xyz ; ja
203 ; Frau ; Prof. ; Klara ; Fels ; 9.12.1929 ; Merheimer Str. 93 ; 93093 ; Donaustauf ; 09403 / 77269326 ; 0156 / 9442932 ; 09403 / 69973201 ; klara.fels@mail.xyz ; ja
204 ; Frau ; Dr. ; Liv ; Siegle ; 15.5.1971 ; Meinertzstr. 181 ; 65468 ; Trebur ; 06147 / 81075580 ; 0154 / 4448625 ; 06147 / 66251151 ; liv.siegle@mail.xyz ; ja
205 ; Herr ; Dr. ; Levin ; Sondermann ; 12.7.1950 ; Janningsweg 125 ; 78052 ; Villingen-Schwenningen ; 07721 / 12302189 ; 0169 / 1228545 ; 07721 / 25396966 ; levin.sondermann@mail.xyz ; ja
206 ; Frau ; Dr. ; Britta ; Drechsler ; 6.6.1948 ; Alte Apotheke 179 ; 86450 ; Altenmünster ; 08295 / 13679561 ; 0176 / 1646090 ; 08295 / 45892543 ; britta.drechsler@mail.xyz ; ja
207 ; Herr ; Dr. ; Hartmut ; Juergens ; 17.1.1963 ; Offenbergstr. 178 ; 56244 ; Kuhnhöfen ; 02666 / 79846011 ; 0169 / 8135681 ; 02666 / 12634985 ; hartmut.juergens@mail.xyz ; ja
208 ; Frau ; Prof. ; Erna ; Kasten ; 9.10.1920 ; Vorgebirgstr. 130 ; 03205 ; Bischdorf ; 03541 / 9991522 ; 0164 / 3128575 ; 03541 / 12904665 ; e.kasten@mail.xyz ; ja
209 ; Herr ; Dr. ; Pascal ; Mück ; 19.10.1984 ; Studtstr. 89 ; 07389 ; Bucha ; 03663 / 644113 ; 0178 / 4490192 ; 03663 / 83276075 ; p.mueck@mail.xyz ; ja
210 ; Frau ; Dr. ; Alena ; Eberl ; 5.10.1942 ; Meinertzstr. 129 ; 54311 ; Trierweiler ; 0651 / 90530664 ; 0162 / 4604894 ; 0651 / 52162532 ; a.eberl@mail.xyz ; ja
211 ; Herr ; Prof. ; Bastian ; Hoffmann ; 14.6.1990 ; Hensenstr. 60 ; 96231 ; Bad Staffelstein ; 09573 / 96872698 ; 0157 / 6007615 ; 09573 / 74826481 ; b.hoffmann@mail.xyz ; ja
212 ; Frau ; Dr. ; Sofie ; Böttner ; 17.9.1964 ; Kurze Str. 96 ; 59757 ; Arnsberg ; 02931 / 65201423 ; 0160 / 6433703 ; 02931 / 20921693 ; s.boettner@mail.xyz ; ja
213 ; Frau ; Prof. ; Giulia ; Büsch ; 13.10.1928 ; Cheruskerstr. 122 ; 32545 ; Bad Oeynhausen ; 05731 / 34094678 ; 0171 / 7795867 ; 05731 / 92331469 ; g.buesch@mail.xyz ; ja
214 ; Herr ; Prof. ; Alexander ; Payne ; 27.7.1958 ; Schmeddingstr. 69 ; 21734 ; Oederquart ; 04779 / 51151228 ; 0169 / 1350513 ; 04779 / 58010288 ; a.payne@mail.xyz ; ja
215 ; Frau ; Prof. ; Anneke ; Seibert ; 26.5.1984 ; Am Burloh 197 ; 85119 ; Ernsgaden ; 08452 / 81096245 ; 0156 / 9137099 ; 08452 / 51102056 ; anneke.seibert@mail.xyz ; ja
216 ; Herr ; Dr. ; Mike ; Brutto ; 4.1.1928 ; Templerweg 195 ; 24248 ; Mönkeberg ; 0431 / 31440822 ; 0164 / 8599053 ; 0431 / 95149223 ; m.brutto@mail.xyz ; ja
217 ; Frau ; Dr. ; Katharina ; Zech ; 22.3.1959 ; Arnheimweg 48 ; 86558 ; Hohenwart ; 08443 / 95386350 ; 0169 / 9817485 ; 08443 / 56979528 ; katharina.zech@mail.xyz ; ja
218 ; Frau ; Dr. ; Christa ; Rösch ; 2.11.1996 ; Gleueler Str. 26 ; 76771 ; Hördt ; 07272 / 24264353 ; 0160 / 4005416 ; 07272 / 52733118 ; c.roesch@mail.xyz ; ja
219 ; Herr ; Dr. ; Jean ; Cross ; 4.5.1940 ; Unter Kahlenhausen 167 ; 73660 ; Urbach ; 07181 / 78539302 ; 0163 / 3381754 ; 07181 / 26296958 ; j.cross@mail.xyz ; ja
220 ; Herr ; Prof. ; Jeremy ; Daniela ; 12.4.1977 ; Rennbahnstr. 81 ; 53520 ; Meuspath ; 02691 / 37051323 ; 0161 / 8899005 ; 02691 / 68712559 ; jeremy.daniela@mail.xyz ; ja
221 ; Frau ; Dr. ; Leoni ; Novak ; 19.8.1997 ; Hölkenbusch 191 ; 54612 ; Nimshuscheid ; 06551 / 65933585 ; 0164 / 5325028 ; 06551 / 58421309 ; leoni.novak@mail.xyz ; ja
222 ; Frau ; Dr. ; Kirsten ; Retzlaff ; 15.3.1992 ; Kapellenstr. 127 ; 18528 ; Rappin ; 03838 / 14799990 ; 0153 / 7661168 ; 03838 / 87258574 ; k.retzlaff@mail.xyz ; ja
223 ; Frau ; Dr. ; Rosa ; Kugler ; 11.8.1962 ; Schubertstr. 56 ; 24884 ; Selk ; 04621 / 46619283 ; 0167 / 8065898 ; 04621 / 98445610 ; r.kugler@mail.xyz ; ja
224 ; Herr ; Prof. ; Olaf ; Dietz ; 25.9.1929 ; Sophienstr. 195 ; 85464 ; Finsing ; 08121 / 42552437 ; 0159 / 1305476 ; 08121 / 62382820 ; olaf.dietz@mail.xyz ; ja
225 ; Frau ; Dr. ; Edith ; Francis ; 1.6.1981 ; Mondstr. 200 ; 54662 ; Herforst ; 06562 / 96575527 ; 0160 / 7652207 ; 06562 / 62923574 ; e.francis@mail.xyz ; ja
226 ; Herr ; Dr. ; Till ; Garner ; 23.6.1972 ; Scheibenstr. 186 ; 79346 ; Endingen am Kaiserstuhl ; 07642 / 91464881 ; 0156 / 2706688 ; 07642 / 45224825 ; till.garner@mail.xyz ; ja
227 ; Frau ; Dr. ; Lyn ; Offermann ; 6.12.1962 ; Meinertzstr. 97 ; 44357 ; Dortmund ; 0231 / 43658052 ; 0163 / 7518227 ; 0231 / 802399 ; lyn.offermann@mail.xyz ; ja
228 ; Frau ; Dr. ; Anabel ; Bormann ; 10.9.1991 ; Stettiner Str. 84 ; 17268 ; Templin ; 03987 / 64446345 ; 0174 / 4343686 ; 03987 / 686533 ; anabel.bormann@mail.xyz ; ja
229 ; Frau ; Dr. ; Victoria ; Maas ; 17.3.1985 ; Am Dornbusch 71 ; 74864 ; Fahrenbach ; 06267 / 40267760 ; 0163 / 1423580 ; 06267 / 89888579 ; v.maas@mail.xyz ; ja
230 ; Herr ; Prof. ; Juri ; Hecker ; 1.10.1948 ; Wolbecker Str. 167 ; 89174 ; Altheim ; 07340 / 19622409 ; 0163 / 6718952 ; 07340 / 83498235 ; j.hecker@mail.xyz ; ja
231 ; Herr ; Dr. ; Theo ; Fendt ; 19.8.1954 ; Erpeler Str. 21 ; 49661 ; Cloppenburg ; 04471 / 55981063 ; 0167 / 6964691 ; 04471 / 98459556 ; theo.fendt@mail.xyz ; ja
232 ; Frau ; Dr. ; Helene ; Nagl ; 22.7.1941 ; Papenbusch 55 ; 49751 ; Werpeloh ; 05952 / 39480052 ; 0175 / 1297415 ; 05952 / 27497690 ; h.nagl@mail.xyz ; ja
233 ; Frau ; Dr. ; Nelly ; Steinmann ; 15.7.1988 ; Herdingstr. 140 ; 54533 ; Oberöfflingen ; 06572 / 95379412 ; 0152 / 7220860 ; 06572 / 22457632 ; n.steinmann@mail.xyz ; ja
234 ; Frau ; Dr. ; Caroline ; Gehring ; 6.12.1993 ; Kochwiesenstr. 186 ; 67746 ; Langweiler ; 06788 / 42346239 ; 0171 / 2799614 ; 06788 / 76891186 ; c.gehring@mail.xyz ; ja
235 ; Frau ; Dr. ; Katrin ; Adler ; 8.3.1986 ; Buldernweg 25 ; 54531 ; Manderscheid ; 06572 / 54503889 ; 0173 / 5701890 ; 06572 / 46867140 ; katrin.adler@mail.xyz ; ja
