Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
118 ; Herr ; Prof. ; Quentin ; Hillmann ; 6.5.1961 ; Meckmannweg 124 ; 88145 ; Hergatz ; 08385 / 12887848 ; 0153 / 3640283 ; 08385 / 27389743 ; quentin.hillmann@mail.xyz ; ja
119 ; Frau ; Dr. ; Johanna ; Cremer ; 7.9.1997 ; Neißestr. 190 ; 25489 ; Haselau ; 04129 / 40258618 ; 0178 / 9428426 ; 04129 / 94533795 ; johanna.cremer@mail.xyz ; ja
120 ; Frau ; Dr. ; Andrea ; Romero ; 13.4.1945 ; Lammerbach 189 ; 44379 ; Dortmund ; 0231 / 4473117 ; 0158 / 8166757 ; 0231 / 14137286 ; andrea.romero@mail.xyz ; ja
121 ; Frau ; Dr. ; Ingrid ; Haller ; 24.12.1941 ; Weißenburgstr. 49 ; 21360 ; Vögelsen ; 04131 / 40044058 ; 0179 / 4008135 ; 04131 / 49598382 ; ingrid.haller@mail.xyz ; ja
122 ; Frau ; Dr. ; Isabel ; Bradley ; 9.1.1993 ; Am Hörsterfriedhof 22 ; 82152 ; Krailling ; 089 / 19430295 ; 0174 / 1687690 ; 089 / 49283070 ; isabel.bradley@mail.xyz ; ja
123 ; Herr ; Dr. ; Friedrich ; Heimann ; 27.2.1963 ; Rennbahnstr. 99 ; 68723 ; Plankstadt ; 06202 / 81384894 ; 0154 / 2905530 ; 06202 / 26282652 ; friedrich.heimann@mail.xyz ; ja
124 ; Frau ; Dr. ; Silke ; Zapf ; 23.2.1992 ; Parkallee 14 ; 14612 ; Falkensee ; 03322 / 63148907 ; 0159 / 4815119 ; 03322 / 89435882 ; s.zapf@mail.xyz ; ja
125 ; Frau ; Dr. ; Romy ; Brendel ; 2.3.1999 ; Düsseldorfer Str. 32 ; 85399 ; Hallbergmoos ; 0811 / 37712941 ; 0160 / 5297489 ; 0811 / 48869887 ; r.brendel@mail.xyz ; ja
126 ; Herr ; Prof. ; Ian ; Heyne ; 11.11.1986 ; Simon-Meister-Str. 174a ; 26548 ; Norderney ; 04932 / 13895993 ; 0173 / 9529521 ; 04932 / 46559044 ; i.heyne@mail.xyz ; ja
127 ; Herr ; Prof. ; Simon ; Ramsey ; 15.2.1931 ; Kurze Str. 131 ; 45276 ; Essen ; 0201 / 64086344 ; 0151 / 6508742 ; 0201 / 58484882 ; s.ramsey@mail.xyz ; ja
128 ; Frau ; Dr. ; Inga ; Warner ; 19.1.1946 ; Königsberger Str. 15 ; 94160 ; Ringelai ; 08555 / 41834540 ; 0168 / 4954100 ; 08555 / 21208883 ; i.warner@mail.xyz ; ja
129 ; Herr ; Dr. ; Heinz ; Poole ; 8.9.1947 ; Starweg 58 ; 86694 ; Niederschönenfeld ; 09090 / 43625892 ; 0169 / 3675397 ; 09090 / 85270723 ; h.poole@mail.xyz ; ja
130 ; Frau ; Dr. ; Birgit ; Reis ; 22.1.1946 ; Schmeddingstr. 109 ; 88161 ; Lindenberg ; 08381 / 38585112 ; 0150 / 6916302 ; 08381 / 34731578 ; birgit.reis@mail.xyz ; ja
131 ; Herr ; Prof. ; Tim ; Bad ; 6.11.1926 ; Dahlienweg 132 ; 66506 ; Maßweiler ; 06334 / 7542266 ; 0167 / 6221191 ; 06334 / 56334896 ; t.bad@mail.xyz ; ja
132 ; Herr ; Prof. ; Henrik ; Nass ; 26.1.1961 ; Am Nubbenberg 158 ; 47551 ; Bedburg-Hau ; 02821 / 38924452 ; 0160 / 4571146 ; 02821 / 93129143 ; henrik.nass@mail.xyz ; ja
133 ; Frau ; Prof. ; Irmgart ; Heyder ; 2.9.1929 ; Am Nubbenberg 80 ; 23911 ; Groß Disnack ; 04541 / 28434388 ; 0154 / 1034859 ; 04541 / 90830365 ; i.heyder@mail.xyz ; ja
134 ; Frau ; Dr. ; Kristina ; Neubert ; 27.1.1986 ; Starweg 93 ; 25579 ; Fitzbek ; 04822 / 27597225 ; 0160 / 9231219 ; 04822 / 60359957 ; kristina.neubert@mail.xyz ; ja
135 ; Frau ; Dr. ; Monika ; Manz ; 7.7.1939 ; Holunderweg 99 ; 92699 ; Bechtsrieth ; 0961 / 20832749 ; 0177 / 3855918 ; 0961 / 70430303 ; monika.manz@mail.xyz ; ja
136 ; Herr ; Dr. ; Benedikt ; Uhl ; 21.3.1978 ; Mondstr. 192 ; 17337 ; Schönhausen ; 03968 / 38709150 ; 0154 / 2900743 ; 03968 / 6015449 ; b.uhl@mail.xyz ; ja
137 ; Frau ; Dr. ; Annette ; Buss ; 23.2.1974 ; Hillscheider Weg 156 ; 73441 ; Bopfingen ; 07362 / 39298813 ; 0170 / 7292966 ; 07362 / 53076495 ; annette.buss@mail.xyz ; ja
138 ; Herr ; Dr. ; Stephan ; Landmann ; 17.10.1991 ; Weseler Str. 185 ; 03222 ; Lübbenau ; 03542 / 10618266 ; 0165 / 2233530 ; 03542 / 38340515 ; s.landmann@mail.xyz ; ja
139 ; Frau ; Dr. ; Angelina ; Geiser ; 19.4.1957 ; Bielefelder Str. 154 ; 03130 ; Spremberg ; 03563 / 84002931 ; 0174 / 2029104 ; 03563 / 22042614 ; a.geiser@mail.xyz ; ja
140 ; Frau ; Prof. ; Ann ; Pope ; 22.10.1939 ; Kappenberger Damm 84a ; 56244 ; Ötzingen ; 02602 / 28019697 ; 0176 / 9795529 ; 02602 / 77719178 ; a.pope@mail.xyz ; ja
141 ; Frau ; Prof. ; Alexa ; Simmons ; 21.12.1983 ; Wolbecker Str. 36 ; 03172 ; Guben ; 03561 / 60997564 ; 0155 / 3489316 ; 03561 / 18256863 ; alexa.simmons@mail.xyz ; ja
142 ; Herr ; Dr. ; Jannick ; Volkmann ; 13.6.1973 ; Marsweg 193 ; 98673 ; Bockstadt ; 03686 / 36769765 ; 0158 / 4971246 ; 03686 / 23829994 ; jannick.volkmann@mail.xyz ; ja
143 ; Herr ; Dr. ; Wolfgang ; Bowman ; 21.5.1927 ; Offenbergstr. 110 ; 24358 ; Bistensee ; 04353 / 53651231 ; 0158 / 9305905 ; 04353 / 27033411 ; w.bowman@mail.xyz ; ja
144 ; Herr ; Dr. ; Dario ; Strauch ; 10.1.1922 ; Deutz-Kalker Str. 62 ; 06667 ; Leißling ; 03443 / 1127817 ; 0169 / 4994752 ; 03443 / 38995715 ; dario.strauch@mail.xyz ; ja
145 ; Herr ; Dr. ; Klaas ; Wieczorek ; 9.6.1970 ; Zur Gräfte 127 ; 07334 ; Goßwitz ; 03671 / 99406040 ; 0170 / 4874133 ; 03671 / 89240554 ; klaas.wieczorek@mail.xyz ; ja
146 ; Herr ; Dr. ; Willi ; Ott ; 1.8.1938 ; Ringelnatzstr. 5 ; 07806 ; Weira ; 03647 / 32758209 ; 0176 / 2298688 ; 03647 / 91454261 ; w.ott@mail.xyz ; ja
147 ; Frau ; Dr. ; Stina ; Obermann ; 21.4.1962 ; Im Stemmen 49 ; 57539 ; Fürthen ; 02682 / 14293313 ; 0150 / 9575088 ; 02682 / 87888273 ; s.obermann@mail.xyz ; ja
148 ; Herr ; Dr. ; Liam ; Ahrens ; 16.8.1986 ; Von-Holte-Str. 157 ; 56587 ; Oberraden ; 02634 / 27701175 ; 0173 / 2070702 ; 02634 / 9491977 ; l.ahrens@mail.xyz ; ja
149 ; Herr ; Dr. ; Can ; Holt ; 24.5.1984 ; Mecklenbecker Str. 169 ; 56761 ; Kaifenheim ; 02653 / 2378410 ; 0173 / 6692690 ; 02653 / 30400130 ; can.holt@mail.xyz ; ja
150 ; Herr ; Prof. ; Jannik ; Jablonski ; 25.8.1925 ; An Lyskirchen 166 ; 68526 ; Ladenburg ; 06203 / 21017402 ; 0169 / 6756268 ; 06203 / 51141987 ; jannik.jablonski@mail.xyz ; ja
151 ; Frau ; Dr. ; Erica ; Bahr ; 20.9.1973 ; Am Dornbusch 63 ; 69412 ; Eberbach ; 06271 / 14900254 ; 0176 / 3529561 ; 06271 / 6247235 ; e.bahr@mail.xyz ; ja
152 ; Herr ; Dr. ; Volker ; Brenner ; 6.4.1964 ; Bielefelder Str. 24 ; 35099 ; Burgwald ; 06457 / 77487645 ; 0157 / 8788588 ; 06457 / 93308425 ; volker.brenner@mail.xyz ; ja
153 ; Frau ; Dr. ; Hannelore ; Käser ; 24.7.1921 ; Piusstr. 74 ; 71139 ; Ehningen ; 07034 / 9900859 ; 0172 / 2968874 ; 07034 / 6134601 ; hannelore.kaeser@mail.xyz ; ja
154 ; Frau ; Dr. ; Margarethe ; Kowalski ; 28.7.1992 ; Am Getterbach 89 ; 56276 ; Großmaischeid ; 02689 / 24777217 ; 0165 / 9034697 ; 02689 / 93851417 ; margarethe.kowalski@mail.xyz ; ja
155 ; Frau ; Dr. ; Barbara ; Lachmann ; 15.5.1944 ; Kurneystr. 36 ; 56826 ; Wollmerath ; 02676 / 72772207 ; 0171 / 5781056 ; 02676 / 52846157 ; b.lachmann@mail.xyz ; ja
156 ; Herr ; Dr. ; Robin ; Engler ; 24.11.1969 ; Rosenplatz 54 ; 92249 ; Vilseck ; 09662 / 28770267 ; 0167 / 7098896 ; 09662 / 81673785 ; robin.engler@mail.xyz ; ja
157 ; Frau ; Prof. ; Lorena ; Lopez ; 17.12.1963 ; Skagerrakstr. 143 ; 56479 ; Willingen ; 02664 / 57924381 ; 0161 / 3550181 ; 02664 / 80143240 ; lorena.lopez@mail.xyz ; ja
158 ; Herr ; Dr. ; Rüdiger ; Kaufhold ; 6.5.1944 ; Am Grauen Stein 106 ; 37170 ; Uslar ; 05571 / 24108177 ; 0168 / 8615492 ; 05571 / 39072039 ; ruediger.kaufhold@mail.xyz ; ja
159 ; Herr ; Dr. ; Fabian ; Janssen ; 10.1.1970 ; Beuelsweg 26 ; 42899 ; Remscheid ; 02191 / 28952772 ; 0151 / 1671759 ; 02191 / 61465433 ; f.janssen@mail.xyz ; ja
160 ; Frau ; Dr. ; Laura ; Liedtke ; 9.7.1945 ; Hüfferstr. 180 ; 89597 ; Munderkingen ; 07393 / 68942529 ; 0179 / 3350591 ; 07393 / 30471078 ; laura.liedtke@mail.xyz ; ja
161 ; Herr ; Dr. ; Leandro ; Dammann ; 5.9.1924 ; Manfred-von-Richthofen-Str. 34 ; 92542 ; Dieterskirchen ; 09671 / 5516111 ; 0160 / 7415919 ; 09671 / 41905060 ; leandro.dammann@mail.xyz ; ja
162 ; Frau ; Dr. ; Friederike ; Schädler ; 18.4.1952 ; Studtstr. 51 ; 26427 ; Neuharlingersiel ; 04974 / 25198785 ; 0161 / 6484103 ; 04974 / 79917355 ; friederike.schaedler@mail.xyz ; ja
163 ; Herr ; Dr. ; Marcel ; Breuer ; 11.8.1966 ; Immelmannstr. 164 ; 77833 ; Ottersweier ; 07223 / 63489247 ; 0167 / 6238362 ; 07223 / 7209107 ; m.breuer@mail.xyz ; ja
164 ; Herr ; Dr. ; Reinhard ; Grossmann ; 17.12.1949 ; Telgenweg 38 ; 93464 ; Tiefenbach ; 09673 / 11329131 ; 0156 / 4002203 ; 09673 / 33301067 ; r.grossmann@mail.xyz ; ja
165 ; Herr ; Dr. ; Jens ; Kaplan ; 2.6.1936 ; Wiedehagen 181 ; 13409 ; Reinickendorf ; 030 / 72106762 ; 0171 / 6081673 ; 030 / 61862011 ; j.kaplan@mail.xyz ; ja
166 ; Herr ; Dr. ; Dirk ; Schäfers ; 17.5.1961 ; Marderweg 11 ; 79227 ; Schallstadt ; 07664 / 39264747 ; 0163 / 2974465 ; 07664 / 34833624 ; dirk.schaefers@mail.xyz ; ja
167 ; Herr ; Dr. ; Artur ; Neuhaus ; 8.5.1950 ; Eulenbergstr. 38 ; 39638 ; Wiepke ; 03907 / 4620932 ; 0165 / 7172210 ; 03907 / 51210427 ; a.neuhaus@mail.xyz ; ja
168 ; Herr ; Dr. ; Dieter ; Theis ; 12.8.1937 ; Zum Burgschemm 82 ; 25548 ; Auufer ; 04822 / 67753239 ; 0179 / 2552692 ; 04822 / 51615343 ; dieter.theis@mail.xyz ; ja
169 ; Herr ; Dr. ; Henry ; Agrar ; 9.6.1960 ; Heroldstr. 34 ; 21712 ; Großenwörden ; 04775 / 40028400 ; 0163 / 1375194 ; 04775 / 84827537 ; henry.agrar@mail.xyz ; ja
170 ; Frau ; Dr. ; Helen ; Liebig ; 19.9.1952 ; Steinfurter Str. 90 ; 08525 ; Plauen ; 03741 / 56755550 ; 0167 / 7767779 ; 03741 / 85686388 ; helen.liebig@mail.xyz ; ja
171 ; Herr ; Prof. ; Roman ; Moreno ; 24.12.1924 ; Nerzweg 13 ; 54552 ; Schalkenmehren ; 06592 / 56300152 ; 0161 / 6853924 ; 06592 / 57180886 ; roman.moreno@mail.xyz ; ja
172 ; Herr ; Dr. ; Henri ; Lane ; 18.12.1962 ; Jakobusstr. 67 ; 34471 ; Volkmarsen ; 05693 / 81592002 ; 0164 / 5217278 ; 05693 / 97049154 ; h.lane@mail.xyz ; ja
173 ; Herr ; Dr. ; Werner ; Traut ; 27.11.1944 ; Steinkamp 185 ; 19230 ; Belsch ; 03883 / 89932016 ; 0163 / 5928446 ; 03883 / 26748823 ; werner.traut@mail.xyz ; ja
174 ; Frau ; Dr. ; Chantale ; Miller ; 12.1.2000 ; Wiedehagen 88 ; 96489 ; Niederfüllbach ; 09565 / 25601437 ; 0163 / 7496470 ; 09565 / 16759766 ; chantale.miller@mail.xyz ; ja
175 ; Frau ; Dr. ; Franziska ; Kanzler ; 25.11.1943 ; Theodor-Heuss-Ring 4 ; 91365 ; Weilersbach ; 09191 / 83381041 ; 0168 / 6521819 ; 09191 / 26251015 ; f.kanzler@mail.xyz ; ja
176 ; Frau ; Dr. ; Annabelle ; Lukas ; 9.12.1931 ; Starweg 97 ; 06528 ; Großleinungen ; 03464 / 2037554 ; 0155 / 6137331 ; 03464 / 63771850 ; a.lukas@mail.xyz ; ja
177 ; Frau ; Dr. ; Lieselotte ; Schwartz ; 7.12.1969 ; Westenkamp 42 ; 74595 ; Langenburg ; 07905 / 44646830 ; 0171 / 1918164 ; 07905 / 33089488 ; l.schwartz@mail.xyz ; ja
178 ; Herr ; Dr. ; Uwe ; Sailer ; 23.4.1976 ; Böttcherstr. 170 ; 29359 ; Habighorst ; 05142 / 47206917 ; 0154 / 6094336 ; 05142 / 58715720 ; u.sailer@mail.xyz ; ja
179 ; Frau ; Dr. ; Emmily ; Stumpf ; 2.10.1939 ; Dreizehnerstr. 95 ; 10709 ; Berlin ; 030 / 49465555 ; 0169 / 7298762 ; 030 / 75885735 ; e.stumpf@mail.xyz ; ja
180 ; Herr ; Dr. ; Louis ; Tews ; 18.9.1964 ; Werseblick 149 ; 56593 ; Niedersteinebach ; 02685 / 63969446 ; 0172 / 4681908 ; 02685 / 89906199 ; l.tews@mail.xyz ; ja
181 ; Frau ; Dr. ; Carlotta ; McLaughlin ; 12.8.1930 ; Meckmannweg 147 ; 93186 ; Pettendorf ; 09409 / 91293899 ; 0176 / 2284720 ; 09409 / 16689329 ; carlotta.mclaughlin@mail.xyz ; ja
182 ; Frau ; Dr. ; Charlotte ; Bischoff ; 8.11.1933 ; Josef-Suwelack-Weg 131 ; 55765 ; Schmißberg ; 06782 / 63678474 ; 0166 / 6691884 ; 06782 / 40470735 ; charlotte.bischoff@mail.xyz ; ja
183 ; Frau ; Dr. ; Sina ; Adler ; 3.5.1954 ; Eifelstr. 30 ; 76189 ; Karlsruhe ; 0721 / 46641575 ; 0167 / 2705165 ; 0721 / 88532433 ; s.adler@mail.xyz ; ja
184 ; Frau ; Dr. ; Nathalie ; Underwood ; 28.9.1989 ; Gildenstr. 189 ; 55424 ; Münster-Sarmsheim ; 06721 / 51390297 ; 0172 / 5499820 ; 06721 / 75306579 ; n.underwood@mail.xyz ; ja
185 ; Herr ; Dr. ; Mohamed ; Kluge ; 10.9.1998 ; Alte Apotheke 28 ; 24576 ; Mönkloh ; 04192 / 20941170 ; 0173 / 9833982 ; 04192 / 6268648 ; m.kluge@mail.xyz ; ja
186 ; Frau ; Dr. ; Helena ; Kastner ; 11.5.1953 ; Magdalenenstr. 136 ; 13189 ; Pankow ; 030 / 29644812 ; 0179 / 2417164 ; 030 / 68133217 ; h.kastner@mail.xyz ; ja
187 ; Herr ; Dr. ; Carl ; Hock ; 21.1.1953 ; Horstmarer Landweg 132 ; 01979 ; Lauchhammer ; 03574 / 48269644 ; 0158 / 6900308 ; 03574 / 18307077 ; carl.hock@mail.xyz ; ja
188 ; Frau ; Dr. ; Silke ; Schacht ; 12.11.1935 ; Starweg 3 ; 84367 ; Zeilarn ; 08572 / 8806555 ; 0179 / 2232662 ; 08572 / 97545335 ; s.schacht@mail.xyz ; ja
189 ; Frau ; Dr. ; Elke ; White ; 21.2.1968 ; Hensenstr. 22 ; 56820 ; Mesenich ; 02671 / 85002179 ; 0173 / 9437168 ; 02671 / 37339678 ; e.white@mail.xyz ; ja
190 ; Herr ; Dr. ; Walter ; Hubbard ; 11.10.1946 ; Möserweg 88 ; 93083 ; Obertraubling ; 09401 / 19746723 ; 0171 / 9019845 ; 09401 / 18574906 ; walter.hubbard@mail.xyz ; ja
191 ; Herr ; Prof. ; Emil ; Spahn ; 26.8.1928 ; Ölbergstr. 58 ; 65220 ; Taunusstein ; 06128 / 29463177 ; 0160 / 7755711 ; 06128 / 36200278 ; emil.spahn@mail.xyz ; ja
192 ; Herr ; Dr. ; Jörg ; O'Brien ; 28.4.1952 ; Albachtener Str. 83 ; 34385 ; Bad Karlshafen ; 05672 / 87152975 ; 0179 / 9559331 ; 05672 / 77785896 ; j.o'brien@mail.xyz ; ja
193 ; Herr ; Dr. ; Tore ; Tetzlaff ; 15.11.1986 ; Willingrott 69 ; 27432 ; Basdahl ; 04766 / 10419367 ; 0162 / 4724535 ; 04766 / 72128157 ; t.tetzlaff@mail.xyz ; ja
194 ; Herr ; Dr. ; Nikolas ; Mills ; 28.12.1941 ; Bohlweg 166 ; 20535 ; Hamburg ; 040 / 14480333 ; 0174 / 5013528 ; 040 / 52091165 ; nikolas.mills@mail.xyz ; ja
195 ; Herr ; Dr. ; Erik ; Nichols ; 12.4.1926 ; Albachtener Str. 8 ; 67166 ; Otterstadt ; 06232 / 21760532 ; 0174 / 7412348 ; 06232 / 8512772 ; erik.nichols@mail.xyz ; ja
196 ; Herr ; Dr. ; Jasper ; Adkins ; 14.3.1920 ; Starweg 83 ; 29345 ; Unterlüß ; 05827 / 37034298 ; 0173 / 7312851 ; 05827 / 74921747 ; j.adkins@mail.xyz ; ja
197 ; Herr ; Dr. ; Fabio ; Haller ; 5.9.1991 ; Gropiusstr. 126 ; 69181 ; Leimen ; 06224 / 37260282 ; 0169 / 9220567 ; 06224 / 60421761 ; fabio.haller@mail.xyz ; ja
198 ; Herr ; Dr. ; Dennis ; Trautmann ; 28.9.1955 ; Soetenkamp 107 ; 48282 ; Emsdetten ; 02572 / 20192253 ; 0164 / 5661002 ; 02572 / 48212856 ; d.trautmann@mail.xyz ; ja
199 ; Frau ; Dr. ; Marike ; Yates ; 6.4.1946 ; Catharina-Müller-Str. 17 ; 16359 ; Biesenthal ; 03337 / 244464 ; 0178 / 1468406 ; 03337 / 64961434 ; marike.yates@mail.xyz ; ja
200 ; Frau ; Prof. ; Finnja ; Neef ; 18.9.1971 ; Sternstr. 142 ; 71282 ; Hemmingen ; 07150 / 4073309 ; 0171 / 9846633 ; 07150 / 28883496 ; f.neef@mail.xyz ; ja
201 ; Frau ; Dr. ; Alena ; Büttner ; 6.3.1949 ; Rottkamp 180 ; 72532 ; Gomadingen ; 07385 / 69922502 ; 0169 / 6502804 ; 07385 / 41279977 ; a.buettner@mail.xyz ; ja
202 ; Herr ; Dr. ; Wilhelm ; McGuire ; 20.6.1936 ; Franz-Peter-Kürten-Weg 99a ; 27232 ; Sulingen ; 04271 / 19406712 ; 0159 / 6290144 ; 04271 / 4432484 ; w.mcguire@mail.xyz ; ja
203 ; Herr ; Dr. ; Detlef ; Probst ; 27.11.1920 ; Im Draum 120 ; 08352 ; Raschau ; 03774 / 12887100 ; 0177 / 7853682 ; 03774 / 82717333 ; detlef.probst@mail.xyz ; ja
204 ; Frau ; Dr. ; Rita ; Salewski ; 9.10.1936 ; Kösliner Str. 159 ; 87654 ; Friesenried ; 08347 / 98728551 ; 0178 / 5401532 ; 08347 / 86601086 ; rita.salewski@mail.xyz ; ja
205 ; Frau ; Dr. ; Jette ; Breitner ; 22.3.1951 ; Münsterstr. 199 ; 24594 ; Remmels ; 04871 / 85261684 ; 0156 / 3167093 ; 04871 / 51723981 ; jette.breitner@mail.xyz ; ja
206 ; Herr ; Dr. ; Constantin ; Bondar ; 2.5.1980 ; Parkallee 54 ; 56370 ; Oberfischbach ; 06486 / 75581026 ; 0165 / 2310378 ; 06486 / 62864831 ; c.bondar@mail.xyz ; ja
207 ; Herr ; Dr. ; Oscar ; Kästner ; 5.6.1947 ; Guntherstr. 50 ; 54552 ; Immerath ; 06592 / 7238437 ; 0166 / 8693511 ; 06592 / 37829266 ; oscar.kaestner@mail.xyz ; ja
208 ; Frau ; Dr. ; Christine ; Strahl ; 9.1.1921 ; Friedrich-Ebert-Str. 176a ; 90475 ; Nürnberg ; 0911 / 42743104 ; 0160 / 1809279 ; 0911 / 32395024 ; c.strahl@mail.xyz ; ja
209 ; Herr ; Dr. ; Emil ; Gerling ; 18.1.1936 ; Neusser Str. 194 ; 56459 ; Weltersburg ; 02663 / 44233179 ; 0179 / 3697283 ; 02663 / 81437162 ; emil.gerling@mail.xyz ; ja
210 ; Herr ; Prof. ; Jonah ; Felber ; 23.9.1967 ; Am Oedingteich 101 ; 58455 ; Witten ; 02302 / 81214686 ; 0172 / 2500726 ; 02302 / 79122249 ; j.felber@mail.xyz ; ja
211 ; Frau ; Dr. ; Lia ; Faust ; 16.6.1987 ; Hermann-Treff-Weg 118 ; 57636 ; Sörth ; 02681 / 97403776 ; 0161 / 1409539 ; 02681 / 89272040 ; l.faust@mail.xyz ; ja
212 ; Herr ; Prof. ; Jens ; Dean ; 10.7.1999 ; Berrischstr. 168 ; 49843 ; Halle ; 05942 / 27411203 ; 0150 / 8229526 ; 05942 / 17529568 ; j.dean@mail.xyz ; ja
213 ; Herr ; Dr. ; Jens ; Mutschler ; 19.10.1967 ; Rektoratsweg 40 ; 01099 ; Dresden ; 0351 / 22157976 ; 0167 / 9672403 ; 0351 / 89208890 ; j.mutschler@mail.xyz ; ja
214 ; Frau ; Dr. ; Erica ; Starke ; 21.5.1937 ; Röttgensweg 127 ; 16359 ; Lanke ; 03337 / 91454255 ; 0172 / 5067857 ; 03337 / 80641302 ; e.starke@mail.xyz ; ja
215 ; Herr ; Prof. ; Dieter ; Löw ; 10.4.1948 ; Landoisstr. 20 ; 25560 ; Hadenfeld ; 04892 / 49291303 ; 0179 / 2775614 ; 04892 / 30447942 ; d.loew@mail.xyz ; ja
216 ; Herr ; Dr. ; Can ; Otte ; 18.7.1965 ; Wörthstr. 179 ; 24306 ; Lebrade ; 04522 / 19310166 ; 0152 / 3714756 ; 04522 / 85619753 ; c.otte@mail.xyz ; ja
217 ; Herr ; Dr. ; André ; Siemon ; 23.8.1958 ; Im Haubenfeld 21 ; 23919 ; Behlendorf ; 04544 / 97059154 ; 0178 / 6714139 ; 04544 / 48430441 ; a.siemon@mail.xyz ; ja
218 ; Herr ; Dr. ; Janis ; Hackmann ; 28.11.1984 ; Deutz-Kalker Str. 2 ; 26548 ; Norderney ; 04932 / 44378772 ; 0171 / 5637732 ; 04932 / 17214099 ; janis.hackmann@mail.xyz ; ja
219 ; Herr ; Dr. ; Siegfried ; Möser ; 16.10.1953 ; Piusallee 72 ; 73054 ; Eislingen ; 07161 / 54095595 ; 0163 / 7705644 ; 07161 / 16662041 ; siegfried.moeser@mail.xyz ; ja
220 ; Herr ; Dr. ; Matis ; Garner ; 27.10.1930 ; Uhuweg 3 ; 56825 ; Schmitt ; 02676 / 13598517 ; 0160 / 2060615 ; 02676 / 98520755 ; matis.garner@mail.xyz ; ja
221 ; Frau ; Dr. ; Alena ; Radtke ; 3.6.1993 ; Arnheimweg 33 ; 25782 ; Tellingstedt ; 04838 / 6427412 ; 0175 / 9182775 ; 04838 / 46723846 ; alena.radtke@mail.xyz ; ja
222 ; Frau ; Prof. ; Kiara ; Layer ; 10.5.1968 ; Papenbusch 127 ; 15848 ; Beeskow ; 03366 / 65982657 ; 0169 / 1629718 ; 03366 / 63883920 ; k.layer@mail.xyz ; ja
223 ; Herr ; Dr. ; Joschua ; Schwabe ; 16.12.1930 ; Wildpfad 194 ; 74842 ; Billigheim ; 06265 / 12834913 ; 0177 / 9717452 ; 06265 / 32388117 ; joschua.schwabe@mail.xyz ; ja
224 ; Frau ; Dr. ; Beate ; Putz ; 5.11.1988 ; Zum Guten Hirten 13 ; 40476 ; Düsseldorf ; 0211 / 22511477 ; 0156 / 5521856 ; 0211 / 30831220 ; beate.putz@mail.xyz ; ja
225 ; Frau ; Prof. ; Catharina ; Weise ; 25.10.1930 ; Gustav-Tweer-Weg 73 ; 52066 ; Aachen ; 0241 / 49544201 ; 0169 / 1136009 ; 0241 / 92459725 ; catharina.weise@mail.xyz ; ja
226 ; Herr ; Dr. ; Harald ; Ott ; 14.11.1951 ; Altenhofer Weg 59 ; 45277 ; Essen ; 0201 / 81517170 ; 0169 / 2238794 ; 0201 / 57202663 ; harald.ott@mail.xyz ; ja
227 ; Herr ; Dr. ; Walther ; Neumann ; 14.3.1971 ; Im Sonnentau 162 ; 44894 ; Bochum ; 0234 / 29977543 ; 0150 / 9337590 ; 0234 / 29987635 ; walther.neumann@mail.xyz ; ja
228 ; Herr ; Dr. ; Jamie ; Debus ; 10.7.1921 ; Weißenburgstr. 56 ; 84072 ; Au ; 08752 / 12515720 ; 0151 / 8608369 ; 08752 / 79016456 ; j.debus@mail.xyz ; ja
229 ; Herr ; Dr. ; Nils ; Lewis ; 9.3.1994 ; Wörthstr. 62 ; 17291 ; Prenzlau ; 03984 / 30849689 ; 0160 / 1281329 ; 03984 / 72750688 ; nils.lewis@mail.xyz ; ja
230 ; Herr ; Dr. ; Roman ; Adkins ; 23.2.1957 ; Dachsleite 54 ; 86739 ; Ederheim ; 09081 / 30052257 ; 0168 / 1967823 ; 09081 / 83833774 ; r.adkins@mail.xyz ; ja
231 ; Herr ; Dr. ; Aaron ; Stern ; 15.11.1966 ; Sanddornweg 163 ; 54636 ; Nattenheim ; 06561 / 94057262 ; 0172 / 1046671 ; 06561 / 29777961 ; a.stern@mail.xyz ; ja
232 ; Frau ; Dr. ; Katarina ; Brass ; 2.5.1927 ; Werkstattstr. 68 ; 90607 ; Rückersdorf ; 0911 / 28479847 ; 0158 / 5458142 ; 0911 / 85488475 ; katarina.brass@mail.xyz ; ja
233 ; Frau ; Dr. ; Anette ; Sandmann ; 25.12.1948 ; Zur Wiese 22 ; 91236 ; Alfeld ; 09157 / 54697662 ; 0178 / 7095689 ; 09157 / 62229868 ; a.sandmann@mail.xyz ; ja
234 ; Frau ; Dr. ; Caja ; Seitz ; 1.4.1952 ; An Lyskirchen 88 ; 54487 ; Wintrich ; 06534 / 94426681 ; 0178 / 2457431 ; 06534 / 86765135 ; caja.seitz@mail.xyz ; ja
235 ; Herr ; Dr. ; Ole ; Pauly ; 12.8.1930 ; Kurze Str. 118 ; 31582 ; Kattriede ; 05021 / 37068494 ; 0167 / 6959044 ; 05021 / 4342007 ; o.pauly@mail.xyz ; ja
236 ; Frau ; Dr. ; Nadin ; Debus ; 26.2.1959 ; Altenhofer Weg 129 ; 91614 ; Mönchsroth ; 09853 / 46327752 ; 0172 / 5271040 ; 09853 / 73121433 ; n.debus@mail.xyz ; ja
