Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
118 ; Herr ; Prof. ; Clemens ; Woods ; 18.1.1996 ; Kreuzstr. 155 ; 30177 ; Hannover ; 0511 / 63093172 ; 0178 / 7882318 ; 0511 / 31924869 ; clemens.woods@mail.xyz ; ja
119 ; Frau ; Prof. ; Kaya ; Bondar ; 15.2.1974 ; Starweg 81 ; 85598 ; Baldham ; 08106 / 40600573 ; 0161 / 1577918 ; 08106 / 63147776 ; k.bondar@mail.xyz ; ja
120 ; Herr ; Dr. ; Henrik ; Steele ; 27.11.1995 ; Schubertstr. 173 ; 79865 ; Grafenhausen ; 07748 / 14900734 ; 0159 / 3587918 ; 07748 / 87789875 ; h.steele@mail.xyz ; ja
121 ; Frau ; Dr. ; Eileen ; Phillips ; 22.11.1971 ; Janningsweg 183 ; 19079 ; Goldenstädt ; 03861 / 82369578 ; 0175 / 2152850 ; 03861 / 73271926 ; e.phillips@mail.xyz ; ja
122 ; Frau ; Dr. ; Kim ; Schell ; 5.8.1965 ; Münsterstr. 49 ; 97631 ; Bad Königshofen ; 09761 / 9645368 ; 0161 / 1383728 ; 09761 / 32995502 ; k.schell@mail.xyz ; ja
123 ; Frau ; Dr. ; Rieke ; Kayser ; 6.10.1962 ; Wiedehagen 38 ; 85386 ; Eching ; 089 / 63615194 ; 0176 / 8527571 ; 089 / 35714685 ; r.kayser@mail.xyz ; ja
124 ; Herr ; Dr. ; Levin ; Breitner ; 28.6.1949 ; Widdeshover Weg 15 ; 21227 ; Bendestorf ; 04183 / 30919185 ; 0174 / 2143120 ; 04183 / 63263176 ; l.breitner@mail.xyz ; ja
125 ; Herr ; Dr. ; Paul ; Werner ; 1.5.1975 ; Manfred-von-Richthofen-Str. 167 ; 95689 ; Fuchsmühl ; 09634 / 31165541 ; 0166 / 6830702 ; 09634 / 97212504 ; p.werner@mail.xyz ; ja
126 ; Herr ; Prof. ; Dennis ; Maldonado ; 15.7.1946 ; Königsberger Str. 78 ; 83313 ; Siegsdorf ; 08662 / 6098298 ; 0177 / 4523532 ; 08662 / 91552876 ; d.maldonado@mail.xyz ; ja
127 ; Frau ; Prof. ; Finja ; Hesse ; 27.1.1982 ; Meesenstiege 66 ; 06217 ; Merseburg ; 03461 / 62574599 ; 0177 / 9732808 ; 03461 / 86645791 ; finja.hesse@mail.xyz ; ja
128 ; Herr ; Dr. ; Justus ; Fleischer ; 8.6.1945 ; Offerkämpe 119 ; 45891 ; Gelsenkirchen ; 0209 / 28351685 ; 0169 / 4642980 ; 0209 / 11638284 ; j.fleischer@mail.xyz ; ja
129 ; Frau ; Dr. ; Brigitte ; Tate ; 8.7.1937 ; Kerßenbrockstr. 118 ; 82266 ; Inning am Ammersee ; 08143 / 80509751 ; 0158 / 3659940 ; 08143 / 72075449 ; brigitte.tate@mail.xyz ; ja
130 ; Frau ; Dr. ; Ute ; Metzner ; 27.7.1931 ; Vorgebirgstr. 49 ; 17498 ; Weitenhagen ; 03834 / 28560641 ; 0158 / 4108436 ; 03834 / 63589689 ; u.metzner@mail.xyz ; ja
131 ; Frau ; Dr. ; Maren ; Eckert ; 9.1.1965 ; Kleiner Griechenmarkt 86 ; 55758 ; Bruchweiler ; 06785 / 37217459 ; 0177 / 4208907 ; 06785 / 26315099 ; maren.eckert@mail.xyz ; ja
132 ; Herr ; Dr. ; Kurt ; Geist ; 8.4.1926 ; Berrischstr. 155 ; 23627 ; Groß Sarau ; 04541 / 7071834 ; 0154 / 7339029 ; 04541 / 63141051 ; k.geist@mail.xyz ; ja
133 ; Frau ; Dr. ; Rebecca ; Caldwell ; 14.8.1997 ; Breul 75 ; 79415 ; Bad Bellingen ; 07635 / 84172028 ; 0166 / 4775737 ; 07635 / 29321924 ; rebecca.caldwell@mail.xyz ; ja
134 ; Frau ; Dr. ; Diana ; Martin ; 11.8.1948 ; Handorfer Str. 48 ; 86869 ; Oberostendorf ; 08344 / 3996184 ; 0164 / 4362158 ; 08344 / 30213501 ; diana.martin@mail.xyz ; ja
135 ; Frau ; Dr. ; Mina ; Weger ; 21.1.1930 ; Beuelsweg 148 ; 66123 ; Saarbrücken ; 0681 / 29630998 ; 0162 / 2463671 ; 0681 / 41186759 ; mina.weger@mail.xyz ; ja
136 ; Herr ; Dr. ; Matthies ; Eggert ; 24.5.1962 ; Neusser Str. 128 ; 24376 ; Rabel ; 04643 / 38297688 ; 0162 / 2592107 ; 04643 / 71960911 ; matthies.eggert@mail.xyz ; ja
137 ; Frau ; Dr. ; Manuela ; Briggs ; 6.1.1993 ; Landoisstr. 73 ; 88436 ; Eberhardzell ; 07358 / 31089360 ; 0161 / 9154283 ; 07358 / 83255379 ; manuela.briggs@mail.xyz ; ja
138 ; Frau ; Dr. ; Hildegard ; Geissler ; 20.4.1996 ; An den Weiden 80 ; 24250 ; Bothkamp ; 04342 / 57950492 ; 0151 / 8969229 ; 04342 / 73681282 ; hildegard.geissler@mail.xyz ; ja
139 ; Herr ; Dr. ; Justus ; Gutierrez ; 20.9.1980 ; Immelmannstr. 198 ; 74232 ; Abstatt ; 07062 / 36914857 ; 0159 / 9997201 ; 07062 / 45606580 ; justus.gutierrez@mail.xyz ; ja
140 ; Herr ; Dr. ; Felix ; Klaus ; 9.6.1995 ; Breslauer Str. 6 ; 56288 ; Alterkülz ; 06746 / 42584150 ; 0152 / 2468035 ; 06746 / 81883256 ; f.klaus@mail.xyz ; ja
141 ; Frau ; Dr. ; Ina ; Heilmann ; 1.9.1997 ; Gildenstr. 200 ; 55606 ; Oberhausen ; 06752 / 44116341 ; 0174 / 6768122 ; 06752 / 76788922 ; ina.heilmann@mail.xyz ; ja
142 ; Herr ; Dr. ; Detlef ; Wanderer ; 28.6.1922 ; Drachterstr. 127 ; 53547 ; Dattenberg ; 02644 / 75120580 ; 0153 / 7850411 ; 02644 / 60406695 ; detlef.wanderer@mail.xyz ; ja
143 ; Frau ; Dr. ; Kaya ; Hofbauer ; 2.10.1928 ; Janningsweg 161 ; 09387 ; Jahnsdorf ; 03721 / 36396349 ; 0157 / 8647432 ; 03721 / 79621765 ; kaya.hofbauer@mail.xyz ; ja
144 ; Herr ; Dr. ; Quentin ; Teichert ; 20.2.1996 ; Im Stemmen 48 ; 95496 ; Glashütten ; 09279 / 6954741 ; 0168 / 2061680 ; 09279 / 50235261 ; q.teichert@mail.xyz ; ja
145 ; Herr ; Dr. ; Mika ; Ramm ; 21.12.1988 ; Am Dornbusch 196 ; 91578 ; Leutershausen ; 09823 / 77104106 ; 0159 / 1323662 ; 09823 / 17234954 ; mika.ramm@mail.xyz ; ja
146 ; Herr ; Dr. ; Marko ; Moritz ; 25.5.1975 ; Paul-Engelhard-Weg 171a ; 77836 ; Rheinmünster ; 07227 / 80273715 ; 0168 / 2516650 ; 07227 / 1481623 ; marko.moritz@mail.xyz ; ja
147 ; Herr ; Prof. ; Mathis ; Strauch ; 21.10.1967 ; Lassallestr. 124 ; 23717 ; Kasseedorf ; 04528 / 43159619 ; 0154 / 4288581 ; 04528 / 31287638 ; m.strauch@mail.xyz ; ja
148 ; Herr ; Dr. ; Hermann ; Kastner ; 6.6.1976 ; Ossenkampstiege 48a ; 56566 ; Neuwied ; 02631 / 58884457 ; 0169 / 8813185 ; 02631 / 75913850 ; h.kastner@mail.xyz ; ja
149 ; Herr ; Dr. ; Harald ; Alberts ; 13.11.1965 ; Liboristr. 163 ; 37449 ; Zorge ; 05586 / 95125775 ; 0151 / 9758180 ; 05586 / 99055409 ; h.alberts@mail.xyz ; ja
150 ; Frau ; Dr. ; Melanie ; Underwood ; 20.2.1977 ; Heroldstr. 39 ; 74632 ; Neuenstein ; 07942 / 62252954 ; 0165 / 7578396 ; 07942 / 92359986 ; m.underwood@mail.xyz ; ja
151 ; Herr ; Dr. ; Christof ; Kauffmann ; 13.2.1938 ; Dammstr. 26a ; 64658 ; Fürth ; 06253 / 20694647 ; 0150 / 9213342 ; 06253 / 73848155 ; c.kauffmann@mail.xyz ; ja
152 ; Frau ; Prof. ; Mia ; Temme ; 9.2.1944 ; Manfred-von-Richthofen-Str. 37 ; 67245 ; Lambsheim ; 06233 / 93225092 ; 0168 / 3927080 ; 06233 / 31492577 ; mia.temme@mail.xyz ; ja
153 ; Herr ; Dr. ; Hartmut ; Bridges ; 18.11.1993 ; Teutonenstr. 97 ; 54619 ; Heckhuscheid ; 06551 / 64276110 ; 0179 / 4651655 ; 06551 / 96426620 ; h.bridges@mail.xyz ; ja
154 ; Herr ; Dr. ; Linus ; Lehmkuhl ; 1.1.1992 ; Weserstr. 11 ; 56581 ; Kurtscheid ; 02634 / 98778809 ; 0158 / 2267752 ; 02634 / 65229607 ; linus.lehmkuhl@mail.xyz ; ja
155 ; Frau ; Dr. ; Viktoria ; Person ; 16.10.1957 ; Nauheimer Str. 9 ; 99867 ; Gotha ; 03621 / 33220045 ; 0172 / 4860910 ; 03621 / 85131867 ; v.person@mail.xyz ; ja
156 ; Herr ; Dr. ; Noah ; Stark ; 1.11.1925 ; Mariendorfer Str. 30 ; 46485 ; Wesel am Rhein ; 0281 / 75381181 ; 0153 / 4324608 ; 0281 / 77036217 ; n.stark@mail.xyz ; ja
157 ; Frau ; Dr. ; Giulia ; Wiesmann ; 14.12.1927 ; Overbergstr. 65 ; 09405 ; Gornau ; 03725 / 57571062 ; 0174 / 3201198 ; 03725 / 41225322 ; giulia.wiesmann@mail.xyz ; ja
158 ; Frau ; Dr. ; Selina ; Büscher ; 22.7.1928 ; Hüfferstr. 124a ; 25579 ; Rade ; 04822 / 45061517 ; 0156 / 5819900 ; 04822 / 79081501 ; selina.buescher@mail.xyz ; ja
159 ; Herr ; Prof. ; Jens ; Hauser ; 5.7.1978 ; Ostlandstr. 42 ; 79254 ; Oberried ; 07602 / 84662953 ; 0154 / 6820447 ; 07602 / 17985842 ; jens.hauser@mail.xyz ; ja
160 ; Frau ; Prof. ; Annika ; Baltes ; 4.12.1993 ; Am Berler Kamp 17 ; 57577 ; Seelbach ; 02682 / 15869506 ; 0165 / 1739241 ; 02682 / 97048529 ; a.baltes@mail.xyz ; ja
161 ; Frau ; Dr. ; Lene ; Lauer ; 3.5.1976 ; Telgenweg 91 ; 24879 ; Neuberend ; 04621 / 58252226 ; 0152 / 2482717 ; 04621 / 49320147 ; lene.lauer@mail.xyz ; ja
162 ; Frau ; Dr. ; Mira ; Salomon ; 9.2.1962 ; Im Draum 81 ; 47626 ; Kevelaer ; 02832 / 29826569 ; 0155 / 5269431 ; 02832 / 29004303 ; mira.salomon@mail.xyz ; ja
163 ; Herr ; Dr. ; Erich ; Gottwald ; 8.9.1980 ; Nieland 2 ; 97922 ; Lauda-Königshofen ; 09343 / 74525556 ; 0159 / 7096118 ; 09343 / 53695062 ; erich.gottwald@mail.xyz ; ja
164 ; Frau ; Dr. ; Louise ; Christensen ; 23.5.1981 ; Wildpfad 50 ; 10587 ; Berlin ; 030 / 95283942 ; 0164 / 4942186 ; 030 / 5934249 ; l.christensen@mail.xyz ; ja
165 ; Herr ; Dr. ; Dustin ; Carl ; 1.8.1976 ; Bohlweg 179 ; 68647 ; Biblis ; 06245 / 89030333 ; 0160 / 2055177 ; 06245 / 99094835 ; d.carl@mail.xyz ; ja
166 ; Herr ; Prof. ; Mohammed ; Lotz ; 15.8.1977 ; Mecklenbecker Str. 157 ; 53840 ; Troisdorf ; 02241 / 97546188 ; 0171 / 5785578 ; 02241 / 35840095 ; m.lotz@mail.xyz ; ja
167 ; Herr ; Dr. ; Uwe ; Tews ; 25.9.1945 ; Ossenkampstiege 119 ; 29392 ; Wesendorf ; 05376 / 42429598 ; 0173 / 8575611 ; 05376 / 27148742 ; u.tews@mail.xyz ; ja
168 ; Frau ; Dr. ; Chantall ; Demmer ; 22.11.1961 ; Avendruper Str. 27 ; 57572 ; Harbach ; 02741 / 73434266 ; 0157 / 3171080 ; 02741 / 10828728 ; c.demmer@mail.xyz ; ja
169 ; Herr ; Dr. ; Levin ; Sass ; 23.6.1992 ; Ostlandstr. 135 ; 54655 ; Kyllburgweiler ; 06563 / 31624982 ; 0160 / 8947068 ; 06563 / 52171776 ; levin.sass@mail.xyz ; ja
170 ; Frau ; Dr. ; Lia ; Santos ; 22.4.1982 ; Horstmarer Landweg 66 ; 38690 ; Vienenburg ; 05324 / 93543645 ; 0172 / 5289967 ; 05324 / 27757119 ; lia.santos@mail.xyz ; ja
171 ; Frau ; Dr. ; Theresa ; Ladwig ; 5.4.1966 ; Stettiner Str. 55 ; 27251 ; Neuenkirchen ; 04245 / 59564901 ; 0151 / 2727795 ; 04245 / 44264170 ; t.ladwig@mail.xyz ; ja
172 ; Frau ; Dr. ; Katrin ; Hinkel ; 28.3.1958 ; Wollinstr. 112 ; 55758 ; Wirschweiler ; 06785 / 12560689 ; 0153 / 4529593 ; 06785 / 27822450 ; katrin.hinkel@mail.xyz ; ja
173 ; Frau ; Dr. ; Lilli ; Weller ; 12.8.1931 ; Gottesweg 111 ; 55444 ; Eckenroth ; 06724 / 22505580 ; 0156 / 1334309 ; 06724 / 34030280 ; l.weller@mail.xyz ; ja
174 ; Frau ; Prof. ; Frida ; Fuller ; 21.5.1987 ; Eifelstr. 3 ; 56751 ; Gering ; 02654 / 81308189 ; 0151 / 3736130 ; 02654 / 64527655 ; f.fuller@mail.xyz ; ja
175 ; Frau ; Dr. ; Catharina ; Cremer ; 1.12.1958 ; An den Mühlen 119 ; 93089 ; Aufhausen ; 09454 / 51556117 ; 0176 / 1138197 ; 09454 / 41419729 ; c.cremer@mail.xyz ; ja
176 ; Frau ; Dr. ; Eileen ; Demmel ; 6.10.1935 ; Norbertstr. 29 ; 56357 ; Himmighofen ; 06772 / 55782200 ; 0170 / 1518441 ; 06772 / 9696726 ; e.demmel@mail.xyz ; ja
177 ; Herr ; Prof. ; Jörg ; Seibold ; 9.1.1995 ; Gottesweg 86 ; 57635 ; Oberirsen ; 02681 / 5294181 ; 0161 / 5084165 ; 02681 / 47861599 ; joerg.seibold@mail.xyz ; ja
178 ; Herr ; Dr. ; Quentin ; Bischof ; 6.11.1954 ; Kösliner Str. 50 ; 96173 ; Oberhaid ; 09503 / 52981169 ; 0174 / 4746702 ; 09503 / 98782246 ; q.bischof@mail.xyz ; ja
179 ; Herr ; Dr. ; Swen ; Farmer ; 8.11.1945 ; Am Burloh 56 ; 82178 ; Puchheim ; 089 / 11244956 ; 0152 / 4341791 ; 089 / 38534887 ; swen.farmer@mail.xyz ; ja
180 ; Herr ; Dr. ; Felix ; Französisch ; 28.10.1961 ; Frauenstr. 33 ; 26931 ; Elsfleth ; 04404 / 21812240 ; 0161 / 4464151 ; 04404 / 43978488 ; felix.franzoesisch@mail.xyz ; ja
181 ; Herr ; Dr. ; Lennard ; Förster ; 6.6.1993 ; Gescherweg 129 ; 31595 ; Steyerberg ; 05764 / 99792412 ; 0171 / 6277519 ; 05764 / 99379855 ; lennard.foerster@mail.xyz ; ja
182 ; Herr ; Dr. ; Mario ; Tischler ; 24.3.1925 ; Kanalstr. 90 ; 56412 ; Niederelbert ; 02602 / 89989371 ; 0153 / 5901682 ; 02602 / 75574856 ; mario.tischler@mail.xyz ; ja
183 ; Frau ; Dr. ; Annica ; Herold ; 22.4.1940 ; Holunderweg 86 ; 23738 ; Harmsdorf ; 04363 / 25909415 ; 0178 / 3083021 ; 04363 / 94440119 ; a.herold@mail.xyz ; ja
184 ; Frau ; Dr. ; Brigitte ; Teufel ; 21.12.1992 ; Hoove 3 ; 99085 ; Erfurt ; 0361 / 14750705 ; 0171 / 1526665 ; 0361 / 32454628 ; brigitte.teufel@mail.xyz ; ja
185 ; Herr ; Dr. ; Reinhardt ; Becher ; 12.11.1985 ; An den Weiden 75 ; 23749 ; Grube ; 04364 / 99622904 ; 0159 / 4158950 ; 04364 / 4622864 ; reinhardt.becher@mail.xyz ; ja
186 ; Herr ; Dr. ; Walter ; Fahl ; 21.3.1924 ; Kapellenstr. 24a ; 25785 ; Sarzbüttel ; 04806 / 37064583 ; 0173 / 7650637 ; 04806 / 97145807 ; walter.fahl@mail.xyz ; ja
187 ; Herr ; Dr. ; Claas ; Geier ; 5.11.1936 ; Försterstr. 195 ; 73252 ; Lenningen ; 07026 / 58555575 ; 0158 / 3008838 ; 07026 / 88534073 ; c.geier@mail.xyz ; ja
188 ; Herr ; Dr. ; Meik ; Lehner ; 19.7.1928 ; Meesenstiege 85 ; 52156 ; Monschau ; 02472 / 74076300 ; 0151 / 8435764 ; 02472 / 93747498 ; m.lehner@mail.xyz ; ja
189 ; Herr ; Dr. ; Cedric ; Freund ; 9.4.1985 ; Steinkamp 110 ; 36369 ; Lautertal ; 06643 / 93641605 ; 0158 / 7837497 ; 06643 / 61001546 ; c.freund@mail.xyz ; ja
190 ; Frau ; Dr. ; Nelli ; Weigel ; 11.7.1931 ; Ringelnatzstr. 94 ; 88167 ; Grünenbach ; 08383 / 25913641 ; 0152 / 5622867 ; 08383 / 10699303 ; n.weigel@mail.xyz ; ja
191 ; Herr ; Dr. ; Jean ; Zell ; 20.5.1921 ; Eulenbergstr. 68 ; 97447 ; Frankenwinheim ; 09382 / 2165423 ; 0151 / 2784754 ; 09382 / 76973652 ; j.zell@mail.xyz ; ja
192 ; Herr ; Dr. ; Muhammed ; Ochs ; 27.1.1990 ; Bernhard-Poether-Str. 181 ; 90469 ; Nürnberg ; 0911 / 24760348 ; 0155 / 3323128 ; 0911 / 3072340 ; m.ochs@mail.xyz ; ja
193 ; Herr ; Dr. ; Timon ; Gessler ; 18.6.1988 ; Teutonenstr. 184 ; 91628 ; Steinsfeld ; 09861 / 58980492 ; 0163 / 9236677 ; 09861 / 69305209 ; t.gessler@mail.xyz ; ja
194 ; Frau ; Dr. ; Lucie ; Theis ; 3.7.1973 ; Telemannstr. 199 ; 25494 ; Borstel-Hohenraden ; 04101 / 2823052 ; 0177 / 8371775 ; 04101 / 35140613 ; l.theis@mail.xyz ; ja
195 ; Frau ; Dr. ; Marike ; Kreuzer ; 7.11.1982 ; Arnheimweg 89 ; 24109 ; Kiel ; 0431 / 15697849 ; 0159 / 5465101 ; 0431 / 63820730 ; marike.kreuzer@mail.xyz ; ja
196 ; Herr ; Prof. ; Ernst ; Selle ; 11.3.1928 ; Gremmendorfer Weg 149 ; 86751 ; Merzingen ; 09088 / 63530841 ; 0157 / 1101649 ; 09088 / 4453277 ; e.selle@mail.xyz ; ja
197 ; Frau ; Prof. ; Ute ; Schwegler ; 4.1.1975 ; Salzmannstr. 96 ; 86872 ; Scherstetten ; 08239 / 1252298 ; 0166 / 9394992 ; 08239 / 44037656 ; u.schwegler@mail.xyz ; ja
198 ; Frau ; Dr. ; Viktoria ; Robinson ; 26.11.1938 ; Handorfer Str. 105 ; 25938 ; Wrixum ; 04681 / 52598101 ; 0161 / 9757918 ; 04681 / 6807066 ; v.robinson@mail.xyz ; ja
199 ; Herr ; Prof. ; Michel ; Baldauf ; 14.4.1983 ; Hüfferstr. 79 ; 16727 ; Velten ; 03304 / 13581073 ; 0174 / 4197047 ; 03304 / 44173234 ; michel.baldauf@mail.xyz ; ja
200 ; Herr ; Dr. ; Wilfried ; Brill ; 1.11.1970 ; Hüfferstr. 17 ; 56348 ; Weisel ; 06774 / 48079143 ; 0174 / 8471705 ; 06774 / 63847334 ; wilfried.brill@mail.xyz ; ja
201 ; Frau ; Dr. ; Nina ; Pfeiffer ; 2.3.1997 ; Morthorststr. 171a ; 38329 ; Wittmar ; 05337 / 18752037 ; 0170 / 6896860 ; 05337 / 92151702 ; nina.pfeiffer@mail.xyz ; ja
202 ; Herr ; Dr. ; Rüdiger ; Hennings ; 26.2.1939 ; Soetenkamp 154 ; 27321 ; Beppen ; 04204 / 78784086 ; 0154 / 1178750 ; 04204 / 83898945 ; ruediger.hennings@mail.xyz ; ja
203 ; Frau ; Dr. ; Marlis ; Lamers ; 28.11.1946 ; Augustastr. 105 ; 44793 ; Bochum ; 0234 / 47619736 ; 0168 / 2034760 ; 0234 / 22335420 ; m.lamers@mail.xyz ; ja
204 ; Frau ; Dr. ; Alina ; Hirschfeld ; 7.5.1956 ; Mersmannsstiege 73 ; 99880 ; Waltershausen ; 03622 / 731823 ; 0164 / 2513235 ; 03622 / 65458557 ; alina.hirschfeld@mail.xyz ; ja
205 ; Herr ; Dr. ; Frederic ; Demir ; 24.12.1978 ; Bünkamp 92 ; 49082 ; Osnabrück ; 0541 / 83197137 ; 0179 / 6138019 ; 0541 / 87484089 ; frederic.demir@mail.xyz ; ja
206 ; Herr ; Dr. ; Leo ; Häfele ; 6.9.1985 ; Telgenweg 73a ; 25813 ; Südermarsch ; 04841 / 22798768 ; 0151 / 8986025 ; 04841 / 55758093 ; l.haefele@mail.xyz ; ja
207 ; Herr ; Prof. ; Conner ; Hillebrand ; 17.5.1946 ; Hacklenburg 128 ; 31079 ; Adenstedt ; 05060 / 72479743 ; 0155 / 3424824 ; 05060 / 26000929 ; conner.hillebrand@mail.xyz ; ja
208 ; Frau ; Dr. ; Hanna ; Breunig ; 4.9.1995 ; Wildpfad 82 ; 69518 ; Abtsteinach ; 06207 / 75339346 ; 0169 / 7291951 ; 06207 / 57197582 ; h.breunig@mail.xyz ; ja
209 ; Frau ; Dr. ; Leandra ; Price ; 6.4.1934 ; Jakobusstr. 180 ; 36119 ; Neuhof ; 06655 / 1955936 ; 0166 / 5244551 ; 06655 / 28846647 ; leandra.price@mail.xyz ; ja
210 ; Herr ; Dr. ; Peter ; Mendez ; 23.2.1934 ; Gustav-Tweer-Weg 34 ; 47803 ; Krefeld ; 02151 / 11448604 ; 0153 / 7746938 ; 02151 / 15725309 ; peter.mendez@mail.xyz ; ja
211 ; Frau ; Dr. ; Jolina ; Sharp ; 20.7.1955 ; Enschedeweg 31 ; 91587 ; Adelshofen ; 09865 / 83221899 ; 0166 / 7589886 ; 09865 / 98042365 ; jolina.sharp@mail.xyz ; ja
212 ; Frau ; Dr. ; Karlotta ; Lange ; 20.8.1975 ; Am Berler Kamp 150 ; 88436 ; Eberhardzell ; 07358 / 51082469 ; 0161 / 8193590 ; 07358 / 60569597 ; karlotta.lange@mail.xyz ; ja
213 ; Frau ; Dr. ; Ina ; Koller ; 13.3.1920 ; An den Weiden 67 ; 57548 ; Kirchen ; 02741 / 13705627 ; 0175 / 8810411 ; 02741 / 36019542 ; ina.koller@mail.xyz ; ja
214 ; Herr ; Dr. ; Thorben ; Schwinn ; 8.3.1944 ; Görlitzer Str. 102 ; 25355 ; Bullenkuhlen ; 04123 / 89737720 ; 0162 / 5530712 ; 04123 / 19164414 ; thorben.schwinn@mail.xyz ; ja
215 ; Frau ; Dr. ; Luna ; Graves ; 23.7.1999 ; Am Burloh 45 ; 56754 ; Dünfus ; 02672 / 8509764 ; 0164 / 8791185 ; 02672 / 88045184 ; luna.graves@mail.xyz ; ja
216 ; Herr ; Dr. ; Marc ; Bode ; 5.10.1998 ; Neusser Str. 126 ; 74867 ; Neunkirchen ; 06262 / 3112512 ; 0159 / 1282108 ; 06262 / 37011080 ; m.bode@mail.xyz ; ja
217 ; Herr ; Dr. ; Ole ; Westermann ; 7.10.1977 ; Düesbergweg 140 ; 06556 ; Borxleben ; 03466 / 70167657 ; 0161 / 6172653 ; 03466 / 17049683 ; ole.westermann@mail.xyz ; ja
218 ; Herr ; Dr. ; Leon ; Smith ; 11.11.1931 ; Marsweg 24 ; 55278 ; Ludwigshöhe ; 06249 / 65887610 ; 0171 / 5381949 ; 06249 / 24480432 ; l.smith@mail.xyz ; ja
219 ; Frau ; Dr. ; Emely ; Davis ; 4.9.1954 ; Röttgensweg 151 ; 29493 ; Schnackenburg ; 05840 / 56223585 ; 0176 / 2018833 ; 05840 / 48780006 ; emely.davis@mail.xyz ; ja
220 ; Herr ; Dr. ; Jeremy ; Chambers ; 14.8.1968 ; Johanniterstr. 26a ; 25355 ; Groß Offenseth-Aspern ; 04123 / 8035122 ; 0173 / 3389412 ; 04123 / 93264639 ; jeremy.chambers@mail.xyz ; ja
221 ; Herr ; Dr. ; Reiner ; Schwarz ; 9.1.1963 ; Im Haubenfeld 139 ; 54689 ; Kickeshausen ; 06550 / 95934039 ; 0150 / 3126141 ; 06550 / 7709929 ; reiner.schwarz@mail.xyz ; ja
222 ; Herr ; Prof. ; Lennox ; Munk ; 15.10.1957 ; Teutonenstr. 39 ; 92447 ; Altenhammer ; 09675 / 55649631 ; 0172 / 5302462 ; 09675 / 77023321 ; lennox.munk@mail.xyz ; ja
223 ; Frau ; Dr. ; Lia ; Greiner ; 27.8.1921 ; Telgenweg 75 ; 90411 ; Nürnberg ; 0911 / 58604737 ; 0175 / 7686657 ; 0911 / 72868919 ; lia.greiner@mail.xyz ; ja
224 ; Herr ; Dr. ; Torsten ; Goodman ; 18.5.1996 ; Schmeddingstr. 69 ; 19089 ; Barnin ; 03863 / 38997370 ; 0176 / 7977982 ; 03863 / 24111517 ; t.goodman@mail.xyz ; ja
225 ; Herr ; Dr. ; Bernhard ; Shelton ; 15.4.1987 ; Am Nubbenberg 31 ; 67744 ; Kappeln ; 06382 / 75407535 ; 0171 / 5969181 ; 06382 / 3144078 ; b.shelton@mail.xyz ; ja
226 ; Herr ; Dr. ; Leonard ; Kempf ; 23.2.1924 ; Hindenburgplatz 122 ; 86947 ; Weil ; 08195 / 96676835 ; 0173 / 9002765 ; 08195 / 42710517 ; l.kempf@mail.xyz ; ja
227 ; Herr ; Dr. ; Lennox ; Teske ; 22.8.1962 ; Havichhorster Mühle 197 ; 21274 ; Undeloh ; 04189 / 91885165 ; 0178 / 2465586 ; 04189 / 76563152 ; lennox.teske@mail.xyz ; ja
228 ; Frau ; Dr. ; Kerstin ; Wetzel ; 28.4.1968 ; Düsseldorfer Str. 94 ; 25596 ; Bokelrehm ; 04827 / 29156927 ; 0171 / 3628036 ; 04827 / 88887807 ; k.wetzel@mail.xyz ; ja
229 ; Herr ; Prof. ; Luk ; Schilf ; 15.5.1989 ; Osthuesheide 23 ; 89614 ; Öpfingen ; 07391 / 39378636 ; 0169 / 1596352 ; 07391 / 88193117 ; luk.schilf@mail.xyz ; ja
230 ; Herr ; Dr. ; Nicolas ; Ulrich ; 23.1.1981 ; Am Wigbold 46 ; 87675 ; Rettenbach am Auerberg ; 08349 / 6706582 ; 0179 / 1336156 ; 08349 / 11309801 ; nicolas.ulrich@mail.xyz ; ja
231 ; Frau ; Dr. ; Annalena ; Kalb ; 4.5.1961 ; Nienkamp 27 ; 24848 ; Klein Bennebek ; 04624 / 21880185 ; 0157 / 1585632 ; 04624 / 86934590 ; annalena.kalb@mail.xyz ; ja
232 ; Frau ; Dr. ; Mathilda ; Layer ; 13.5.1982 ; Hofstr. 55 ; 29386 ; Hankensbüttel ; 05832 / 19105767 ; 0154 / 6249411 ; 05832 / 68185612 ; m.layer@mail.xyz ; ja
233 ; Herr ; Dr. ; Otto ; Henschke ; 4.7.1937 ; Liboristr. 78 ; 84561 ; Mehring ; 08677 / 45486079 ; 0175 / 1704075 ; 08677 / 97898456 ; otto.henschke@mail.xyz ; ja
234 ; Herr ; Dr. ; Rolf ; Fowler ; 10.5.1975 ; Marderweg 73 ; 56424 ; Bannberscheid ; 02602 / 45590855 ; 0156 / 3661604 ; 02602 / 33711497 ; rolf.fowler@mail.xyz ; ja
235 ; Herr ; Dr. ; Friedrich ; Teichert ; 23.5.1961 ; Sporckweg 5 ; 17091 ; Wildberg ; 03960 / 17578714 ; 0168 / 3137207 ; 03960 / 42945774 ; friedrich.teichert@mail.xyz ; ja
