Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
118 ; Herr ; Dr. ; Kjell ; Paulsen ; 7.12.1945 ; Elsa-Brändström-Weg 120 ; 27305 ; Engeln ; 04252 / 768684 ; 0166 / 4395532 ; 04252 / 65890700 ; k.paulsen@mail.xyz ; ja
119 ; Herr ; Dr. ; Rasmus ; Berthold ; 27.4.1924 ; Theodor-Heuss-Ring 152 ; 13585 ; Spandau ; 030 / 76096772 ; 0166 / 2828015 ; 030 / 41970466 ; r.berthold@mail.xyz ; ja
120 ; Herr ; Prof. ; Axel ; Holz ; 23.3.1943 ; Innsbruckweg 184 ; 25361 ; Grevenkop ; 04824 / 3852752 ; 0151 / 4116989 ; 04824 / 43089568 ; a.holz@mail.xyz ; ja
121 ; Herr ; Prof. ; Chris ; West ; 16.12.1951 ; Maximilianstr. 63 ; 69121 ; Heidelberg ; 06221 / 73686039 ; 0164 / 2518891 ; 06221 / 46439545 ; chris.west@mail.xyz ; ja
122 ; Frau ; Dr. ; Svea ; Muth ; 4.8.1962 ; Rohrkampstr. 175 ; 44625 ; Herne ; 02323 / 16745071 ; 0172 / 3663155 ; 02323 / 87658923 ; s.muth@mail.xyz ; ja
123 ; Herr ; Dr. ; Leonard ; Patton ; 19.11.1953 ; Agrippastr. 193a ; 23627 ; Groß Sarau ; 04541 / 26543449 ; 0171 / 2825910 ; 04541 / 56476087 ; leonard.patton@mail.xyz ; ja
124 ; Frau ; Dr. ; Ingeborg ; Weber ; 24.11.1944 ; Gustav-Tweer-Weg 154 ; 15732 ; Eichwalde ; 030 / 70258492 ; 0158 / 6947861 ; 030 / 7986580 ; i.weber@mail.xyz ; ja
125 ; Frau ; Dr. ; Theresa ; Schönfeld ; 10.4.1948 ; Teutonenstr. 62 ; 91452 ; Wilhermsdorf ; 09102 / 32564723 ; 0168 / 3580753 ; 09102 / 96055380 ; t.schoenfeld@mail.xyz ; ja
126 ; Herr ; Dr. ; Lion ; Schultze ; 27.3.1990 ; Neißestr. 153 ; 24226 ; Heikendorf ; 0431 / 79477978 ; 0175 / 6929727 ; 0431 / 88336732 ; lion.schultze@mail.xyz ; ja
127 ; Herr ; Prof. ; Hermann ; James ; 21.5.1935 ; Schmeddingstr. 120 ; 22929 ; Delingsdorf ; 04532 / 80014480 ; 0163 / 8865383 ; 04532 / 40597470 ; hermann.james@mail.xyz ; ja
128 ; Herr ; Dr. ; Jannik ; Kaup ; 24.10.1987 ; Frauenstr. 3 ; 99625 ; Großmonra ; 03635 / 53778529 ; 0177 / 7335960 ; 03635 / 65182742 ; j.kaup@mail.xyz ; ja
129 ; Herr ; Dr. ; Klemens ; Franklin ; 4.12.1958 ; Kröver Str. 152 ; 24576 ; Hitzhusen ; 04192 / 32730510 ; 0163 / 9086286 ; 04192 / 6700744 ; klemens.franklin@mail.xyz ; ja
130 ; Herr ; Dr. ; Conner ; Reuter ; 2.3.1930 ; Rennbahnstr. 34 ; 53809 ; Ruppichteroth ; 02295 / 27921120 ; 0170 / 7357901 ; 02295 / 18567440 ; conner.reuter@mail.xyz ; ja
131 ; Herr ; Dr. ; Enrico ; Rath ; 11.1.1957 ; Mersmannsstiege 151 ; 94258 ; Frauenau ; 09926 / 92518343 ; 0168 / 9535457 ; 09926 / 52599600 ; enrico.rath@mail.xyz ; ja
132 ; Herr ; Prof. ; Gabriel ; Bär ; 24.11.1963 ; Beuelsweg 22 ; 66996 ; Schönau ; 06391 / 98268738 ; 0169 / 9304299 ; 06391 / 53599465 ; gabriel.baer@mail.xyz ; ja
133 ; Herr ; Dr. ; Jannis ; Ganz ; 15.6.1953 ; Gildenstr. 71 ; 56626 ; Andernach ; 02632 / 99548218 ; 0166 / 5394507 ; 02632 / 88611574 ; j.ganz@mail.xyz ; ja
134 ; Herr ; Dr. ; Christopher ; Cramer ; 22.7.1974 ; Marderweg 48 ; 54426 ; Malborn ; 06504 / 96746969 ; 0171 / 7690612 ; 06504 / 12511636 ; christopher.cramer@mail.xyz ; ja
135 ; Frau ; Dr. ; Lieselotte ; Graves ; 24.9.1928 ; Kempener Str. 130 ; 74918 ; Angelbachtal ; 07265 / 92988425 ; 0168 / 3061121 ; 07265 / 11732355 ; lieselotte.graves@mail.xyz ; ja
136 ; Frau ; Dr. ; Kristin ; Brendel ; 23.10.1948 ; Magdalenenstr. 38 ; 31099 ; Woltershausen ; 05183 / 32816548 ; 0178 / 8142025 ; 05183 / 25085372 ; kristin.brendel@mail.xyz ; ja
137 ; Frau ; Dr. ; Annabel ; Jansen ; 7.11.1921 ; Paul-Engelhard-Weg 70 ; 88483 ; Burgrieden ; 07392 / 2647221 ; 0152 / 2167285 ; 07392 / 19638306 ; a.jansen@mail.xyz ; ja
138 ; Frau ; Dr. ; Herta ; Brauer ; 7.10.1977 ; Parkallee 108 ; 66917 ; Wallhalben ; 06375 / 67015550 ; 0160 / 8090565 ; 06375 / 62939288 ; h.brauer@mail.xyz ; ja
139 ; Frau ; Dr. ; Anna ; McGee ; 7.3.1991 ; Offerkämpe 198 ; 79295 ; Sulzburg ; 07634 / 45247902 ; 0173 / 8747800 ; 07634 / 62301349 ; anna.mcgee@mail.xyz ; ja
140 ; Herr ; Dr. ; Yannick ; Senger ; 26.7.1920 ; Nienkamp 154 ; 18258 ; Wiendorf ; 03844 / 74629677 ; 0153 / 2581155 ; 03844 / 1752375 ; y.senger@mail.xyz ; ja
141 ; Herr ; Prof. ; Luk ; Drescher ; 3.10.1979 ; Piusallee 93 ; 85055 ; Ingolstadt ; 0841 / 64622329 ; 0157 / 7798016 ; 0841 / 99248928 ; luk.drescher@mail.xyz ; ja
142 ; Frau ; Prof. ; Marion ; Stark ; 9.6.1986 ; Dodostr. 67 ; 88637 ; Buchheim ; 07570 / 1824985 ; 0163 / 1422426 ; 07570 / 93072660 ; marion.stark@mail.xyz ; ja
143 ; Frau ; Prof. ; Ute ; Baltes ; 16.9.1965 ; Langestr. 146 ; 44309 ; Dortmund ; 0231 / 19461903 ; 0158 / 7260266 ; 0231 / 256492 ; ute.baltes@mail.xyz ; ja
144 ; Frau ; Dr. ; Cathrin ; Kim ; 4.12.1974 ; Grevener Str. 167 ; 55624 ; Bollenbach ; 06544 / 64533071 ; 0163 / 4184257 ; 06544 / 79844363 ; cathrin.kim@mail.xyz ; ja
145 ; Frau ; Dr. ; Amelie ; Scholz ; 19.9.1955 ; Uhuweg 60 ; 18528 ; Bergen auf Rügen ; 03838 / 16305867 ; 0159 / 4981027 ; 03838 / 17828682 ; a.scholz@mail.xyz ; ja
146 ; Frau ; Dr. ; Catarina ; Patzer ; 9.2.1994 ; Frauenstr. 173a ; 87459 ; Pfronten ; 08363 / 12996637 ; 0163 / 3478707 ; 08363 / 12670016 ; c.patzer@mail.xyz ; ja
147 ; Herr ; Dr. ; Norbert ; Lamers ; 5.11.1929 ; Carossastr. 102 ; 54614 ; Niederlauch ; 06551 / 24211231 ; 0160 / 9548523 ; 06551 / 73769216 ; n.lamers@mail.xyz ; ja
148 ; Frau ; Dr. ; Leandra ; Bucher ; 5.5.1954 ; Rinscheweg 62 ; 74653 ; Ingelfingen ; 07940 / 6428123 ; 0167 / 6400414 ; 07940 / 21992725 ; l.bucher@mail.xyz ; ja
149 ; Frau ; Prof. ; Ute ; Gutsche ; 7.11.1988 ; Guntherstr. 141 ; 74219 ; Möckmühl ; 06298 / 55554325 ; 0159 / 6119339 ; 06298 / 20174164 ; ute.gutsche@mail.xyz ; ja
150 ; Herr ; Prof. ; Kian ; Gehlen ; 27.1.1946 ; Buldernweg 86 ; 18528 ; Buschvitz ; 03838 / 8050430 ; 0172 / 1262001 ; 03838 / 21027486 ; kian.gehlen@mail.xyz ; ja
151 ; Herr ; Dr. ; Tomas ; Blair ; 15.11.1999 ; Cheruskerstr. 81 ; 77790 ; Steinach ; 07832 / 98053993 ; 0179 / 9854822 ; 07832 / 51548012 ; tomas.blair@mail.xyz ; ja
152 ; Frau ; Dr. ; Lilian ; Siedler ; 27.11.1970 ; Florentine-Eichler-Str. 124 ; 12307 ; Berlin ; 030 / 96657756 ; 0172 / 8932554 ; 030 / 64737513 ; l.siedler@mail.xyz ; ja
153 ; Frau ; Dr. ; Eileen ; Hohmann ; 9.10.1981 ; Rüschhausweg 113 ; 53567 ; Buchholz ; 02683 / 27935712 ; 0177 / 8474512 ; 02683 / 55990136 ; eileen.hohmann@mail.xyz ; ja
154 ; Frau ; Dr. ; Dilara ; Reil ; 8.10.1941 ; Erikahof 18 ; 79336 ; Herbolzheim ; 07643 / 81911460 ; 0153 / 3975498 ; 07643 / 11213900 ; dilara.reil@mail.xyz ; ja
155 ; Frau ; Dr. ; Antonia ; Liedtke ; 3.3.1924 ; Westenkamp 1 ; 94244 ; Geiersthal ; 09923 / 97176548 ; 0162 / 9402529 ; 09923 / 4226925 ; a.liedtke@mail.xyz ; ja
156 ; Frau ; Dr. ; Ivonne ; Geier ; 28.10.1947 ; Hirseweg 10 ; 87637 ; Eisenberg ; 08364 / 18499359 ; 0151 / 5317605 ; 08364 / 87051060 ; i.geier@mail.xyz ; ja
157 ; Herr ; Dr. ; Roman ; Gordon ; 25.8.1920 ; Wollinstr. 91 ; 24884 ; Geltorf ; 04621 / 44330373 ; 0175 / 5726327 ; 04621 / 84587255 ; roman.gordon@mail.xyz ; ja
158 ; Frau ; Prof. ; Alisa ; Berry ; 25.8.1958 ; Johann-Krane-Weg 22a ; 25436 ; Neuendeich ; 04122 / 5658238 ; 0156 / 9952300 ; 04122 / 56523131 ; alisa.berry@mail.xyz ; ja
159 ; Herr ; Dr. ; Conner ; Kamps ; 10.2.1997 ; Theodor-Heuss-Ring 32 ; 60389 ; Frankfurt am Main ; 069 / 27036328 ; 0152 / 3207959 ; 069 / 63887123 ; conner.kamps@mail.xyz ; ja
160 ; Frau ; Dr. ; Stella ; Keil ; 3.1.1986 ; Hermann-Treff-Weg 103 ; 56479 ; Elsoff ; 02664 / 12485022 ; 0160 / 1203912 ; 02664 / 21892413 ; stella.keil@mail.xyz ; ja
161 ; Herr ; Dr. ; Carlo ; Sachse ; 16.8.1928 ; Kapellenstr. 34 ; 24782 ; Büdelsdorf ; 04331 / 2914870 ; 0163 / 7975139 ; 04331 / 7922760 ; carlo.sachse@mail.xyz ; ja
162 ; Frau ; Dr. ; Katarina ; Michaelis ; 23.7.1975 ; Speestr. - 48 ; 06502 ; Timmenrode ; 03947 / 26708433 ; 0179 / 7597850 ; 03947 / 33187810 ; k.michaelis@mail.xyz ; ja
163 ; Frau ; Prof. ; Barbara ; Brill ; 12.9.1946 ; Im Haubenfeld 122 ; 77787 ; Nordrach ; 07838 / 6999503 ; 0160 / 3692520 ; 07838 / 49214224 ; b.brill@mail.xyz ; ja
164 ; Frau ; Dr. ; Annalena ; Hildebrand ; 1.11.1992 ; Am Wigbold 97 ; 72414 ; Rangendingen ; 07471 / 35527595 ; 0177 / 4836304 ; 07471 / 40285791 ; annalena.hildebrand@mail.xyz ; ja
165 ; Herr ; Dr. ; Adrian ; Wendel ; 26.11.1940 ; Düesbergweg 168 ; 23795 ; Groß Rönnau ; 04551 / 6138498 ; 0172 / 3921648 ; 04551 / 72771936 ; adrian.wendel@mail.xyz ; ja
166 ; Herr ; Dr. ; Timo ; Scheffler ; 10.8.1942 ; Alte Apotheke 162 ; 95694 ; Mehlmeisel ; 09272 / 22187620 ; 0153 / 5199566 ; 09272 / 17997592 ; t.scheffler@mail.xyz ; ja
167 ; Herr ; Dr. ; Noel ; Schwarzbach ; 28.2.1944 ; Telemannstr. 52 ; 21493 ; Grabau ; 04151 / 26405519 ; 0164 / 9329044 ; 04151 / 30914781 ; n.schwarzbach@mail.xyz ; ja
168 ; Frau ; Dr. ; Anna ; Caspari ; 26.6.1995 ; Erpeler Str. 119 ; 76879 ; Ottersheim ; 07272 / 38228481 ; 0170 / 3056227 ; 07272 / 1894374 ; anna.caspari@mail.xyz ; ja
169 ; Herr ; Prof. ; Malte ; Lamprecht ; 7.9.1941 ; Heinrichstr. 94 ; 94431 ; Pilsting ; 09953 / 27376943 ; 0171 / 9859654 ; 09953 / 56610992 ; malte.lamprecht@mail.xyz ; ja
170 ; Herr ; Dr. ; Leonard ; Yildirim ; 4.4.1951 ; Methweg 22 ; 13053 ; Lichtenberg ; 030 / 86975360 ; 0150 / 4858718 ; 030 / 76563259 ; leonard.yildirim@mail.xyz ; ja
171 ; Frau ; Prof. ; Elisa ; Chavez ; 21.6.1982 ; Mersmannsstiege 98 ; 18258 ; Rukieten ; 03844 / 21375493 ; 0156 / 5297460 ; 03844 / 97356956 ; e.chavez@mail.xyz ; ja
172 ; Herr ; Dr. ; Rasmus ; Manz ; 19.8.1934 ; Rüschhausweg 89 ; 27419 ; Vierden ; 04282 / 44814831 ; 0158 / 1970682 ; 04282 / 71846840 ; rasmus.manz@mail.xyz ; ja
173 ; Frau ; Prof. ; Tara ; Steele ; 19.3.1968 ; Hensenstr. 28 ; 86480 ; Waltenhausen ; 08282 / 50939743 ; 0162 / 1577682 ; 08282 / 45058368 ; t.steele@mail.xyz ; ja
174 ; Herr ; Dr. ; Christof ; Siedler ; 27.10.1972 ; Speestr. - 95 ; 35116 ; Hatzfeld ; 06467 / 64828217 ; 0161 / 2005318 ; 06467 / 51341796 ; c.siedler@mail.xyz ; ja
175 ; Frau ; Dr. ; Käte ; Spur ; 5.4.1979 ; Kanalstr. 129 ; 64754 ; Eberbach ; 06271 / 56533544 ; 0169 / 9478707 ; 06271 / 64110108 ; k.spur@mail.xyz ; ja
176 ; Herr ; Dr. ; Otto ; Pope ; 21.7.1970 ; Methweg 100 ; 54646 ; Niehl ; 06564 / 65089552 ; 0178 / 5492215 ; 06564 / 84975612 ; o.pope@mail.xyz ; ja
177 ; Herr ; Dr. ; Thorsten ; Ehlers ; 6.5.1943 ; Schützenstr. 104 ; 32584 ; Löhne ; 05732 / 1133881 ; 0157 / 7865960 ; 05732 / 87827024 ; thorsten.ehlers@mail.xyz ; ja
178 ; Herr ; Dr. ; Niclas ; Schmitt ; 25.5.1968 ; Werkstattstr. 45 ; 90431 ; Nürnberg ; 0911 / 65852939 ; 0165 / 6858670 ; 0911 / 88800517 ; n.schmitt@mail.xyz ; ja
179 ; Herr ; Dr. ; Tom ; Graves ; 15.5.1934 ; Bernhard-Poether-Str. 96 ; 25566 ; Rethwisch ; 04824 / 92510287 ; 0159 / 8883765 ; 04824 / 90604108 ; t.graves@mail.xyz ; ja
180 ; Frau ; Prof. ; Annabelle ; Shaw ; 16.3.1979 ; Am Ziegelofen 177 ; 64711 ; Erbach ; 06062 / 98204188 ; 0159 / 8706809 ; 06062 / 57486200 ; annabelle.shaw@mail.xyz ; ja
181 ; Frau ; Dr. ; Layla ; Schaaf ; 8.8.1942 ; Manfred-von-Richthofen-Str. 9 ; 24811 ; Owschlag ; 04336 / 17461549 ; 0162 / 5589558 ; 04336 / 66661220 ; layla.schaaf@mail.xyz ; ja
182 ; Frau ; Prof. ; Marlies ; Demmel ; 28.7.1945 ; Schwalbenweg 1 ; 28329 ; Bremen ; 0421 / 23909955 ; 0175 / 8563602 ; 0421 / 9257705 ; marlies.demmel@mail.xyz ; ja
183 ; Herr ; Dr. ; Louis ; Erickson ; 13.4.1950 ; Geiststr. 145a ; 24622 ; Gnutz ; 04392 / 805652 ; 0158 / 1867172 ; 04392 / 10196931 ; l.erickson@mail.xyz ; ja
184 ; Frau ; Dr. ; Linn ; Ebner ; 26.3.1928 ; Kochwiesenstr. 23 ; 77889 ; Seebach ; 07842 / 93345032 ; 0152 / 3040201 ; 07842 / 73806800 ; linn.ebner@mail.xyz ; ja
185 ; Frau ; Dr. ; Jette ; McLaughlin ; 28.8.1937 ; Avendruper Str. 22 ; 53534 ; Bauler ; 02691 / 89377528 ; 0172 / 4728180 ; 02691 / 4496728 ; j.mclaughlin@mail.xyz ; ja
186 ; Herr ; Dr. ; Matis ; Vogel ; 28.3.1963 ; Beuelsweg 42 ; 38100 ; Braunschweig ; 0531 / 26781526 ; 0164 / 3005198 ; 0531 / 89820266 ; matis.vogel@mail.xyz ; ja
187 ; Frau ; Dr. ; Inge ; Herb ; 23.2.1936 ; Kapellenstr. 54 ; 38106 ; Braunschweig ; 0531 / 67461228 ; 0160 / 7198581 ; 0531 / 51053093 ; inge.herb@mail.xyz ; ja
188 ; Herr ; Dr. ; Johann ; Bähr ; 8.11.1986 ; Angelmodder Weg 191 ; 54552 ; Boxberg ; 02692 / 63142430 ; 0162 / 7193947 ; 02692 / 75716979 ; j.baehr@mail.xyz ; ja
189 ; Frau ; Prof. ; Joelina ; Burmeister ; 8.3.1940 ; Kriegerweg 187 ; 73730 ; Esslingen am Neckar ; 0711 / 80294802 ; 0155 / 1303403 ; 0711 / 79099682 ; j.burmeister@mail.xyz ; ja
190 ; Herr ; Prof. ; Max ; Hempel ; 18.7.1993 ; Ostlandstr. 141 ; 82490 ; Farchant ; 08821 / 34365602 ; 0151 / 4105139 ; 08821 / 91891250 ; m.hempel@mail.xyz ; ja
191 ; Frau ; Dr. ; Emilia ; Lammert ; 3.10.1950 ; Albachtener Str. 5a ; 72458 ; Albstadt ; 07431 / 3189906 ; 0153 / 2172915 ; 07431 / 96268482 ; emilia.lammert@mail.xyz ; ja
192 ; Frau ; Dr. ; Elizabeth ; Eckert ; 15.4.1976 ; Vorgebirgstr. 79 ; 61440 ; Oberursel ; 06171 / 5028698 ; 0174 / 8611306 ; 06171 / 31355031 ; e.eckert@mail.xyz ; ja
193 ; Herr ; Dr. ; Arthur ; Schnell ; 23.3.1958 ; Guntherstr. 38 ; 08141 ; Reinsdorf ; 0375 / 87539323 ; 0174 / 2976680 ; 0375 / 29653684 ; arthur.schnell@mail.xyz ; ja
194 ; Herr ; Dr. ; Til ; Jänicke ; 21.12.1947 ; Ossenkampstiege 172 ; 17089 ; Gültz ; 03965 / 10183177 ; 0153 / 5060243 ; 03965 / 8908143 ; til.jaenicke@mail.xyz ; ja
195 ; Herr ; Prof. ; Günter ; Auer ; 27.1.1953 ; Kösliner Str. 165 ; 89611 ; Rechtenstein ; 07375 / 97362764 ; 0179 / 9369864 ; 07375 / 66941362 ; guenter.auer@mail.xyz ; ja
196 ; Frau ; Dr. ; Bettina ; Albers ; 16.2.1942 ; Schmeddingstr. 80 ; 96264 ; Altenkunstadt ; 09572 / 59601701 ; 0172 / 7891568 ; 09572 / 12642554 ; b.albers@mail.xyz ; ja
197 ; Frau ; Dr. ; Elke ; Renz ; 17.11.1920 ; Am Ziegelofen 73 ; 22946 ; Trittau ; 04154 / 47415395 ; 0150 / 4737482 ; 04154 / 28173685 ; e.renz@mail.xyz ; ja
198 ; Frau ; Dr. ; Anette ; Norton ; 14.5.1947 ; Widdeshover Weg 150 ; 91474 ; Langenfeld ; 09164 / 83572849 ; 0168 / 1170136 ; 09164 / 31712978 ; anette.norton@mail.xyz ; ja
199 ; Frau ; Dr. ; Alisa ; Wolf ; 22.12.1960 ; Bohlweg 40 ; 97355 ; Kleinlangheim ; 09325 / 52944221 ; 0175 / 3565368 ; 09325 / 87354402 ; a.wolf@mail.xyz ; ja
200 ; Frau ; Prof. ; Klara ; Saunders ; 6.2.1997 ; Soester Str. 125 ; 97909 ; Stadtprozelten ; 09392 / 63903855 ; 0172 / 6221124 ; 09392 / 249759 ; klara.saunders@mail.xyz ; ja
201 ; Herr ; Dr. ; Kristof ; Krug ; 11.1.1949 ; Schiffahrter Damm 83 ; 84107 ; Weihmichl ; 08708 / 42289897 ; 0150 / 8216912 ; 08708 / 14953123 ; kristof.krug@mail.xyz ; ja
202 ; Herr ; Prof. ; Maximilian ; Sorg ; 17.6.1930 ; Alte Apotheke 187 ; 21271 ; Asendorf ; 04184 / 47690839 ; 0177 / 8865259 ; 04184 / 19306127 ; m.sorg@mail.xyz ; ja
203 ; Herr ; Dr. ; Leif ; Westermann ; 4.3.1981 ; Kröver Str. 188 ; 74172 ; Neckarsulm ; 07132 / 19712133 ; 0158 / 6770413 ; 07132 / 57467181 ; leif.westermann@mail.xyz ; ja
204 ; Frau ; Prof. ; Magdalena ; Eberle ; 23.9.1975 ; Eulenbergstr. 23 ; 55232 ; Alzey ; 06731 / 76529161 ; 0172 / 8975128 ; 06731 / 53169803 ; magdalena.eberle@mail.xyz ; ja
205 ; Herr ; Dr. ; Janis ; Mundt ; 21.10.1981 ; Schwalbenweg 59 ; 73431 ; Aalen ; 07361 / 99972615 ; 0175 / 5797653 ; 07361 / 1278621 ; j.mundt@mail.xyz ; ja
206 ; Frau ; Dr. ; Lili ; Volk ; 3.5.1951 ; Hüfferstr. 182 ; 25727 ; Frestedt ; 04830 / 61247262 ; 0160 / 4381661 ; 04830 / 91620060 ; lili.volk@mail.xyz ; ja
207 ; Frau ; Dr. ; Chiara ; Herbst ; 4.6.1998 ; Försterstr. 139 ; 17348 ; Woldegk ; 03963 / 83533749 ; 0164 / 2977905 ; 03963 / 67175266 ; c.herbst@mail.xyz ; ja
208 ; Herr ; Dr. ; Thorsten ; Sandmann ; 18.5.1927 ; Morthorststr. 181 ; 66287 ; Quierschied ; 06897 / 65175174 ; 0160 / 8065925 ; 06897 / 65850431 ; t.sandmann@mail.xyz ; ja
209 ; Frau ; Dr. ; Josefine ; Rupp ; 23.9.1951 ; Zur Gräfte 52 ; 56584 ; Rüscheid ; 02634 / 21131189 ; 0175 / 3328342 ; 02634 / 81437666 ; josefine.rupp@mail.xyz ; ja
210 ; Frau ; Dr. ; Alina ; Heidenreich ; 19.6.1963 ; Sporckweg 95 ; 24881 ; Nübel ; 04622 / 78754498 ; 0152 / 8301835 ; 04622 / 32388522 ; alina.heidenreich@mail.xyz ; ja
211 ; Frau ; Dr. ; Larissa ; Bach ; 15.11.1940 ; Augustastr. 15 ; 89180 ; Berghülen ; 07344 / 4013750 ; 0164 / 6225817 ; 07344 / 52635243 ; larissa.bach@mail.xyz ; ja
212 ; Herr ; Dr. ; Maximilian ; Rasche ; 23.6.1922 ; Südstr. 6 ; 86510 ; Ried ; 08233 / 29568535 ; 0175 / 6800857 ; 08233 / 4426841 ; maximilian.rasche@mail.xyz ; ja
213 ; Herr ; Dr. ; Christoph ; Rössler ; 24.5.1954 ; Catharina-Müller-Str. 145 ; 97447 ; Gerolzhofen ; 09382 / 87945759 ; 0175 / 6168006 ; 09382 / 28815022 ; christoph.roessler@mail.xyz ; ja
214 ; Frau ; Dr. ; Matilda ; Künzel ; 12.2.1939 ; Enschedeweg 153 ; 78462 ; Konstanz ; 07531 / 35618605 ; 0179 / 6374362 ; 07531 / 29116227 ; m.kuenzel@mail.xyz ; ja
215 ; Herr ; Dr. ; Phillipp ; Sutton ; 3.3.1975 ; Rinkerodeweg 107 ; 83071 ; Stephanskirchen ; 08036 / 28069434 ; 0169 / 8038705 ; 08036 / 76657215 ; phillipp.sutton@mail.xyz ; ja
216 ; Frau ; Dr. ; Waltraut ; Hild ; 27.5.1947 ; Erikahof 39 ; 92696 ; Flossenbürg ; 09603 / 36407355 ; 0161 / 3087945 ; 09603 / 51989224 ; waltraut.hild@mail.xyz ; ja
217 ; Frau ; Dr. ; Eileen ; Ochs ; 22.5.1976 ; Gropiusstr. 172a ; 53534 ; Barweiler ; 02691 / 93570026 ; 0159 / 8792296 ; 02691 / 41303984 ; e.ochs@mail.xyz ; ja
218 ; Frau ; Prof. ; Marlies ; Seubert ; 17.4.1936 ; Josef-Suwelack-Weg 193 ; 58809 ; Neuenrade ; 02392 / 83702013 ; 0166 / 7169016 ; 02392 / 69129480 ; marlies.seubert@mail.xyz ; ja
219 ; Frau ; Prof. ; Alyssa ; Hesse ; 28.6.1973 ; Birkenweg 50 ; 31303 ; Burgdorf ; 05136 / 47107424 ; 0175 / 4332638 ; 05136 / 99184397 ; alyssa.hesse@mail.xyz ; ja
220 ; Frau ; Dr. ; Emely ; Gaul ; 18.6.1964 ; Nerzweg 21 ; 99947 ; Bad Langensalza ; 03603 / 74619073 ; 0168 / 4119597 ; 03603 / 56026039 ; e.gaul@mail.xyz ; ja
221 ; Herr ; Prof. ; Fabian ; Lautenschläger ; 13.7.1990 ; Paul-Engelhard-Weg 8 ; 46047 ; Oberhausen ; 0208 / 19445156 ; 0175 / 9036525 ; 0208 / 68708597 ; f.lautenschlaeger@mail.xyz ; ja
222 ; Herr ; Dr. ; Lennox ; Peschel ; 3.7.2000 ; Uhuweg 16 ; 56357 ; Niederbachheim ; 06772 / 24102655 ; 0173 / 4169619 ; 06772 / 26281624 ; l.peschel@mail.xyz ; ja
223 ; Herr ; Dr. ; André ; Schwenke ; 3.7.1995 ; Dahlienweg 10 ; 55595 ; Argenschwang ; 0671 / 28237499 ; 0162 / 4606384 ; 0671 / 64798208 ; andre.schwenke@mail.xyz ; ja
224 ; Frau ; Dr. ; Liah ; Kaczmarek ; 15.7.1943 ; Bohlweg 177 ; 66909 ; Hüffler ; 06383 / 93395549 ; 0167 / 3025987 ; 06383 / 78011401 ; l.kaczmarek@mail.xyz ; ja
225 ; Herr ; Dr. ; Jeremy ; Eckart ; 4.4.1979 ; Wolbecker Str. 133 ; 75233 ; Tiefenbronn ; 07234 / 39803124 ; 0154 / 8306220 ; 07234 / 30835672 ; j.eckart@mail.xyz ; ja
226 ; Herr ; Dr. ; Kilian ; Eberspächer ; 28.12.1981 ; Hülsebrockstr. 94a ; 76872 ; Minfeld ; 07275 / 81680529 ; 0159 / 1287034 ; 07275 / 34686712 ; kilian.eberspaecher@mail.xyz ; ja
227 ; Frau ; Prof. ; Nadin ; Daum ; 15.7.1996 ; Berrischstr. 144 ; 51427 ; Bergisch Gladbach ; 02202 / 64447094 ; 0174 / 7289965 ; 02202 / 48089556 ; n.daum@mail.xyz ; ja
228 ; Herr ; Dr. ; Klaas ; Bayer ; 15.9.1998 ; An den Mühlen 173 ; 22929 ; Hamfelde ; 04151 / 47604835 ; 0162 / 2433526 ; 04151 / 93777820 ; klaas.bayer@mail.xyz ; ja
229 ; Frau ; Dr. ; Rosa ; Buss ; 26.9.1995 ; Am Römerhof 15a ; 95500 ; Altenplos ; 0921 / 71985017 ; 0155 / 9956921 ; 0921 / 30309399 ; rosa.buss@mail.xyz ; ja
230 ; Frau ; Dr. ; Sinah ; Herbert ; 17.10.1989 ; Gremmendorfer Weg 81 ; 66484 ; Battweiler ; 06332 / 56151923 ; 0177 / 1869752 ; 06332 / 644619 ; s.herbert@mail.xyz ; ja
231 ; Frau ; Dr. ; Elisabeth ; Allen ; 26.9.1922 ; Buldernweg 40 ; 89597 ; Munderkingen ; 07393 / 57507112 ; 0154 / 7081420 ; 07393 / 33844207 ; e.allen@mail.xyz ; ja
232 ; Herr ; Dr. ; Curt ; Horst ; 16.2.1934 ; Offenbergstr. 100 ; 57439 ; Attendorn ; 02722 / 75777420 ; 0158 / 2002372 ; 02722 / 18106987 ; curt.horst@mail.xyz ; ja
233 ; Herr ; Dr. ; Lennard ; Bryan ; 2.1.1927 ; Kanalstr. 168 ; 27616 ; Beverstedt ; 04747 / 26304418 ; 0152 / 1299598 ; 04747 / 22953610 ; l.bryan@mail.xyz ; ja
234 ; Herr ; Dr. ; Lorenz ; Larson ; 11.10.1949 ; Schützenstr. 65 ; 56761 ; Gamlen ; 02653 / 35655317 ; 0169 / 1370778 ; 02653 / 87795065 ; lorenz.larson@mail.xyz ; ja
235 ; Frau ; Dr. ; Laila ; Haberland ; 11.2.1976 ; Böttcherstr. 53 ; 66978 ; Leimen ; 06331 / 67371778 ; 0151 / 3732857 ; 06331 / 4997207 ; laila.haberland@mail.xyz ; ja
