Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
118 ; Frau ; Dr. ; Lilli ; Sachse ; 21.8.1933 ; Neißestr. 185 ; 23898 ; Kühsen ; 04543 / 26767371 ; 0170 / 9772148 ; 04543 / 28147271 ; l.sachse@mail.xyz ; ja
119 ; Herr ; Dr. ; Ingo ; Logan ; 1.4.1976 ; Grevener Str. 108 ; 92334 ; Berching ; 08462 / 33451343 ; 0164 / 4452635 ; 08462 / 43540060 ; ingo.logan@mail.xyz ; ja
120 ; Herr ; Dr. ; Milan ; Christian ; 9.4.1927 ; Simon-Meister-Str. 64 ; 73061 ; Ebersbach an der Fils ; 07163 / 97336422 ; 0177 / 8760919 ; 07163 / 31266624 ; m.christian@mail.xyz ; ja
121 ; Frau ; Dr. ; Jamie ; Tobias ; 13.6.1963 ; Piusallee 140 ; 45657 ; Recklinghausen ; 02361 / 57692431 ; 0156 / 3201524 ; 02361 / 57782635 ; jamie.tobias@mail.xyz ; ja
122 ; Herr ; Dr. ; Dominik ; Katzer ; 4.12.1955 ; Schiffahrter Damm 116 ; 25563 ; Hingstheide ; 04822 / 48430763 ; 0164 / 4646998 ; 04822 / 79344466 ; dominik.katzer@mail.xyz ; ja
123 ; Herr ; Dr. ; Wilhelm ; Coleman ; 8.5.1965 ; Cheruskerstr. 120 ; 78595 ; Hausen ob Verena ; 07424 / 72751566 ; 0168 / 5534859 ; 07424 / 14135010 ; w.coleman@mail.xyz ; ja
124 ; Herr ; Prof. ; David ; Hartmann ; 7.11.1966 ; Starweg 190a ; 65551 ; Limburg an der Lahn ; 06431 / 95510842 ; 0176 / 6036018 ; 06431 / 16480568 ; d.hartmann@mail.xyz ; ja
125 ; Frau ; Prof. ; Miriam ; Ulrich ; 6.9.2000 ; Horstmarer Landweg 32 ; 64589 ; Stockstadt am Rhein ; 06158 / 71721901 ; 0168 / 7577543 ; 06158 / 8715350 ; miriam.ulrich@mail.xyz ; ja
126 ; Frau ; Prof. ; Kimberly ; Adam ; 3.8.1982 ; Schmeddingstr. 119 ; 17309 ; Schönwalde ; 03973 / 47031497 ; 0162 / 4620442 ; 03973 / 67835671 ; kimberly.adam@mail.xyz ; ja
127 ; Frau ; Dr. ; Rebecca ; Tesch ; 7.10.1926 ; Am Ziegelofen 187 ; 80539 ; München ; 089 / 41504475 ; 0167 / 3293397 ; 089 / 84320191 ; rebecca.tesch@mail.xyz ; ja
128 ; Frau ; Prof. ; Heike ; Karle ; 18.10.1977 ; Hahnenstr. 116 ; 74254 ; Offenau ; 07136 / 52492465 ; 0171 / 3125291 ; 07136 / 7831786 ; heike.karle@mail.xyz ; ja
129 ; Herr ; Prof. ; Erik ; Andreas ; 13.5.1973 ; Försterstr. 51 ; 25721 ; Eggstedt ; 04830 / 22914254 ; 0170 / 7473079 ; 04830 / 70574249 ; e.andreas@mail.xyz ; ja
130 ; Herr ; Dr. ; Helmut ; Kreuz ; 27.3.1993 ; Langeworth 69 ; 10719 ; Berlin ; 030 / 79339924 ; 0179 / 7340475 ; 030 / 75166694 ; h.kreuz@mail.xyz ; ja
131 ; Herr ; Dr. ; Patrik ; Reindl ; 24.4.1936 ; Breslauer Str. 51 ; 57629 ; Lochum ; 02662 / 29065885 ; 0173 / 7110150 ; 02662 / 17560411 ; patrik.reindl@mail.xyz ; ja
132 ; Frau ; Dr. ; Lara ; Rodriguez ; 10.3.1942 ; Schmeddingstr. 48 ; 33719 ; Bielefeld ; 0521 / 6700391 ; 0174 / 1311621 ; 0521 / 73108953 ; l.rodriguez@mail.xyz ; ja
133 ; Herr ; Dr. ; Bennett ; Falk ; 21.8.1938 ; Nienkamp 65 ; 84567 ; Perach ; 08670 / 11825113 ; 0178 / 2144926 ; 08670 / 35861408 ; bennett.falk@mail.xyz ; ja
134 ; Frau ; Dr. ; Victoria ; Friedrichs ; 17.4.1926 ; Scheibenstr. 198 ; 14621 ; Schönwalde-Glien ; 03322 / 67882664 ; 0151 / 1646257 ; 03322 / 26339678 ; v.friedrichs@mail.xyz ; ja
135 ; Frau ; Dr. ; Julia ; Gabriel ; 28.5.1939 ; Memmertweg 38 ; 27749 ; Delmenhorst ; 04221 / 27078123 ; 0164 / 7841911 ; 04221 / 88271533 ; j.gabriel@mail.xyz ; ja
136 ; Herr ; Dr. ; Fabio ; Zink ; 24.4.1962 ; Nauheimer Str. 190 ; 54313 ; Zemmer ; 06580 / 76947325 ; 0178 / 3240422 ; 06580 / 61399961 ; f.zink@mail.xyz ; ja
137 ; Herr ; Prof. ; Harald ; Schädler ; 9.12.1948 ; An den Weiden 88 ; 39638 ; Jerchel ; 03907 / 3333670 ; 0155 / 9507166 ; 03907 / 77208920 ; h.schaedler@mail.xyz ; ja
138 ; Frau ; Dr. ; Melissa ; Färber ; 10.7.1957 ; Mariendorfer Str. 14 ; 30559 ; Hannover ; 0511 / 59877884 ; 0179 / 3793170 ; 0511 / 89596474 ; m.faerber@mail.xyz ; ja
139 ; Frau ; Dr. ; Nadin ; Rupp ; 10.10.1927 ; Altenhofer Weg 45 ; 85139 ; Wettstetten ; 0841 / 44078321 ; 0170 / 6237650 ; 0841 / 16978296 ; nadin.rupp@mail.xyz ; ja
140 ; Herr ; Dr. ; Jan ; David ; 13.4.1926 ; Bielefelder Str. 163 ; 67727 ; Lohnsfeld ; 06302 / 98204332 ; 0171 / 3475396 ; 06302 / 11250312 ; jan.david@mail.xyz ; ja
141 ; Herr ; Dr. ; Yannick ; Brady ; 5.1.1945 ; Hansaring 169 ; 21376 ; Eyendorf ; 04172 / 98235158 ; 0175 / 7500176 ; 04172 / 17096559 ; y.brady@mail.xyz ; ja
142 ; Herr ; Dr. ; Julius ; Stark ; 14.1.2000 ; Mariendorfer Str. 97 ; 25358 ; Hohenfelde ; 04126 / 48755140 ; 0176 / 5542984 ; 04126 / 25593334 ; j.stark@mail.xyz ; ja
143 ; Frau ; Prof. ; Frida ; Ernst ; 4.5.1954 ; Zum Burgschemm 177a ; 23879 ; Mölln ; 04542 / 19943794 ; 0152 / 9937027 ; 04542 / 7919419 ; frida.ernst@mail.xyz ; ja
144 ; Herr ; Dr. ; Victor ; Lohmann ; 1.1.1957 ; Kanalstr. 159 ; 56412 ; Hübingen ; 02602 / 83189294 ; 0172 / 9548981 ; 02602 / 45415012 ; v.lohmann@mail.xyz ; ja
145 ; Herr ; Dr. ; Andreas ; Bartsch ; 1.5.1937 ; Zülpicher Str. 144a ; 04934 ; Hohenleipisch ; 03533 / 65263956 ; 0152 / 4134377 ; 03533 / 54919973 ; a.bartsch@mail.xyz ; ja
146 ; Herr ; Dr. ; Rafael ; Schädler ; 11.11.1986 ; Tondernstr. 50 ; 17309 ; Polzow ; 03973 / 88440396 ; 0165 / 1402762 ; 03973 / 59443433 ; rafael.schaedler@mail.xyz ; ja
147 ; Herr ; Prof. ; Stephan ; Teske ; 9.6.1973 ; Düsseldorfer Str. 42 ; 94533 ; Buchhofen ; 09936 / 43158210 ; 0174 / 7720097 ; 09936 / 66704763 ; s.teske@mail.xyz ; ja
148 ; Herr ; Dr. ; Gerhard ; Brockhaus ; 26.5.1923 ; Hülsebrockstr. 63 ; 25885 ; Ahrenviöl ; 04843 / 43229588 ; 0162 / 5897885 ; 04843 / 37825845 ; g.brockhaus@mail.xyz ; ja
149 ; Frau ; Dr. ; Zoé ; Hughes ; 18.2.1925 ; Schützenstr. 117 ; 24794 ; Borgstedt ; 04356 / 85082086 ; 0172 / 3407928 ; 04356 / 75934385 ; z.hughes@mail.xyz ; ja
150 ; Frau ; Prof. ; Joelina ; Hof ; 6.2.1971 ; Im Draum 77 ; 52070 ; Aachen ; 0241 / 11152732 ; 0150 / 4903346 ; 0241 / 59365969 ; joelina.hof@mail.xyz ; ja
151 ; Frau ; Dr. ; Petra ; Zorn ; 23.11.1932 ; Hillscheider Weg 84 ; 67822 ; Winterborn ; 06362 / 14523862 ; 0154 / 1758239 ; 06362 / 26367441 ; petra.zorn@mail.xyz ; ja
152 ; Herr ; Dr. ; Matthias ; Haberkorn ; 1.6.1979 ; Zülpicher Str. 71 ; 72275 ; Alpirsbach ; 07444 / 47808324 ; 0178 / 6747710 ; 07444 / 23071016 ; matthias.haberkorn@mail.xyz ; ja
153 ; Herr ; Dr. ; Lennard ; Gutmann ; 10.2.1954 ; Kirchstr. 130 ; 54673 ; Krautscheid ; 06550 / 28068901 ; 0156 / 1533976 ; 06550 / 23232980 ; l.gutmann@mail.xyz ; ja
154 ; Herr ; Dr. ; Jacob ; Derksen ; 12.1.1927 ; An Lyskirchen 198 ; 90614 ; Ammerndorf ; 09127 / 10120844 ; 0155 / 5059827 ; 09127 / 94807699 ; jacob.derksen@mail.xyz ; ja
155 ; Herr ; Dr. ; Carl ; Stevens ; 8.5.1925 ; Immelmannstr. 153 ; 91628 ; Steinsfeld ; 09861 / 30468105 ; 0170 / 7935300 ; 09861 / 12056140 ; c.stevens@mail.xyz ; ja
156 ; Herr ; Prof. ; Reinhard ; Simmons ; 14.9.1934 ; Overbergstr. 107 ; 98678 ; Sachsenbrunn ; 03686 / 54332732 ; 0165 / 7835665 ; 03686 / 77819747 ; reinhard.simmons@mail.xyz ; ja
157 ; Herr ; Prof. ; Bernhardt ; Hardy ; 17.4.1949 ; Landoisstr. 127 ; 23619 ; Rehhorst ; 04533 / 49928337 ; 0165 / 7576825 ; 04533 / 69312399 ; bernhardt.hardy@mail.xyz ; ja
158 ; Frau ; Dr. ; Heidi ; Raiba ; 10.1.1965 ; Grevener Str. 61 ; 94526 ; Metten ; 0991 / 26679070 ; 0171 / 2805185 ; 0991 / 45607929 ; heidi.raiba@mail.xyz ; ja
159 ; Herr ; Dr. ; Phillip ; Schilf ; 21.8.1994 ; Willingrott 27 ; 72229 ; Rohrdorf ; 07452 / 45720896 ; 0156 / 6477519 ; 07452 / 47942897 ; phillip.schilf@mail.xyz ; ja
160 ; Herr ; Dr. ; Karl ; Püschel ; 5.12.1970 ; Widdeshover Weg 26 ; 55432 ; Damscheid ; 06744 / 69277946 ; 0150 / 5642183 ; 06744 / 46908601 ; karl.pueschel@mail.xyz ; ja
161 ; Frau ; Prof. ; Lia ; Raür ; 22.10.1996 ; Dorbaumstr. 169 ; 15306 ; Seelow ; 03346 / 98547671 ; 0156 / 6897926 ; 03346 / 55228177 ; l.rauer@mail.xyz ; ja
162 ; Frau ; Dr. ; Antonia ; Copeland ; 7.12.1922 ; Schubertstr. 104 ; 73663 ; Berglen ; 07195 / 27689791 ; 0177 / 3965756 ; 07195 / 59441669 ; antonia.copeland@mail.xyz ; ja
163 ; Frau ; Dr. ; Denise ; Wiemann ; 17.8.1926 ; Breslauer Str. 167 ; 17089 ; Siedenbollentin ; 03969 / 50363604 ; 0178 / 1794931 ; 03969 / 71277991 ; d.wiemann@mail.xyz ; ja
164 ; Frau ; Dr. ; Klara ; Teske ; 13.11.1938 ; Dreizehnerstr. 106 ; 28755 ; Bremen ; 0421 / 58365010 ; 0158 / 8286342 ; 0421 / 30624903 ; k.teske@mail.xyz ; ja
165 ; Frau ; Dr. ; Marieke ; Copeland ; 11.5.1965 ; Gescherweg 142 ; 40547 ; Düsseldorf ; 0211 / 53492446 ; 0156 / 3655301 ; 0211 / 58302613 ; m.copeland@mail.xyz ; ja
166 ; Frau ; Dr. ; Lieselotte ; Rath ; 16.6.1994 ; Straßburger Weg 149 ; 17091 ; Tützpatz ; 03960 / 29002028 ; 0151 / 7475278 ; 03960 / 13077524 ; lieselotte.rath@mail.xyz ; ja
167 ; Herr ; Prof. ; Malte ; Barton ; 7.5.1946 ; Hüfferstr. 101 ; 09468 ; Tannenberg ; 03733 / 83034861 ; 0156 / 9645170 ; 03733 / 85803695 ; malte.barton@mail.xyz ; ja
168 ; Herr ; Dr. ; Lewin ; Vega ; 8.2.1942 ; Am Filk 123 ; 67294 ; Gauersheim ; 06352 / 58394730 ; 0160 / 4870443 ; 06352 / 98568190 ; l.vega@mail.xyz ; ja
169 ; Herr ; Dr. ; Yannik ; Mayer ; 16.7.1946 ; Papenbusch 186 ; 91469 ; Hagenbüchach ; 09104 / 23905523 ; 0160 / 8678875 ; 09104 / 70303014 ; yannik.mayer@mail.xyz ; ja
170 ; Herr ; Prof. ; Fritz ; Prinz ; 3.5.1991 ; Manfred-von-Richthofen-Str. 7 ; 19089 ; Wessin ; 03863 / 17721025 ; 0150 / 1198200 ; 03863 / 36938584 ; fritz.prinz@mail.xyz ; ja
171 ; Frau ; Prof. ; Friederike ; Perez ; 23.9.1962 ; Neißestr. 113 ; 86736 ; Auhausen ; 09082 / 96277703 ; 0163 / 4849874 ; 09082 / 74115334 ; friederike.perez@mail.xyz ; ja
172 ; Frau ; Dr. ; Ina ; Teubner ; 26.8.1943 ; Salzmannstr. 193 ; 67744 ; Hoppstädten ; 06382 / 28256571 ; 0169 / 9083420 ; 06382 / 77990684 ; i.teubner@mail.xyz ; ja
173 ; Herr ; Dr. ; Hendrik ; Henry ; 24.10.1947 ; Wormser Str. 107a ; 54619 ; Leidenborn ; 06559 / 38150931 ; 0150 / 5349251 ; 06559 / 4801429 ; hendrik.henry@mail.xyz ; ja
174 ; Herr ; Dr. ; Daniel ; Motz ; 17.3.1941 ; Hogenbergstr. 158a ; 37434 ; Rollshausen ; 05528 / 13491500 ; 0155 / 1766756 ; 05528 / 28984488 ; daniel.motz@mail.xyz ; ja
175 ; Frau ; Dr. ; Anette ; Spiess ; 7.8.1994 ; Werkstattstr. 103 ; 56412 ; Ruppach-Goldhausen ; 02602 / 71109688 ; 0178 / 6958371 ; 02602 / 50441210 ; a.spiess@mail.xyz ; ja
176 ; Herr ; Dr. ; Harald ; Reil ; 5.6.1979 ; Overbergstr. 169 ; 53547 ; Dattenberg ; 02644 / 28776926 ; 0175 / 7007428 ; 02644 / 7287573 ; harald.reil@mail.xyz ; ja
177 ; Herr ; Dr. ; Bernhardt ; Pusch ; 3.4.1997 ; Scheibenstr. 4 ; 61194 ; Niddatal ; 06034 / 43818034 ; 0163 / 4028071 ; 06034 / 80312985 ; bernhardt.pusch@mail.xyz ; ja
178 ; Frau ; Dr. ; Pia ; Keiser ; 12.8.1982 ; Marientalstr. 138 ; 55606 ; Kirn ; 06752 / 62911766 ; 0157 / 8822728 ; 06752 / 79672811 ; p.keiser@mail.xyz ; ja
179 ; Herr ; Dr. ; Damian ; Hirschfeld ; 26.11.1969 ; Straßburger Weg 154 ; 24321 ; Tröndel ; 04381 / 89070512 ; 0170 / 7762612 ; 04381 / 46384246 ; d.hirschfeld@mail.xyz ; ja
180 ; Herr ; Dr. ; Jakob ; Heimann ; 7.4.1953 ; Zum Burgschemm 89 ; 38102 ; Braunschweig ; 0531 / 18811466 ; 0153 / 7730056 ; 0531 / 62621992 ; j.heimann@mail.xyz ; ja
181 ; Herr ; Dr. ; Siegfried ; Lehnert ; 26.1.1963 ; Hüfferstr. 49 ; 56729 ; Bermel ; 02651 / 50516657 ; 0156 / 4275293 ; 02651 / 99039909 ; s.lehnert@mail.xyz ; ja
182 ; Herr ; Dr. ; Walther ; Pusch ; 17.11.1949 ; Widdeshover Weg 52 ; 94526 ; Metten ; 0991 / 24175213 ; 0172 / 4738347 ; 0991 / 34964680 ; w.pusch@mail.xyz ; ja
183 ; Frau ; Dr. ; Louise ; Taylor ; 15.2.1965 ; Am Nubbenberg 160 ; 66892 ; Bruchmühlbach-Miesau ; 06372 / 29601362 ; 0154 / 2837176 ; 06372 / 8841084 ; louise.taylor@mail.xyz ; ja
184 ; Herr ; Dr. ; Nicholas ; Marschall ; 2.10.1977 ; Oberschlesier Str. 128 ; 56751 ; Kollig ; 02654 / 38846564 ; 0160 / 7416561 ; 02654 / 62208683 ; n.marschall@mail.xyz ; ja
185 ; Herr ; Dr. ; Erwin ; Nguyen ; 8.4.1932 ; Äußere Kanalstr. 53 ; 71735 ; Hochdorf an der Enz ; 07042 / 71419384 ; 0160 / 3424140 ; 07042 / 58092126 ; e.nguyen@mail.xyz ; ja
186 ; Herr ; Prof. ; Klaas ; Gerling ; 19.10.1955 ; Augustastr. 124 ; 03222 ; Klein Radden ; 03542 / 70425434 ; 0165 / 5598497 ; 03542 / 35474545 ; klaas.gerling@mail.xyz ; ja
187 ; Frau ; Prof. ; Aleyna ; Volkmann ; 4.5.1920 ; Rektoratsweg 112 ; 06308 ; Siersleben ; 03475 / 82184527 ; 0150 / 8008267 ; 03475 / 84811255 ; a.volkmann@mail.xyz ; ja
188 ; Frau ; Dr. ; Waldtraut ; Ward ; 13.5.1929 ; Rinscheweg 79 ; 73577 ; Ruppertshofen ; 07176 / 90410657 ; 0165 / 1947402 ; 07176 / 91369274 ; w.ward@mail.xyz ; ja
189 ; Frau ; Dr. ; Annabelle ; Hägele ; 21.3.1987 ; Rinkerodeweg 61 ; 25764 ; Wesselburenerkoog ; 04823 / 18332082 ; 0159 / 3263641 ; 04823 / 63652757 ; annabelle.haegele@mail.xyz ; ja
190 ; Frau ; Dr. ; Jessika ; Brandes ; 8.8.1938 ; Von-der-Tinnen-Str. 98 ; 25761 ; Büsumer Deichhausen ; 04834 / 85028345 ; 0166 / 5096030 ; 04834 / 22638585 ; j.brandes@mail.xyz ; ja
191 ; Frau ; Dr. ; Ida ; Agrar ; 7.10.1923 ; Westenkamp 31 ; 75045 ; Walzbachtal ; 07203 / 61155275 ; 0176 / 1457369 ; 07203 / 38993432 ; i.agrar@mail.xyz ; ja
192 ; Frau ; Dr. ; Karin ; Ziemann ; 25.10.1949 ; Westenkamp 172 ; 17194 ; Hinrichshagen ; 03991 / 34828898 ; 0169 / 8630220 ; 03991 / 31905365 ; karin.ziemann@mail.xyz ; ja
193 ; Herr ; Dr. ; Fabian ; Bishop ; 19.4.1922 ; Mindener Str. 139 ; 54597 ; Wallersheim ; 06551 / 85222058 ; 0150 / 3081358 ; 06551 / 62815923 ; f.bishop@mail.xyz ; ja
194 ; Herr ; Dr. ; Nic ; Aigner ; 21.12.1988 ; Franz-Peter-Kürten-Weg 192 ; 57632 ; Rott ; 02685 / 13397119 ; 0164 / 7221715 ; 02685 / 28327130 ; n.aigner@mail.xyz ; ja
195 ; Herr ; Prof. ; Lukas ; Cremer ; 11.3.1946 ; Ostmarkstr. 87 ; 72296 ; Schopfloch ; 07443 / 67501894 ; 0174 / 5490624 ; 07443 / 72946617 ; l.cremer@mail.xyz ; ja
196 ; Herr ; Dr. ; Cedrik ; Brandenburger ; 16.4.1964 ; Heisstr. 169a ; 93495 ; Weiding ; 09977 / 93834168 ; 0176 / 2707772 ; 09977 / 33943101 ; cedrik.brandenburger@mail.xyz ; ja
197 ; Herr ; Dr. ; Helmut ; Nichols ; 24.10.1983 ; Hölkenbusch 140 ; 38173 ; Veltheim ; 05305 / 33180744 ; 0153 / 1689346 ; 05305 / 62730315 ; helmut.nichols@mail.xyz ; ja
198 ; Herr ; Dr. ; Manuel ; Hase ; 24.1.1967 ; Mierendorffstr. 172 ; 26388 ; Wilhelmshaven ; 04421 / 60718246 ; 0153 / 1966018 ; 04421 / 23239762 ; manuel.hase@mail.xyz ; ja
199 ; Frau ; Prof. ; Ayleen ; Rainer ; 11.8.1931 ; Möserweg 6 ; 57520 ; Rosenheim ; 02747 / 22083460 ; 0177 / 7007898 ; 02747 / 99424774 ; a.rainer@mail.xyz ; ja
200 ; Herr ; Dr. ; Mads ; Noack ; 8.3.1957 ; Sophienstr. 180 ; 97493 ; Bergrheinfeld ; 09721 / 86584811 ; 0157 / 1278635 ; 09721 / 8520704 ; m.noack@mail.xyz ; ja
201 ; Frau ; Dr. ; Kimberley ; Six ; 24.5.1932 ; Guntherstr. 186 ; 18528 ; Ralswiek ; 03838 / 35012502 ; 0162 / 4756982 ; 03838 / 98133924 ; k.six@mail.xyz ; ja
202 ; Frau ; Dr. ; Carin ; Stephens ; 19.7.1989 ; Methweg 73 ; 79356 ; Eichstetten am Kaiserstuhl ; 07663 / 92499669 ; 0168 / 3528997 ; 07663 / 3390580 ; carin.stephens@mail.xyz ; ja
203 ; Frau ; Dr. ; Anja ; Grau ; 4.12.1937 ; Hensenstr. 134 ; 73116 ; Wäschenbeuren ; 07172 / 32873780 ; 0150 / 1823225 ; 07172 / 79387257 ; a.grau@mail.xyz ; ja
204 ; Frau ; Dr. ; Clara ; Spindler ; 18.7.1921 ; Arnheimweg 114 ; 73655 ; Alfdorf ; 07172 / 49590330 ; 0161 / 3213364 ; 07172 / 86119819 ; c.spindler@mail.xyz ; ja
205 ; Frau ; Dr. ; Jessica ; McKenzie ; 21.10.1962 ; Am Burloh 46 ; 25761 ; Oesterdeichstrich ; 04834 / 73203296 ; 0174 / 1619433 ; 04834 / 37108124 ; j.mckenzie@mail.xyz ; ja
206 ; Frau ; Dr. ; Anica ; Wedemeyer ; 27.12.1950 ; Jägerstr. A 23 ; 91074 ; Herzogenaurach ; 09132 / 57177391 ; 0171 / 2976032 ; 09132 / 62134292 ; anica.wedemeyer@mail.xyz ; ja
207 ; Herr ; Dr. ; Kurt ; Schilf ; 27.1.1954 ; Osthuesheide 95 ; 08451 ; Crimmitschau ; 03762 / 15196640 ; 0156 / 1940300 ; 03762 / 63258840 ; k.schilf@mail.xyz ; ja
208 ; Herr ; Dr. ; Ruben ; Drews ; 16.4.2000 ; Nienkamp 190 ; 73460 ; Hüttlingen ; 07361 / 36832512 ; 0156 / 7319434 ; 07361 / 42157718 ; ruben.drews@mail.xyz ; ja
209 ; Herr ; Dr. ; Johann ; Schultz ; 4.7.1926 ; Raesfeldstr. 158a ; 56825 ; Kliding ; 02676 / 94331291 ; 0162 / 8424684 ; 02676 / 72407511 ; johann.schultz@mail.xyz ; ja
210 ; Herr ; Dr. ; Christof ; Bräuer ; 6.8.1953 ; Kochwiesenstr. 144 ; 35708 ; Haiger ; 02773 / 50060333 ; 0169 / 1468423 ; 02773 / 28490527 ; christof.braeuer@mail.xyz ; ja
211 ; Frau ; Dr. ; Melina ; Ulbrich ; 8.2.1930 ; Salzmannstr. 165 ; 49777 ; Stavern ; 05952 / 90405107 ; 0161 / 9701036 ; 05952 / 30625838 ; m.ulbrich@mail.xyz ; ja
212 ; Herr ; Dr. ; Carl ; Korte ; 4.3.1973 ; Speestr. - 18 ; 86989 ; Steingaden ; 08862 / 73565599 ; 0178 / 2237708 ; 08862 / 80573894 ; c.korte@mail.xyz ; ja
213 ; Herr ; Dr. ; Bernt ; Haller ; 27.4.1963 ; Oscar-Wilde-Str. 44 ; 30175 ; Hannover ; 0511 / 19828673 ; 0161 / 5257944 ; 0511 / 54047575 ; bernt.haller@mail.xyz ; ja
214 ; Frau ; Dr. ; Viktoria ; Hessler ; 7.12.1988 ; Florentine-Eichler-Str. 175 ; 31787 ; Hameln ; 05151 / 42795438 ; 0169 / 9785370 ; 05151 / 57600287 ; viktoria.hessler@mail.xyz ; ja
215 ; Herr ; Dr. ; Robin ; Hey ; 6.11.1947 ; Dachsleite 34 ; 35584 ; Wetzlar ; 06441 / 26742204 ; 0165 / 1074090 ; 06441 / 51074556 ; r.hey@mail.xyz ; ja
216 ; Frau ; Dr. ; Christa ; Anderson ; 22.11.1959 ; Jägerstr. A 96 ; 54597 ; Lierfeld ; 06550 / 93258786 ; 0165 / 2880536 ; 06550 / 7817577 ; christa.anderson@mail.xyz ; ja
217 ; Frau ; Dr. ; Beate ; Pasch ; 14.2.1969 ; Hogenbergstr. 63 ; 27259 ; Varrel ; 04274 / 65458314 ; 0155 / 1967277 ; 04274 / 4914928 ; beate.pasch@mail.xyz ; ja
218 ; Frau ; Prof. ; Celine ; Götz ; 21.6.1930 ; Rinkerodeweg 18 ; 25794 ; Tielenhemme ; 04838 / 49938887 ; 0179 / 2210717 ; 04838 / 61887102 ; celine.goetz@mail.xyz ; ja
219 ; Herr ; Prof. ; Lukas ; Perez ; 1.12.1932 ; Zur Gräfte 130 ; 06528 ; Edersleben ; 03464 / 91180675 ; 0151 / 2583952 ; 03464 / 49296529 ; l.perez@mail.xyz ; ja
220 ; Frau ; Dr. ; Joy ; Zauner ; 7.12.1948 ; Agrippastr. 164 ; 87484 ; Nesselwang ; 08361 / 63881411 ; 0157 / 7220416 ; 08361 / 57689856 ; j.zauner@mail.xyz ; ja
221 ; Frau ; Dr. ; Christina ; Hirth ; 18.8.1930 ; Wildpfad 126 ; 45659 ; Recklinghausen ; 02361 / 94706352 ; 0167 / 4144244 ; 02361 / 32672005 ; christina.hirth@mail.xyz ; ja
222 ; Herr ; Dr. ; Steven ; Yates ; 19.4.1995 ; Stettiner Str. 22 ; 63867 ; Johannesberg ; 06021 / 30925224 ; 0152 / 6886341 ; 06021 / 87046360 ; s.yates@mail.xyz ; ja
223 ; Herr ; Dr. ; Miguel ; Ahrendt ; 24.1.1967 ; Dortmunder Str. 112 ; 88662 ; Überlingen ; 07551 / 5085801 ; 0162 / 8154811 ; 07551 / 36898884 ; m.ahrendt@mail.xyz ; ja
224 ; Herr ; Dr. ; Alexander ; Biedermann ; 18.6.1936 ; Im Sonnentau 73 ; 03149 ; Groß Schacksdorf-Simmersdorf ; 03159 / 7238793 ; 0173 / 9130879 ; 03159 / 72888441 ; alexander.biedermann@mail.xyz ; ja
225 ; Herr ; Dr. ; Volker ; Gutmann ; 9.8.1923 ; Scheibenstr. 96 ; 34379 ; Calden ; 05674 / 45073715 ; 0152 / 7548550 ; 05674 / 46541711 ; volker.gutmann@mail.xyz ; ja
226 ; Herr ; Dr. ; Karl ; Siegl ; 8.2.1936 ; Theodor-Heuss-Ring 146 ; 79312 ; Emmendingen ; 07641 / 8235934 ; 0179 / 6439063 ; 07641 / 84992506 ; k.siegl@mail.xyz ; ja
227 ; Frau ; Dr. ; Klaudia ; Hartl ; 12.12.1940 ; Tondernstr. 154 ; 54662 ; Beilingen ; 06562 / 19295304 ; 0170 / 4817727 ; 06562 / 97084669 ; klaudia.hartl@mail.xyz ; ja
228 ; Herr ; Dr. ; Benedict ; Engelhard ; 21.2.1995 ; Kriegerweg 153 ; 33790 ; Halle ; 05201 / 86587204 ; 0170 / 7642916 ; 05201 / 33052472 ; b.engelhard@mail.xyz ; ja
229 ; Frau ; Dr. ; Finnja ; Stevens ; 27.10.1965 ; Kochwiesenstr. 83 ; 49638 ; Nortrup ; 05436 / 83399423 ; 0169 / 7976735 ; 05436 / 91984305 ; f.stevens@mail.xyz ; ja
230 ; Frau ; Dr. ; Ann ; Bühler ; 27.3.1947 ; Am Berler Kamp 53 ; 54673 ; Gemünd an der Our ; 06564 / 74480603 ; 0167 / 6220814 ; 06564 / 10343478 ; a.buehler@mail.xyz ; ja
231 ; Herr ; Dr. ; Leo ; Lamb ; 15.6.1939 ; Offerkämpe 133 ; 56856 ; Zell ; 06542 / 61419082 ; 0173 / 5182977 ; 06542 / 97509984 ; leo.lamb@mail.xyz ; ja
232 ; Frau ; Dr. ; Rike ; Gering ; 20.7.1974 ; Teutonenstr. 152 ; 14089 ; Kladow ; 030 / 48186638 ; 0150 / 6423146 ; 030 / 8847847 ; rike.gering@mail.xyz ; ja
233 ; Herr ; Dr. ; Til ; Nickel ; 26.12.1952 ; Ulmenweg 142 ; 03053 ; Cottbus ; 0355 / 54856792 ; 0151 / 8939976 ; 0355 / 16537141 ; t.nickel@mail.xyz ; ja
234 ; Herr ; Prof. ; Levin ; Gräf ; 11.10.1983 ; Offenbergstr. 40 ; 24594 ; Nindorf ; 04871 / 92656559 ; 0174 / 1915856 ; 04871 / 9060701 ; levin.graef@mail.xyz ; ja
